Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov < 3,5t;Sr. tov  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R2;439;1303;KRIZEVCI - ZIHLAVA;0;11.630;357;Berkovci;R 09x4;1.000;25;815;5;80;10;40;10;15;40;PLDP
R2;439;1304;ZIHLAVA - VIDEM;0;2.950;587;Jamna;QLD6;2.250;23;1.967;14;151;24;35;16;20;54;DIST
R2;439;1305;SV. JURIJ OB SCAVNICI - CERKVENJAK;0;6.986;349;Kraljevci;QLD5;640;9;554;14;35;12;12;2;2;17;PLDP
R2;439;1525;CERKVENJAK - PRIKLJ.CERKVENJAK;0;1.880;;;P;1.500;10;1.347;15;80;20;25;2;1;25;PLDP
R2;439;1525;PRIKLJ. CERKVENJAK - SENARSKA;1.880;6.735;;;P;910;7;801;5;60;15;20;1;1;16;PLDP
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodisinci;QLD*;1.448;19;1.242;7;94;19;20;11;36;46;PLDP
R2;440;1295;GEDEROVCI - SKAKOVCI;0;3.370;444;Krajna;R 10x4;2.750;20;2.430;20;150;55;30;15;30;63;PLDP
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080;;;P;2.580;25;2.265;20;145;50;20;20;35;63;PLDP
R2;440;1296;CANKOVA - VECESLAVCI;0;8.500;344;Cankova;QLD5;3.679;30;3.316;25;142;42;57;25;42;89;PLDP
R2;440;1296;VECESLAVCI - SOTINA;8.500;15.200;681;Sveti Jurij;QLD6;2.525;21;2.253;17;128;14;28;19;45;64;PLDP
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLD5;1.070;11;927;7;47;8;14;21;35;47;PLDP
R2;441;1298;MURSKA SOBOTA ;0;1.000;;;P;11.250;45;10.780;55;270;40;25;15;20;66;PLDP
R2;441;1298;MURSKA SOBOTA - VESCICA;1.000;4.000;345;Cernelavci;QLD6;8.838;40;8.364;35;330;22;23;11;13;46;PLDP
R2;441;1298;VESCICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLD6;5.218;33;4.814;24;229;18;27;18;55;77;DIST
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLD6;3.755;28;3.459;8;164;9;15;16;56;61;WIM
R2;442;1318;MARTJANCI - MORAVSKE TOPLICE;0;3.970;44;Martjanci;QLTC10;5.421;47;4.986;27;276;31;39;5;10;47;PLDP
R2;442;1318;MORAVSKE TOPLICE - DOBROVNIK;3.970;13.712;494;Filovci;QLD6;1.671;22;1.501;19;80;13;22;7;7;30;PLDP
R2;442;1319;DOBROVNIK - RONDO DOLGA VAS;0;10.402;358;Mostje;QLD*;2.123;25;1.950;12;91;11;22;5;7;26;PLDP
R2;443;1397;LIPOVCI - BRATONCI;0;1.348;146;Lipovci;QLTC10;11.605;60;10.425;73;629;106;86;57;169;236;PLDP
R2;443;0320;BRATONCI - BELTINCI;0;2.261;;;P;7.250;35;6.215;50;420;380;80;30;40;181;PLDP
R2;443;0321;BELTINCI - CRENSOVCI;0;5.820;87;Odranci;QLD6;3.923;30;3.553;34;202;20;43;15;26;66;PLDP
R2;443;0369;CRENSOVCI ;0;409;;;P;3.750;30;3.380;35;180;40;50;10;25;70;PLDP
R2;443;0322;CRENSOVCI - DOL.LAKOS;0;14.052;88;Hotiza;QLD6;2.873;25;2.587;35;148;18;30;6;24;52;PLDP
R2;443;1488;DOL. LAKOS - LENDAVA;0;1.365;907;Lendava;QLD6;2.952;15;2.721;21;150;13;18;4;10;29;PLDP
R2;443;1320;LENDAVA - DOLINA;0;6.240;;;P;2.130;10;1.978;5;100;15;15;2;5;17;PLDP
R2;443;1320;DOLINA - MP PINCE;6.240;6.495;675;MT Pince;QLD5;437;10;390;4;19;5;7;0;2;7;PLDP
R2;444;0344;RAZDRTO - MANCE;0;13.470;644;Podgric;QLD6;700;38;451;20;45;25;57;24;40;82;PLDP
R2;444;0345;MANCE - VIPAVA;0;1.429;735;Gradisce pri Vipavi;QLD6;3.623;62;3.077;32;242;54;76;34;46;112;PLDP
R2;444;1473;VIPAVA ;0;1.400;;;P;5.200;80;4.640;35;240;90;70;15;30;96;PLDP
R2;444;1473;VIPAVA - AJDOVSCINA;1.400;7.040;624;Log pri Vipavi;QLD5;5.762;74;5.237;36;239;95;64;8;9;72;WIM
R2;444;0387;AJDOVSCINA  (OBVOZNICA) ;0;1.960;917;Ajdovscina;QLTC10;4.312;35;3.518;5;338;60;53;59;244;230;PLDP
R2;444;0346;AJDOVSCINA - SELO;0;8.550;688;Ajdovscina 2;QLD6;7.001;83;6.398;47;383;37;33;8;12;56;PLDP
R2;444;0347;SELO - TRI HISE;0;8.600;81;Ozeljan;QLD6;5.106;58;4.691;34;251;27;28;6;11;44;PLDP
R2;444;0347;TRI HISE - AJSEVICA;8.600;10.600;699;Tri hise;QLTC10;9.919;104;8.673;50;726;138;66;41;121;183;PLDP
R2;444;0347;AJSEVICA  -  NOVA GORICA;10.600;15.350;558;Rozna dolina;QLD6;3.358;40;2.974;25;210;33;32;14;30;61;PLDP
R2;444;0365;NOVA GORICA;0;690;;;P;10.050;180;9.480;70;200;40;20;20;40;85;PLDP
R2;444;0348;N.GORICA - ROZNA DOLINA;0;130;654;MT Rozna Dolina;QLD5;9.990;177;9.667;4;99;13;28;2;0;20;PLDP
R2;445;0349;SENOZECE - STORJE;0;8.700;25;Senadolice;QLD6;1.699;26;1.472;11;112;23;27;9;19;40;PLDP
R2;445;0349;STORJE - SEZANA;8.700;14.185;613;Storje;QLD6;2.614;24;2.336;18;161;24;28;7;16;41;PLDP
R2;445;0350;SEZANA - FERNETICI;0;1.800;782;Sezana 3 ;QLTC10;10.609;137;9.746;24;557;62;29;8;46;71;PLDP
R2;445;0350;FERNETICI - MP FERNETICI;1.800;2.928;;;P;10.200;140;9.326;24;440;45;25;45;155;157;PLDP
R2;446;1016;SEZANA - DIVACA;0;9.645;206;Sezana;QLD6;3.378;68;3.058;11;170;33;23;4;11;32;PLDP
R2;447;0286;MEDLOG - PETROVCE;0;3.306;69;Dresinja vas;QLTC10;15.253;147;13.880;110;823;123;82;31;57;167;PLDP
R2;447;0287;PETROVCE - ZALEC;0;1.519;;;P;14.200;145;12.795;95;820;180;75;30;60;170;PLDP
R2;447;0367;ZALEC - VRBENSKO POLJE;0;2.220;904;Zalec TUS;QLTC10;12.848;144;11.561;65;772;115;94;29;68;158;PLDP
R2;447;0367;VRBENSKO POLJE - SEMPETER;2.220;5.980;609;Sempeter;QLTC10;14.625;156;13.230;97;838;126;86;28;64;167;PLDP
R2;447;0288;SEMPETER - LATKOVA VAS;0;591;;;P;8.700;155;7.485;100;640;145;80;30;65;171;PLDP
R2;447;0289;LATKOVA VAS - SENTRUPERT;0;1.420;;;P;7.550;150;6.310;75;650;150;80;50;85;186;PLDP
R2;447;0290;SENTRUPERT - VRANSKO;0;9.000;64;Tabor;QLD*;4.844;112;3.951;45;310;144;137;49;96;147;DIST
R2;447;0290;VRANSKO - LOCICA;9.000;11.905;915;Vransko;QLTC8;4.104;132;3.270;35;372;121;50;27;97;101;DIST
R2;447;0291;LOCICA - TROJANE;0;6.066;71;Trojane 2;QLTC10;2.560;113;1.961;24;233;90;34;22;83;79;DIST
R2;447;0292;TROJANE - LUKOVICA;0;15.000;72;Trojane;QLTC10;2.441;98;1.797;46;205;137;39;24;95;100;DIST
R2;447;0292;LUKOVICA  -  ZELODNIK;15.000;21.857;332;Sentvid;QLD*;5.541;88;4.635;59;382;121;132;39;85;136;WIM
R2;447;0293;ZELODNIK - DOMZALE;0;4.285;610;Zelodnik;QLTC10;9.277;122;7.779;88;719;247;135;53;134;193;DIST
R2;447;0294;DOMZALE - STOB;0;1.560;916;Domzale;QLTC10;11.288;91;10.009;26;860;133;65;31;73;135;PLDP
R2;447;0294;STOB - TRZIN;1.560;2.603;54;Depala vas;QLTC10;16.614;125;14.808;116;1.227;156;71;33;78;185;PLDP
R2;448;1196;IVANCNA GORICA - GRM;0;5.789;289;Ivancna Gorica;QLTC10;6.837;47;5.859;25;431;146;113;69;147;454;WIM
R2;448;1197;GRM - PLUSKA;0;8.298;564;Medvedjek;R 11x4;1.450;30;1.210;5;100;50;15;10;30;45;PLDP
R2;448;1160;PLUSKA - PRIKLJ. TREBNJE Z;0;1.126;;;P;1.150;30;900;10;100;50;10;10;40;51;PLDP
R2;448;0220;PRIKLJ. TREBNJE Z - TREBNJE;0;4.005;55;Trebnje 2;QLTC8;5.738;36;4.884;27;490;80;55;51;115;159;PLDP
R2;448;0221;GRM - SENTJURIJ;0;5.318;634;Trebnje;QLD5;1.873;23;1.630;9;139;34;26;5;7;31;PLDP
R2;448;1510;SENTJURIJ - PRIKLJ. NM ZAHOD;0;5.756;147;Karteljevo;R 11x4;1.600;20;1.480;2;30;25;25;10;8;30;PLDP
R2;448;0222;PRIKLJ. NM ZAHOD - LOCNA;0;2.325;;;P;900;10;864;2;8;5;5;2;4;8;PLDP
R2;448;1512;NOVO MESTO (LOCNA - MACKOVEC);0;935;566;Mackovec 2;QLTC10;7.405;42;6.781;36;392;59;36;29;30;82;PLDP
R2;448;0223;MACKOVEC - LESNICA;0;880;922;Mackovec;QLTC10;9.770;63;9.095;51;454;39;39;15;14;67;PLDP
R2;448;0223;LESNICA - OTOCEC;880;3.878;400;Otocec;QLD;8.889;60;8.252;34;428;52;34;15;14;60;PLDP
R2;448;0224;OTOCEC - KRONOVO;0;2.115;919;Gorenje Kronovo;QLD6;6.243;45;5.742;30;324;30;39;13;20;59;PLDP
R2;448;1513;KRONOVO - DOLENJE KRONOVO;0;715;;;P;7.100;45;6.575;30;320;40;40;20;30;72;PLDP
R2;448;1514;DOLENJE KRONOVO - GOR. GOMILA;0;2.750;799;Draga;QLD6;2.961;31;2.715;13;149;16;22;9;6;29;PLDP
R2;448;1514;GOR.GOMILA - DOBRAVA;2.750;5.374;;;P;900;20;772;10;60;15;10;8;5;20;PLDP
R2;449;0314;PESNICA - LENART;0;12.900;84;Mocna;QLD5;4.055;65;3.657;30;167;68;52;8;8;54;WIM
R2;449;1543;PRIKLJ. LENART - LENART;0;1.442;793;Lenart;QLTC10;11.770;81;10.298;84;753;176;79;86;213;297;PLDP
R2;449;0315;LENART - GORNJA RADGONA;0;17.556;85;Ihova;QLTC10;3.889;45;3.141;54;304;106;48;49;142;251;WIM
R2;449;0316;GORNJA RADGONA;0;1.941;794;Podgrad pri Gornji Radgoni;QLTC8;7.247;75;6.258;72;443;120;72;55;152;220;PLDP
R2;450;1404;HOCE - PRIKLJ.  ROGOZA;0;1.570;905;Rogoza;QLTC10;7.757;53;6.590;32;609;117;92;51;213;248;PLDP
R2;450;1404;PRIKLJ.  ROGOZA - LETALISCE MARIBOR;1.570;4.460;;;P;1.150;25;916;25;150;30;2;1;1;19;PLDP
R2;451;1448;ARJA VAS - ZALEC;0;2.090;70;Zalec;QLD5;7.687;44;6.747;50;366;167;147;72;94;147;WIM
R2;452;0368;HRUSICA - PLAVZ;0;2.450;530;Jesenice zahod;QLD5;7.312;87;6.455;222;282;87;68;35;76;243;DIST
R2;452;0368;PLAVZ - JESENICE;2.450;4.250;;;P;12.100;120;11.100;200;400;95;70;30;85;211;PLDP
R2;452;0368;JESENICE - JAVORNIK;4.250;6.400;531;SL Javornik;QLTC10;15.355;141;13.904;187;758;133;74;33;125;273;DIST
R2;452;0206;JAVORNIK - ZIROVNICA;0;5.013;603;Moste pri Zirovnici;QLD5;6.784;100;6.102;91;267;71;55;34;64;160;DIST
R2;452;0207;ZIROVNICA - LESCE;0;4.957;557;Vrba ;QLD5;7.350;78;6.688;73;292;64;52;33;70;152;DIST
R2;452;0208;LESCE - RADOVLJICA;0;2.820;632;Radovljica;QLD*;7.468;120;6.676;16;509;62;45;8;32;75;WIM
R2;452;0208;RADOVLJICA - PODVIN;2.820;5.400;697;Radovljica 2;QLD5;3.347;85;2.938;96;182;23;18;2;3;65;DIST
R2;452;0208;PODVIN - CRNIVEC;5.400;7.423;773;Podvin;R 10x4;3.600;80;3.255;85;130;30;10;5;5;53;PLDP
R2;454;1400;MB AC - MIKLAVZ;0;3.000;20;Miklavz sever;QLTC8;13.309;88;12.194;96;732;96;55;14;34;118;PLDP
R2;454;1400;MIKLAVZ - HAJDINA;3.000;17.670;606;Starse;QLD6;5.677;43;5.193;64;252;41;46;13;25;82;PLDP
R2;454;1519;ZLATOLICJE – PRIKLJ. ZLATOLICJE ;0;1.560;;;P;1.000;2;879;4;30;20;41;9;15;41;PLDP
R2;454;1495;HAJDINA  (Mariborska c.- Gomile) ;0;2.060;639;Zgornja Hajdina;QLTC10;11.496;79;10.287;45;736;120;71;38;120;177;PLDP
R3;601;7507;BORJANA - PODBELA;0;2.800;;;P;180;4;167;2;5;1;1;0;0;2;PLDP
R3;601;7507;PODBELA - ROBIDISCE;2.800;9.735;;;P;60;2;55;0;3;0;0;0;0;0;PLDP
R3;602;1032;STARO SELO - BREGINJ-MOST;0;15.901;93;Staro selo - Breginj;R 08x1;950;5;871;8;40;15;10;0;1;12;PLDP
R3;603;1041;MOST NA SOCI - USNIK;0;4.271;532;Kozarsce;QLD5;1.042;36;892;4;49;25;24;4;8;26;PLDP
R3;604;5701;ROCINJ - LIG;0;9.995;528;Rocinj;R 11x4;220;3;199;0;14;2;1;1;0;2;PLDP
R3;605;5702;KAMBRESKO - SOLARJI;0;10.770;529;Kambresko;R 11x4;80;3;71;0;5;1;0;0;0;0;PLDP
R3;605;5702;SOLARJI - LIVEK;10.770;19.538;;;P;60;5;53;0;2;0;0;0;0;0;PLDP
R3;605;1545;SOLARJI-MEJA ITALIJA;0;324;;;P;40;2;36;0;2;0;0;0;0;0;PLDP
R3;606;5703;KANAL - LIG-MISCEK-NEBLO;0;35.376;455;Kanal;R 11x4;330;7;301;2;16;3;1;0;0;2;PLDP
R3;607;5723;PREVAL - GRGAR-CEPOVAN;0;14.133;98;Grgar;R 08x1;780;10;703;4;45;16;2;0;0;6;PLDP
R3;608;1067;SOLKAN - GRGAR;0;3.000;599;Solkan 2;QLD5;3.585;40;3.247;10;182;50;47;3;6;43;PLDP
R3;608;1067;GRGAR - LOKVE;3.000;19.400;225;Solkan - Lokve;R 11x4;1.300;45;1.113;8;84;30;15;5;0;20;PLDP
R3;608;1065;LOKVE - CEPOVAN;0;5.440;224;Lokve;R 08x4;190;15;155;0;13;3;1;1;2;3;PLDP
R3;608;1068;CEPOVAN - DOL.TREBUSA;0;10.870;449;Dolenja Trebusa 2;R 08x4;310;20;261;0;22;5;1;1;0;2;PLDP
R3;609;2117;AJDOVSCINA - PREDMEJA;0;12.996;456;Lokavec;R 06x1;660;20;594;2;30;10;4;0;0;5;PLDP
R3;609;1064;PREDMEJA - LOKVE;0;11.575;;;P;120;15;91;1;4;9;0;0;0;2;PLDP
R3;609;1066;CEPOVAN - MOST NA SOCI;0;13.220;534;Lazi;R 11x4;190;7;171;0;7;2;3;0;0;2;PLDP
R3;610;1370;D.TREBUSA - SP.IDRIJA;0;21.990;390;Dolenja Trebusa;R 08x4;140;3;126;0;9;1;1;0;0;1;PLDP
R3;610;1371;PECNIK(MAROF) - ZIRI;0;10.546;;;P;1.000;8;938;9;24;8;8;3;2;13;PLDP
R3;611;1024;DORNBERK - SELO;0;5.150;208;Batuje;QLD5;1.898;22;1.679;11;112;33;31;4;6;33;PLDP
R3;612;1042;PLAVE - GONJACE;0;6.190;213;Plave;R 09x1;840;25;687;8;50;10;60;0;0;35;PLDP
R3;613;1437;AJSEVICA - KROMBERK;0;3.100;209;Kromberk;QLTC10;12.717;95;11.414;35;842;138;67;31;95;155;PLDP
R3;613;1437;KROMBERK - NOVA GORICA;3.100;3.960;;;P;18.000;100;16.110;70;880;455;135;130;120;345;PLDP
R3;614;1046;PRIKLJ. SEMPETER - SEMPETER (POLJE);0;1.086;;;P;2.500;60;2.235;5;100;30;40;10;20;47;PLDP
R3;614;5733;SEMPETER (POLJE) - VRTOJBA;0;860;;;P;3.000;50;2.600;5;200;35;80;15;15;68;PLDP
R3;614;1550;VRTOJBA -  D.VRTOJBA;0;1.300;;;P;6.500;50;5.745;10;500;50;75;15;55;96;PLDP
R3;614;1550;D.VRTOJBA -  GORNJI MIREN;1.300;3.064;908;Vrtojba;QLD6;6.374;49;5.725;9;406;47;70;16;52;91;PLDP
R3;614;1408;GORNJI MIREN - MIREN;0;551;470;Miren;QLD5;5.996;78;5.457;19;264;54;87;16;21;86;PLDP
R3;614;1047;MIREN - OPATJE SELO;0;7.771;559;Miren-3;R 11x4;1.350;45;1.105;18;100;35;40;5;2;39;PLDP
R3;614;1048;OPATJE SELO - KOMEN;0;14.885;215;Kostanjevica;QLD5;477;18;410;4;28;8;7;1;1;8;PLDP
R3;614;1049;KOMEN - KOBJEGLAVA;0;4.540;216;Tomacevica;QLD5;812;24;681;5;54;19;23;2;4;21;PLDP
R3;614;1049;KOBJEGLAVA - STANJEL;4.540;8.700;23;Kobjeglava;R 07x4;1.150;30;964;7;70;40;35;2;2;31;PLDP
R3;614;1050;STANJEL - MANCE;0;11.750;217;Mance;QLD5;998;24;869;5;42;23;31;2;2;25;PLDP
R3;615;5736;TRI HISE - PRIKLJ. VOGRSKO;0;2.850;252;Vogrsko;QLTC10;5.640;37;4.718;17;514;113;87;37;117;170;PLDP
R3;615;5736;PRIKLJ.  VOGRSKO - VOLCJA DRAGA;2.850;6.257;473;Vogrsko 2;QLD6;2.947;27;2.522;6;242;35;73;15;27;74;WIM
R3;615;5740;VOLCJA DRAGA - RENCE;0;3.200;472;Bukovica;QLD5;2.097;28;1.851;9;90;56;37;11;15;50;PLDP
R3;615;5740;RENCE - GORNJI MIREN;3.200;5.754;560;Bilje;R 11x4;3.850;50;3.410;19;195;100;48;15;13;70;PLDP
R3;616;1056;GORJANSKO - KLARICI;0;10.090;422;Brestovica;R 09x4;260;15;214;0;20;10;1;0;0;3;PLDP
R3;617;1054;KOMEN - GORJANSKO;0;3.163;218;Komen;QLD6;1.769;45;1.621;3;83;8;7;1;1;8;PLDP
R3;617;1055;GORJANSKO - ZEKENC;0;2.969;783;Gorjansko;R 10x4;1.100;40;964;1;70;20;4;1;0;7;PLDP
R3;618;6807;BRANIK - KOMEN;0;7.725;457;Branik 1;R 09x4;820;21;731;2;40;20;4;1;1;8;PLDP
R3;618;6805;KOMEN  - KRAJNA VAS;0;8.130;458;Volcji Grad;R 09x4;850;20;742;1;58;22;5;1;1;9;PLDP
R3;618;6804;KRAJNA VAS - DUTOVLJE;0;2.320;791;Krajna vas;R 10x4;1.420;27;1.220;9;90;53;18;1;2;25;PLDP
R3;619;1025;DUTOVLJE - REPENTABOR;0;5.422;419;Dol pri Vogljah;QLD5;1.695;31;1.536;5;71;29;18;2;3;20;PLDP
R3;620;6831;STORJE - STANJEL;0;11.249;453;Kazlje;QLD5;745;18;626;5;51;22;17;4;2;19;PLDP
R3;621;1412;KALCE - PODKRAJ;0;15.000;497;Hrusica;QLD5;459;19;383;3;23;14;12;4;1;13;PLDP
R3;621;1412;PODKRAJ - COL;15.000;19.927;;;P;750;15;567;5;100;45;10;3;5;21;PLDP
R3;622;6848;GORICE - KOSANA;0;9.432;80;Vremski Britof 2;R 11x4;600;9;492;1;45;18;13;3;19;24;PLDP
R3;622;6848;KOSANA - KAL;9.432;16.252;21;Neverke;R 11x4;1.315;12;1.127;1;94;38;21;6;16;32;PLDP
R3;623;3718;KASTELEC - PODGORJE;0;10.928;505;Podgorje;R 08x1;420;5;388;4;14;5;3;0;1;5;PLDP
R3;624;3721;LOKA - PODPEC-RAKITOVEC;0;15.513;501;Rakitovec;R 10x4;115;9;89;4;5;8;0;0;0;3;PLDP
R3;625;1061;BERTOKI - SV. ANTON;0;6.900;221;Vrtine;QLD*;5.448;68;5.077;12;255;19;15;1;1;18;PLDP
R3;625;1061;SV. ANTON - GRACISCE;6.900;14.206;772;Sv. Anton;R 10x4;1.700;50;1.553;6;75;10;5;1;0;8;PLDP
R3;626;3726;GRACISCE - BREZOVICA;0;8.517;732;Brezovica;R 08x1;100;4;93;0;2;1;0;0;0;0;PLDP
R3;627;3716;CRNI KAL  -  OSP;0;4.220;770;Gabrovica;QLD5;779;28;664;2;36;27;19;2;1;18;PLDP
R3;628;1427;SECOVLJE - DRAGONJA;0;3.006;702;Dragonja;QLD5;2.175;46;1.917;21;108;52;26;2;3;35;PLDP
R3;629;1381;VALETA;0;793;;;P;11.000;160;10.252;60;360;100;50;3;15;82;PLDP
R3;629;1479;VALETA - BELI KRIZ-PIRAN;0;1.625;192;Beli kriz;QLD5;5.759;157;5.108;52;285;96;47;1;13;74;PLDP
R3;630;1069;PREM - CELJE;0;5.930;226;Prem;R 11x4;270;9;228;1;29;3;0;0;0;1;PLDP
R3;630;1069;CELJE - PREGARJE;5.930;11.840;592;Pregarje-3;R 08x1;170;2;147;0;21;0;0;0;0;0;PLDP
R3;630;1069;PREGARJE - OBROV;11.840;18.596;590;Pregarje-1;R 08x1;380;13;345;0;19;0;3;0;0;2;PLDP
R3;630;1070;OBROV - GOLAC;0;8.650;527;Golac;R 07x1;170;2;137;1;13;1;6;4;6;10;PLDP
R3;631;3223;STAROD - MEJA RH;0;3.130;790;Starod;R 10x4;25;0;22;0;0;2;1;0;0;1;PLDP
R3;632;1378;IL.BISTRICA - ZABICE;0;9.570;396;Vrbovo;QLD6;2.077;21;1.914;4;112;10;11;3;2;12;PLDP
R3;632;1378;ZABICE - NOVOKRACINE;9.570;17.660;789;Novokracine;R 10x4;280;6;258;3;10;3;0;0;0;2;PLDP
R3;632;3224;JELSANE - NOVOKRACINE;0;3.441;523;Novokracine;R 07x1;400;5;368;5;12;9;0;0;1;5;PLDP
R3;633;1099;BITNJE - JEREKA;0;1.934;239;Jereka;R 11x4;1.670;30;1.486;15;82;36;18;3;0;24;PLDP
R3;633;1098;JEREKA - JEZERO;0;6.800;9;Srednja vas v Bohinju;QLD6;1.169;20;1.036;14;70;13;11;3;2;17;PLDP
R3;634;1104;JAVORNIK - GORJE;0;8.264;241;Kocna;QLD5;2.346;43;2.114;21;92;33;26;5;12;23;WIM
R3;634;1094;GORJE - BLED;0;3.430;235;Spodnje Gorje;QLD5;2.063;19;1.860;28;94;29;23;6;4;35;PLDP
R3;635;1121;LESCE - K.GORICA-LIPNICA;0;9.966;250;Kamna Gorica;QLD5;1.945;40;1.730;19;87;36;28;3;2;32;PLDP
R3;635;1122;LIPNICA - KROPA;0;2.000;251;Kamna Gorica 2;R 10x4;1.200;15;1.078;28;50;15;10;2;2;22;PLDP
R3;635;1122;KROPA - RUDNO;2.000;15.217;544;Rudno 2;R 07x1;800;25;706;5;40;5;17;1;1;13;PLDP
R3;635;1127;RUDNO - CESNJICA;0;2.270;543;Rudno 1;R 07x1;1.100;20;985;5;55;8;20;2;5;18;PLDP
R3;636;1126;LIPNICA - OVSISE;0;4.500;254;Kamna Gorica 3;R 10x4;1.800;14;1.576;15;67;32;51;21;24;66;PLDP
R3;636;1126;OVSISE - GOBOVCE;4.500;5.944;547;Gobovce;R 07x1;2.600;8;2.057;10;190;70;150;60;55;165;PLDP
R3;636;1529;PODTABOR - ZVIRCE;0;2.571;549;Podtabor-2;QLD6;2.085;49;1.629;10;162;43;113;21;58;119;PLDP
R3;638;1131;ZIROVNICA - BEGUNJE;0;6.290;256;Zabreznica;QLD6;3.070;41;2.850;28;121;11;14;2;3;24;PLDP
R3;638;1132;BEGUNJE - BISTRICA(TRZIC);0;10.420;257;Begunje 2;R 10x4;960;25;839;11;60;15;10;0;0;13;PLDP
R3;639;1141;LJ(SENTVID - SMARTNO);0;3.000;325;LJ Tacen;QLTC10;11.780;122;10.692;137;719;55;30;14;11;100;PLDP
R3;639;1141;LJ(SMARTNO) - VODICE;3.000;10.800;260;Povodje;QLTC10;2.679;58;2.399;21;164;11;12;6;8;26;PLDP
R3;639;1142;VODICE ;0;4.000;464;Vodice;QLD6;3.631;33;3.152;27;272;50;55;15;27;75;PLDP
R3;639;1142;VODICE - SP.BRNIK;4.000;5.100;261;Spodnji Brnik;R 06 QLD6;2.400;30;1.985;30;230;35;50;10;30;70;PLDP
R3;639;1143;SP.BRNIK - CERKLJE;0;3.330;669;Zgornji Brnik;QLD6;3.250;25;2.791;41;271;31;54;15;22;74;PLDP
R3;640;1373;RAKEK - LOGATEC;0;14.035;392;Laze pri Logatcu;QLD5;520;16;423;9;26;20;19;2;5;22;PLDP
R3;641;1369;LJUBLJANICA - POL.GRADEC;0;9.100;;;P;300;20;203;8;30;20;14;2;3;18;PLDP
R3;641;1369;POL.GRADEC - DOBROVA;9.100;19.500;389;Log pri Polhovem Gradcu;QLD5;2.620;34;2.300;25;157;51;45;4;4;48;PLDP
R3;641;1369;DOBROVA - LJ(DOLGI MOST);19.500;23.456;598;Dobrova;QLTC10;7.625;97;6.780;54;556;62;44;15;17;77;PLDP
R3;642;1146;VRHNIKA - PODPEC;0;16.678;265;Borovnica;QLTC10;2.858;37;2.579;11;161;18;19;7;26;38;PLDP
R3;642;1147;PODPEC - IG;0;8.960;266;Jezero;R 08x4;1.150;30;997;8;70;10;20;5;10;25;PLDP
R3;642;1150;IG;0;820;;;P;3.550;45;3.030;30;330;30;40;25;20;67;PLDP
R3;642;1360;IG - LJ (PERUZZIJEVA);0;7.413;383;Ig 2;QLD6;6.915;34;6.359;20;388;25;33;38;18;63;WIM
R3;643;1436;PODPEC - RAKITNA;0;11.200;700;Preserje;QLD5;1.373;41;1.231;12;49;17;17;1;5;21;PLDP
R3;643;1362;RAKITNA - CERKNICA;0;18.195;563;Rakitna-2;R 07x1;300;3;268;2;15;10;2;0;0;4;PLDP
R3;644;1356;LJ(SMARTIN.) - PRIKLJ. SNEBERJE;0;2.745;747;LJ Smartno;QLTC10;11.543;113;10.583;138;614;48;22;9;16;95;PLDP
R3;644;1356;PRIKLJ. SNEBERJE - SENTJAKOB;2.745;3.931;380;Sneberje;QLTC8;10.037;114;9.070;93;629;60;37;14;20;91;PLDP
R3;644;1357;SENTJAKOB - DOMZALE;0;6.180;381;Podgorica;QLTC10;8.822;80;7.953;57;585;67;40;16;24;83;PLDP
R3;644;1358;DOMZALE - DUPLICA;0;6.090;382;Nozice;QLTC10;8.495;50;7.569;68;561;80;77;15;75;140;PLDP
R3;645;1188;LJ(LITIJSKA) - ZADVOR;0;2.672;692;Zadvor;QLTC10;6.389;55;5.546;70;507;72;61;15;63;123;PLDP
R3;645;1189;ZADVOR - SMARTNO P.LITIJI;0;26.927;437;Besnica;QLD5;1.283;24;1.126;5;44;50;31;1;2;30;PLDP
R3;646;1194;SKOFLJICA  -  SMARJE-SAP;0;3.726;;;P;1.150;25;988;40;60;15;15;5;2;32;PLDP
R3;646;1443;SMARJE - SAP - CIKAVA;0;2.761;288;Smarje - Sap;QLD6;4.844;47;4.306;46;316;33;53;16;27;80;PLDP
R3;646;1444;CIKAVA  -  GROSUPLJE;0;2.141;273;Cikava;QLTC8;13.028;49;11.501;92;971;124;86;97;108;235;PLDP
R3;646;1195;GROSUPLJE - IVANCNA GOR.;0;14.046;436;Zgornja Draga;QLD5;2.103;37;1.843;25;117;38;32;6;5;38;WIM
R3;647;1172;PEROVO - GROSUPLJE;0;1.480;561;Grosuplje;QLD*;6.658;20;5.862;100;420;73;77;45;61;162;PLDP
R3;647;1151;GROSUPLJE;0;308;;;P;8.800;85;8.105;110;290;65;90;30;25;139;PLDP
