Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. (avt.) stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.
G1;5;0336;KRSKO-LESKOVEC;0;2.620;95;O;QLD-6; ;Zadovinek;9.713;46;8.445;39;522;181;146;334
G1;5;0336;LESKOVEC-DRNOVO;2620;4.925;;P; ; ; ;6.800;35;5.735;40;400;150;140;300
G1;6;0338;POSTOJNA-PIVKA;0;10.260;82;O;QLD-6; ;Prestranek;10.992;81;9.768;80;521;151;133;258
G1;6;0339;PIVKA-RIBNICA;0;9.945;615;O;QLD-6; ;Ribnica;3.351;51;2.823;40;200;42;48;147
G1;6;0340;RIBNICA-PREM;0;4.215;;P; ; ; ;3.500;45;2.885;40;190;85;55;200
G1;6;0341;PREM-IL.BISTRICA;0;6.210;;P; ; ; ;4.000;50;3.330;50;220;90;60;200
G1;6;0342;IL.BISTRICA;0;1.160;;P; ; ; ;6.500;55;5.825;65;230;100;45;180
G1;6;0363;IL.BISTRICA;0;1.470;;P; ; ; ;11.000;60;10.330;65;230;95;40;180
G1;6;0343;IL.BISTRICA-DOLNJI ZEMON;0;2.800;83;O;QLD-6; ;Koseze;7.074;74;6.409;56;285;60;38;152
G1;6;0343;DOLNJI ZEMON - MP JELSANE;2800;9.961;504;O;QLD-6; ;MP Jelsane;3.944;63;3.453;45;181;39;24;139
G1;7;0356;MP STAROD-PODGRAD;0;6.561;503;O;QLD-3; ;MP Starod;4.238;57;3.729;40;25;58;29;300
G1;7;0355;PODGRAD-OBROV;0;5.900;;P; ; ; ;6.400;65;5.550;50;180;90;65;400
G1;7;0354;OBROV-KOZINA;0;14.500;604;O;QLD-6; ;Gradisce;6.803;77;5.666;56;326;85;82;511
G1;7;0353;KOZINA-MP KOZINA;0;3.340;652;O;QLD-6; ;MP Kozina;5.407;79;4.602;45;254;47;30;350
G1;8;0207;VRBA-LESCE;0;1.407;;P; ; ; ;22.200;100;19.513;175;1.287;340;210;575
G1;8;0208;LESCE-RADOVLJICA;0;2.820;;P; ; ; ;24.000;100;8.250;200;14.300;310;280;560
G1;8;0208;RADOVLJICA-CERNIVEC;2820;6.480;632;O;QLD-6; ;Radovljica;27.195;122;23.773;284;1.555;274;335;852
G1;8;0213;LJ(SENTVID - OBVOZNICA);0;2.900;725;O;QLD-6; ;LJ Celovska Dravlje;59.721;168;53.277;772;2.992;609;699;1.204
G1;9;0352;HAJDINA-JUROVCI;0;6.040;;P; ; ; ;11.100;27;9.428;165;520;100;80;780
G1;9;0362;JUROVCI;0;1.000;;P; ; ; ;11.900;28;10.352;150;430;90;60;790
G1;9;0351;JUROVCI-PODLEHNIK;0;4.200;682;O;QLD-6; ;Jurovci;10.199;27;8.682;113;452;64;50;811
G1;9;0351;PODLEHNIK - MP GRUSKOVJE;4200;11.050;518;O;QLD-6; ; Gruskovje;8.239;22;6.793;110;439;38;36;801
G1;11;1062;KOPER-SMARJE;0;6.000;149;O;QLD-3; ;Koper;14.015;169;12.837;53;651;122;83;100
G1;11;1062;SMARJE-DRAGONJA;6000;13.650;150;O;QLD-6; ;Pesjanci;9.166;140;8.320;50;433;68;65;90
G1;11;1062;DRAGONJA-MP DRAGONJA;13650;14.665;14;O;QLD-5; ;MP Dragonja;7.039;100;6.527;32;250;40;30;60
G1;11;1475;SLAVCEK- KOPER;0;700;;P; ; ; ;31.000;100;26.995;170;1.485;600;750;900
G1;11;1475;KOPER-LUKA KOPER;700;2.275;;P; ; ; ;9.000;40;6.218;190;802;300;700;750
G1;12;0344;RAZDRTO-PODNANOS;0;10.377;644;O;QLD-6; ;Podgric;7.749;39;5.270;56;550;187;282;1.365
G2;101;0232;MP LJUBELJ-BISTRICA(TRZIC);0;12.500;660;O;QLD-6; ;MP Ljubelj;1.789;46;1.639;10;79;7;6;2
G2;101;0231;BISTRICA(TRZIC)-ZVIRCE;0;3.280;3;O;QLD-6; ;Kovor;8.592;50;7.877;24;434;90;73;44
G2;101;0230;ZVIRCE-PODTABOR;0;1.455;;P; ; ; ;8.600;45;7.930;25;400;95;65;40
G2;102;1031;MP ROBIC-STARO SELO;0;5.630;655;O;QLD-3; ;MP Robic;988;0;969;4;10;5;0;0
G2;102;1030;STARO SELO-KOBARID;0;3.320;212;O;;05x1;Kobarid;2.000;25;1.810;10;60;50;35;10
G2;102;1005;KOBARID-IDRSKO;0;2.200;679;O;QLD-5; ;Idrsko;4.177;106;3.632;20;211;94;79;35
G2;102;1006;IDRSKO-PERSETI;0;11.715;97;O;;04x4;Idrsko;3.600;150;2.915;30;280;140;40;45
G2;102;1040;PERSETI-MOST NA SOCI;0;7.334;405;O;QLD-6; ;Prapetno;4.329;66;3.851;27;204;70;79;32
G2;102;1039;MOST NA SOCI-BACA;0;2.205;;P; ; ; ;4.000;70;3.510;40;200;90;50;40
G2;102;1038;BACA-DOL. TREBUSA;0;8.550;104;O;;03x4;Idrija pri Baci;3.000;50;2.675;35;120;40;45;35
G2;102;1037;DOL TREBUSA-ZELIN;0;13.118;406;O;QLD-5; ;Stopnik;1.622;42;1.326;21;102;49;54;28
G2;102;1036;ZELIN-SPODNJA IDRIJA(MAROF);0;11.300;447;O;;03x4;Zelin 3;2.500;25;2.140;40;165;65;30;35
G2;102;1035;SPODNJA IDRIJA;0;1.900;;P; ; ; ;3.000;20;2.635;35;160;75;30;45
G2;102;1034;SP. IDRIJA-GODOVIC;0;13.277;617;O;QLD-6; ;Idrija;4.474;73;3.835;46;299;81;77;63
G2;102;1033;GODOVIC-KALCE;0;11.233;100;O;QLD-6; ;Hotedrsica;4.268;66;3.550;44;286;99;102;121
G2;102;1460;KALCE-LOGATEC;0;3.490;74;O;QLD-5; ;Kalce;7.765;161;6.501;69;480;187;187;180
G2;102;1461;LOGATEC;0;1.672;395;O;;03x4;Logatec;5.000;160;3.970;70;350;190;90;170
G2;103;1007;PERSETI-USNIK;0;4.015;;P; ; ; ;3.400;80;2.805;30;250;95;70;70
G2;103;1008;USNIK-KANAL;0;12.580;616;O;QLD-5; ;Doblar;3.419;78;2.888;17;156;143;78;59
G2;103;1008;KANAL-PLAVE;12580;20.070;;P; ; ; ;7.200;75;6.390;30;310;110;100;185
G2;103;1009;PLAVE-SOLKAN;0;10.070;99;O;QLD-5; ;Solkan;6.756;77;5.912;24;296;141;123;183
G2;103;1010;SOLKAN-NG(KROMBERSKA C.);0;2.436;;P; ; ; ;15.200;110;13.820;50;570;280;120;250
G2;103;1486;KROMBERK - ROZNA DOLINA;0;2.589;222;O;QLD-6; ;Panovec;24.663;112;22.884;138;870;257;170;232
G2;103;1447;NG(R. DOLINA) - SEMPETER AC;0;2.315;227;O;QLD-6 sel; ;Sempeter RD;9.901;58;8.912;22;423;139;126;221
G2;104;1136;KRANJ-LETALISCE BRNIK;0;6.000;200;O;QLD-6; ;KR Primskovo 1;20.728;82;18.795;87;1.141;231;173;219
G2;104;1136;LETALISCE BRNIK-SP.BRNIK;6000;8.330;627;O;QLD-6; ;Brnik;15.890;87;13.802;100;1.115;257;250;279
G2;104;1137;SP.BRNIK-MOSTE;0;5.953;;P; ; ; ;12.000;44;10.159;84;863;439;194;217
G2;104;1138;MOSTE-MENGES;0;3.900;115;O;QLD-5; ;Topole;10.594;46;9.123;64;602;264;246;249
G2;104;1139;MENGES-TRZIN;0;4.158;116;O;QLD-6; ;Loka;16.040;46;14.333;58;943;230;216;214
G2;104;0295;TRZIN-LJ(CRNUCE);0;3.687;73;O;QLD-6; ;Trzin;34.017;103;30.677;175;1.862;428;393;379
G2;104;0087;LJ (CRNUCE-BRNCICEVA);0;1.000;172;O;QLD-6; ;S Vpadnica;37.419;121;33.573;77;2.307;466;464;411
G2;104;0087;LJ (BRNCICEVA-TOMACEVO);1000;2.870;;P; ; ; ;43.000;80;38.600;200;2.520;500;550;550
G2;105;0254;NOVO MESTO (AC-LOCNA);0;910;;P; ; ; ;11.000;40;9.370;50;682;208;200;450
G2;105;0257;NOVO MESTO (LOCNA-KRKA);0;1.070;193;O;QLD-6; ;NM Locna;11.355;40;9.661;58;682;208;221;485
G2;105;1511;NOVO MESTO (KRKA);0;940;118;O;QLD-6; ;NM Obvoznica;15.500;25;13.475;60;850;310;260;520
G2;105;0255;NOVO MESTO(KRKA-REVOZ);0;1.805;177;O;QLD-6; ;NM Zabja vas;12.098;39;10.371;78;640;270;256;444
G2;105;0256;NOVO MESTO(REVOZ)-METLIKA;0;26.301;607;O;QLD-6; ;Gorjanci;3.983;31;3.383;32;247;80;77;133
G2;105;0258;METLIKA-MP METLIKA;0;1.480;155;O;QLD-6; ;MP Metlika;2.382;11;2.206;10;63;14;8;70
G2;106;0215;LJ(RUDNIK)-SKOFLJICA;0;4.555;6;O;QLD-6; ;Skofljica;18.168;68;16.207;169;1.026;229;253;216
G2;106;0260;SKOFLJICA;0;520;;P; ; ; ;14.400;38;13.247;105;480;240;140;150
G2;106;0261;SKOFLJICA-RASICA;0;16.290;117;O;QLD-5; ;Zelimlje;8.095;57;7.107;83;462;118;139;129
G2;106;0262;RASICA-ZLEBIC;0;12.425;410;O;QLD-6; ;Zlebic;6.504;52;5.640;62;415;91;113;131
G2;106;0263;ZLEBIC-BREG;0;2.300;;P; ; ; ;6.700;35;5.905;85;350;120;95;110
G2;106;0263;BREG-HROVACA;2300;4.500;;P; ; ; ;8.200;35;7.395;90;355;115;90;120
G2;106;0263;HROVACA-DOLENJA VAS;4500;9.490;;P; ; ; ;5.700;25;5.090;95;200;150;30;110
G2;106;0263;DOLENJA VAS-KOCEVJE;9490;18.779;619;O;QLD-6; ;Stara Cerkev;5.992;55;5.225;59;354;77;80;142
G2;106;0264;KOCEVJE;0;1.900;;P; ; ; ;5.600;60;4.865;40;350;70;75;140
G2;106;0264;KOCEVJE-LIVOLD;1900;6.269;;P; ; ; ;2.900;30;2.703;12;50;35;35;35
G2;106;0265;LIVOLD-STALCERJI;0;6.200;119;O;QLD-5;;Stalcerji;2.094;49;1.870;11;72;31;31;30
G2;106;0265;STALCERJI-FARA;6200;21.580;;P; ; ; ;1.000;5;980;3;3;5;4;0
G2;106;0266;FARA-MP PETRINA;0;2.560;507;O;QLD-3; ;MP Petrina;690;9;661;2;9;6;3;0
G2;106;0216;SKOFLJICA-SMARJE SAP;0;2.461;26;O;QLD-5; ;Skofljica;3.242;3;2.887;18;170;79;55;30
G2;107;1274;CE(VZHODNA M.)-STORE;0;4.500;;P; ; ; ;17.100;25;15.675;154;620;266;145;215
G2;107;1274;STORE- SENTJUR;4500;10.868;134;O;QLD-6; ;Sentjur;11.781;48;10.755;77;477;141;111;172
G2;107;1275;SENTJUR-SMARJE PRI JELSAH;0;11.300;622;O;QLD-6; ;Stopce;9.310;38;8.216;38;463;113;164;278
G2;107;1275;SMARJE PRI JELSAH-MESTINJE;11300;14.307;188;O;QLD-5; ;Mestinje;8.866;41;7.734;47;424;147;203;270
G2;107;1238;MESTINJE-PODPLAT;0;2.060;;P; ; ; ;7.700;45;6.739;56;400;145;65;250
G2;107;1276;PODPLAT-ROG. SLATINA;0;2.450;136;O;QLD-3; ;Podplat 2;8.485;21;7.430;42;500;145;138;209
G2;107;1276;ROG. SLATINA - KOTEC;2450;10.600;687;O;QLD-6; ;Cerovec;3.483;14;2.896;10;190;67;86;220
G2;107;1276;KOTEC-ROGATEC;10600;12.500;;P; ; ; ;6.400;40;5.550;20;380;160;75;175
G2;107;1277;ROGATEC;0;2.000;;P; ; ; ;2.400;10;1.934;56;119;33;63;185
G2;107;1277;ROGATEC-MP DOBOVEC;2000;7.774;337;O;QLD-3; ;MP Dobovec;1.103;5;768;5;60;35;40;190
G2;108;1180;CRNUCE-SENTJAKOB;0;3.580;120;O;Prazno;05 QLD6;Sentjakob;8.500;35;7.375;65;580;165;140;140
G2;108;1181;SENTJAKOB-DOLSKO;0;7.000;114;O;QLD-6; ;Dol;13.403;49;12.124;49;738;148;131;164
G2;108;1181;DOLSKO-RIBCE;7000;14.870;121;O;QLD-6 sel; ;Senozeti;9.454;43;8.577;30;459;126;87;132
G2;108;1182;RIBCE-LITIJA;0;13.443;678;O;QLD-3; ;Zgornji Log;9.163;47;8.377;37;444;107;72;79
G2;108;1183;LITIJA-ZAGORJE;0;14.981;620;O;QLD-6 sel; ;Renke;6.027;46;5.327;21;352;106;73;102
G2;108;1184;ZAGORJE-TRBOVLJE;0;4.316;122;O;QLD-6; ;Trbovlje 4;8.032;47;7.179;21;397;123;96;169
G2;108;1185;TRBOVLJE-HRASTNIK;0;5.162;123;O;QLD-3; ;Hrastnik;7.831;28;7.044;73;382;141;52;111
G2;108;1186;HRASTNIK-ZIDANI MOST;0;8.291;124;O;QLD-3; ;Suhadol;1.650;1;1.621;0;10;18;0;0
G2;109;0357;MP PETISOVCI-PETISOVCI;0;1.000;143;O;QLD-3; ;MP Petisovci;2.075;22;1.882;2;55;41;4;69
G2;109;0357;PETISOVCI-LENDAVA;1000;4.408;89;O;;03x1;Lendava 2;2.100;10;1.855;10;70;45;35;75
G2;110;0327;G.RADGONA-MP G.RADGONA;0;970;665;O;QLD-6; ;MP Gornja Radgona;4.482;21;4.165;7;110;23;49;107
G2;111;0238;KOPER-RUDA(IZOLA);0;5.266;626;O;QLD-6; ;Izola;29.123;206;26.839;152;1.276;275;195;180
G2;111;0373;RUDA(IZOLA)-BELVEDER;0;4.750;13;O;QLD-6; ;Izolska obvoznica;17.686;157;16.395;75;755;146;91;67
G2;111;0373;BELVEDER-VALETA;4750;8.255;;P; ; ; ;23.900;200;22.240;80;1.060;170;80;70
G2;111;0239;VALETA-SECOVLJE;0;7.000;10;O;QLD-6; ;Seca;9.593;115;8.822;53;422;90;70;21
G2;111;0239; SECOVLJE-MP SECOVLJE;7000;7.280;500;O;QLD-3; ;MP Secovlje;4.138;48;3.922;32;111;11;7;7
R1;201;0201;MP KORENSKO SEDLO-PODKOREN;0;3.755;659;O;QLD-5; ;MP Korensko sedlo;1.543;115;1.406;3;8;11;0;0
R1;201;0202;PODKOREN-KR.GORA;0;2.550;;P; ; ; ;4.000;48;3.867;50;20;10;5;0
R1;201;0203;KR.GORA-MOJSTRANA-DOVJE;0;12.100;631;O;QLD-5; ;Gozd Martuljek;5.906;84;5.337;76;230;115;47;17
R1;201;0204;DOVJE-MOJSTRANA-KRAJE;0;2.420;;P; ; ; ;6.100;40;5.605;60;230;105;40;20
R1;201;0205;KRAJE-HRUSICA;0;4.030;;P; ; ; ;6.200;40;5.700;60;235;105;45;15
R1;202;0234;MP RATECE-RATECE;0;1.380;658;O;QLD-5; ;MP Ratece;1.914;75;1.626;18;161;18;11;5
R1;202;0233;RATECE-PODKOREN;0;2.926;;P; ; ; ;2.100;40;1.974;15;50;15;5;1
R1;203;1002;MP PREDEL-BOVEC;0;15.033;657;O;QLD-5; ;MP Predel;512;64;403;6;23;11;3;2
R1;203;1003;BOVEC(PO OBVOZNICI)-ZAGA;0;9.904;;P; ; ; ;1.700;30;1.470;20;110;35;20;15
R1;203;1004;ZAGA-KOBARID;0;13.500;96;O;QLD-6; ;Srpenica;2.019;88;1.630;19;166;49;44;23
R1;204;1012;SEMPETER-VOLCJA DRAGA;0;2.800;262;O;QLD-6; ;Volcja Draga;11.445;77;10.682;31;459;106;69;21
R1;204;1012;VOLCJA DRAGA-DORNBERK;2800;8.343;203;O;QLD-3; ;Prvacina;6.524;64;5.966;31;288;102;51;22
R1;204;1013;DORNBERK-STANJEL;0;13.078;204;O;QLD-3; ;Branik;2.808;12;2.522;23;135;60;33;23
R1;204;1014;STANJEL-DUTOVLJE;0;7.820;;P; ; ; ;2.000;15;1.625;20;180;90;40;30
R1;204;1015;DUTOVLJE-SEZANA;0;7.890;205;O;QLD-5; ;Tomaj;4.157;72;3.726;16;201;79;43;20
R1;205;1026;DIVACA-LOKEV-LIPICA;0;8.710;418;O;QLD-5; ;MP Lipica;3.829;111;3.511;3;150;34;19;1
R1;206;1027;KRANJSKA GORA - ERIKA;0;3.372;220;O;QLD-3; ;Erika;645;75;513;7;31;7;7;5
R1;206;1043;RUSKA CESTA (ERIKA-VRSIC);0;9.085;;P; ; ; ;400;60;304;2;20;8;5;1
R1;206;1028;VRSIC-TRENTA;0;8.960;197;O;QLD-5; ;Vrsic;334;60;240;2;22;5;4;1
R1;206;1029;TRENTA-BOVEC;0;22.242;198;O;QLD-5; ;Koritnica;1.098;80;893;9;83;18;13;2
R1;207;1057;GODOVIC-CRNI VRH;0;6.871;105;O;;03x4;Godovic;1.900;20;1.575;20;120;90;20;55
R1;207;1058;CRNI VRH-COL;0;9.602;;P; ; ; ;1.500;15;1.210;10;100;60;50;55
R1;207;1413;COL-AJDOVSCINA;0;8.696;427;O;QLD-6; ;Budanje;3.213;35;2.815;9;161;73;62;58
R1;208;1434;CRNI KAL - KORTINE;0;2.236;;P; ; ; ;1.600;30;1.070;15;280;50;75;80
R1;208;1059;KORTINE-GRACISCE;0;8.555;2;O;QLD-6; ;Kubed;2.612;38;2.328;13;105;41;25;62
R1;208;1060;GRACISCE-SOCERGA;0;5.000;151;O;;01x4;Gracisce;2.800;33;2.576;16;115;25;10;25
R1;208;1060;SOCERGA - MP  SOCERGA;5000;8.600;502;O;QLD-3; ;MP Socerga;1.921;6;1.731;13;69;51;13;38
R1;208;1149;RIZANA-KORTINE;0;1.950;;P; ; ; ;1.200;13;1.120;4;45;10;3;5
R1;209;1088;LESCE-BLED;0;3.629;109;O;QLD-6; ;Bled;19.733;129;18.262;194;787;162;129;70
R1;209;1089;BLED-PRISTAVA;0;2.200;190;O;QLD-5; ;Bled jezero;6.841;98;6.057;95;370;99;73;49
R1;209;1089;PRISTAVA-SOTESKA;2200;10.530;110;O;QLD-6; ;Bohinjska Bela;3.960;68;3.466;53;242;51;42;38
R1;209;1090;SOTESKA-BITNJE;0;8.510;;P; ; ; ;3.800;50;3.445;50;155;50;30;20
R1;209;1091;BITNJE-BOH.BISTRICA;0;1.340;;P; ; ; ;3.600;50;3.265;50;155;40;25;15
R1;209;1092;BOH.BISTRICA-JEZERO;0;6.200;255;O;;04x4;Bohinj;3.620;50;3.289;75;160;30;15;1
R1;210;1105;MP ZG.JEZERSKO-ZG.JEZERSKO;0;6.850;661;O;QLD-3; ;MP Jezersko;221;62;135;1;8;3;3;9
R1;210;1105;ZG.JEZERSKO-SP.JEZERSKO;6850;10.345;;P; ; ; ;1.000;60;837;8;60;15;5;15
R1;210;1106;SP. JEZERSKO-PREDDVOR;0;15.585;242;O;QLD-5;06x4;Kokra;1.352;77;1.181;10;56;17;6;5
R1;210;1107;PREDDVOR-KR(PRIMSKOVO);0;8.440;249;O;QLD-6 sel; ;Visoko;6.257;69;5.711;47;289;56;55;30
R1;210;1108;KR(PRIMSKOVO-LABORE);0;2.600;244;O;QLD-6; ;KR Primskovo 2;16.153;61;14.704;35;828;198;143;184
R1;210;1109;KRANJ-SKOFJA LOKA;0;7.770;111;O;QLD-6; ;Dorfarje;13.234;67;11.915;92;686;184;142;148
R1;210;1077;SKOFJA LOKA;0;930;107;O;QLD-6; ;Skofja Loka;24.197;95;22.148;217;1.077;269;228;163
R1;210;1110;SK.LOKA-GORENJA VAS;0;16.286;112;O;QLD-3; ;Zminec;7.019;54;6.287;43;366;115;119;35
R1;210;1111;GORENJA VAS-TREBIJA;0;4.877;408;O;;03x4;Trebija 1;3.100;35;2.713;40;185;70;40;17
R1;210;1112;TREBIJA-SOVODENJ;0;5.880;409;O;QLD-6 sel; ;Trebija;1.276;15;1.115;8;69;25;30;14
R1;210;1113;SOVODENJ-CERKNO;0;11.884;;P; ; ; ;1.150;10;1.005;5;60;30;25;15
R1;210;1114;CERKNO-ZELIN;0;4.200;102;O;QLD-3; ;Cerkno;2.762;25;2.406;64;172;47;30;18
R1;210;1078;SKOFJA LOKA-JEPRCA;0;6.170;106;O;QLD-6; ;Godesic;12.251;54;10.810;80;698;187;164;258
R1;211;0211;KR(LABORE)-JEPRCA;0;8.150;625;O;QLD-6 sel;;Meja pri Kranju;13.036;47;11.612;145;643;170;135;284
R1;211;0212;JEPRCA-MEDVODE;0;3.650;52;O;QLD-5; ;Medvode;21.147;110;18.390;175;1.171;315;459;527
R1;211;0212;MEDVODE-STANEZICE;3650;8.000;643;O;QLD-6; ;Medno;26.403;100;23.417;300;1.383;313;348;542
R1;211;0212;STANEZICE -LJ( SENTVID);8000;8.814;;P; ; ; ;27.500;60;24.640;280;1.250;500;260;510
R1;212;1115;UNEC;0;610;;P; ; ; ;7.200;15;6.420;50;310;150;120;135
R1;212;1116;UNEC-RAKEK;0;2.160;;P; ; ; ;8.600;20;7.770;55;330;160;125;140
R1;212;1117;RAKEK-CERKNICA;0;3.980;245;O;QLD-6; ;Rakek;8.103;50;7.100;53;422;127;132;219
R1;212;1118;CERKNICA-BL.POLICA;0;10.851;246;O;QLD-3; ;Grahovo;4.825;45;4.225;45;220;110;70;110
R1;212;1119;BL.POLICA-SODRAZICA;0;17.183;247;O;QLD-3; ;Nova vas;2.675;136;2.264;20;63;105;17;70
R1;212;1120;SODRAZICA-ZLEBIC;0;5.770;248;O;;04x4;Zlebic 1;2.550;30;2.130;15;180;110;25;60
R1;213;1365;BLOSKA POLICA-PUDOB;0;8.200;386;O;QLD-3; ;Stari trg;3.318;11;2.989;51;132;47;39;49
R1;213;1366;PUDOB-BABNO POLJE;0;10.357;384;O;QLD-5; ;MP Babno Polje;529;10;465;10;24;4;4;12
R1;214;1156;KOCEVJE-STARI LOG;0;11.670;;P; ; ; ;1.000;15;905;5;30;20;10;15
R1;214;1157;STARI LOG-DVOR;0;14.405;268;O;QLD-3; ;Smuka;1.164;15;1.027;4;32;36;15;35
R1;215;1456;TREBNJE;0;1.450;;P; ; ; ;12.200;30;11.000;65;560;245;145;155
R1;215;1162;TREBNJE-MOKRONOG;0;14.200;270;O;QLD-5; ;Bistrica;4.737;38;4.073;29;273;123;115;86
R1;215;1163;MOKRONOG-BOSTANJ;0;18.421;448;O;QLD-6; ;Jelovec;2.529;25;2.093;10;177;60;81;83
R1;216;1367;IVANCNA GORICA-KRKA;0;6.850;387;O;QLD-6 sel;;Mrzlo Polje;6.665;21;6.042;30;314;82;81;95
R1;216;1175;KRKA-ZUZEMBERK;0;13.435;277;O;QLD-6; ;Zagradec;3.326;27;2.960;20;161;44;40;74
R1;216;1158;ZUZEMBERK-DVOR;0;4.270;278;O;QLD-5; ;Mackovec pri Dvoru;3.363;40;2.927;32;147;78;60;79
R1;216;1176;DVOR-SOTESKA;0;5.550;163;O;QLD-5; ;Dvor;4.256;10;3.750;36;189;94;72;105
R1;216;1177;SOTESKA-CRMOSNJICE;0;14.355;279;O;QLD-3; ;Podturn;3.436;10;3.128;20;56;90;57;75
R1;216;1178;CRMOSNJICE-RUCETNA VAS;0;9.600;;P; ; ; ;3.650;10;3.355;35;120;60;20;50
R1;216;1178;RUCETNA VAS-CRNOMELJ;9600;15.306;280;O;QLD-6; ;Crnomelj;6.199;26;5.661;22;258;82;74;76
R1;217;1208;LIVOLD-BREZOVICA;0;16.230;466;O;QLD-5; ;Rajndol;637;8;550;3;28;20;18;10
R1;217;1209;BREZOVICA-DOBLICE;0;17.000;299;O;;04x1;Brezovica pri Predgradu;100;2;61;7;15;5;5;5
R1;217;1209;DOBLICE-KANIZARICA;17000;19.930;300;O;QLD-3; ;Blatnik;1.702;20;1.514;9;64;59;6;30
R1;218;1211;METLIKA-PODZEMELJ;0;5.460;450;O;;05x1;Podzemelj 3;3.700;60;3.250;45;200;65;25;55
R1;218;1212;PODZEMELJ-CRNOMELJ;0;8.950;302;O;QLD-6; ;Podzemelj;3.601;18;3.217;21;183;48;50;64
R1;218;1152;CRNOMELJ;0;730;;P; ; ; ;11.000;45;10.092;58;350;220;120;115
R1;218;1213;CRNOMELJ-KANIZARICA;0;2.215;308;O;QLD-6; ;Kanizarica;6.127;28;5.688;22;224;69;55;41
R1;218;1214;KANIZARICA-VINICA;0;15.535;303;O;QLD-3; ;Dragatus;2.723;20;2.496;23;35;80;30;39
R1;218;1153;VINICA;0;160;;P; ; ; ;2.000;11;1.885;55;26;23;0;0
R1;218;1215;VINICA-MOST CEZ KOLPO;0;850;154;O;QLD-3; ;MP Vinica;950;6;901;12;20;7;4;0
R1;219;1236;SL.BISTRICA-POLJCANE;0;8.496;125;O;QLD-5; ;Zg.Breznica;5.550;35;4.641;30;314;172;181;177
R1;219;1410;POLJCANE;0;700;;P; ; ; ;6.400;44;5.391;60;300;260;190;155
R1;219;1237;POLJCANE-PODPLAT;0;9.189;126;O;QLD-6; ;Podplat;4.395;25;3.684;16;253;116;135;166
R1;219;1239;MESTINJE-GOLOBINJEK;0;14.779;128;O;QLD-5; ;Podcetrtek;5.583;35;4.859;28;285;145;99;132
R1;219;1240;GOLOBINJEK-BISTRICA;0;8.996;412;O;;04x4;Hrastje ob Bistrici;2.300;10;1.935;15;150;70;30;90
R1;219;1421;BISTRICA OB SOTLI;0;720;;P; ; ; ;3.800;8;3.283;46;135;91;117;120
R1;219;1241;BISTRICA-BIZELJSKO;0;6.805;413;O;QLD-6; ;Bizeljsko;1.913;23;1.522;10;141;51;49;117
R1;219;1242;BIZELJSKO-BREZICE;0;16.000;129;O;QLD-6; ;Bukosek;3.173;17;2.792;7;161;40;50;106
R1;219;1242;BREZICE-CATEZ;16000;17.570;366;O;QLD-6 sel; ;Brezice;10.935;51;9.836;79;518;151;120;180
R1;219;1480;CATEZ OB SAVI;0;1.188;;P; ; ; ;4.000;30;3.135;70;450;100;65;150
R1;220;1334;KRSKO-SP.POHANCA;0;7.200;367;O;QLD-6; ;Dolenja vas;6.543;32;5.906;44;315;73;90;83
R1;220;1334;SP.POHANCA-BREZICE;7200;12.715;;P; ; ; ;7.000;30;6.350;50;330;100;80;60
R1;221;1227;TROJANE-IZLAKE;0;6.652;314;O;QLD-6 sel; ;Izlake;4.287;40;3.695;48;251;55;50;148
R1;221;1218;IZLAKE-ZAGORJE;0;6.358;306;O;QLD-6; ;Kisovec;7.574;41;6.765;77;352;97;70;172
R1;221;1219;ZAGORJE-BEVSKO;0;5.332;307;O;QLD-3; ;Bevsko;3.477;38;3.174;61;132;38;24;10
R1;221;1220;BEVSKO-TRBOVLJE;0;3.123;;P; ; ; ;8.100;65;7.145;90;380;150;120;150
R1;221;1221;TRBOVLJE-HRASTNIK;0;8.967;309;O;;04x4;Hrastnik;220;2;204;0;10;1;3;0
R1;221;1222;HRASTNIK-SMARJETA;0;9.650;310;O;QLD-6; ;Marno;4.738;28;4.072;44;245;107;93;149
R1;222;1228;ZAGORJE-MOST CEZ SAVO;0;1.950;;P; ; ; ;6.000;22;5.475;46;171;112;56;118
R1;223;1229;BEVSKO-MOST CEZ SAVO;0;1.220;127;O;;04x4;Trbovlje 2;10.470;40;9.500;90;430;190;90;130
R1;224;1230;HRASTNIK-MOST CEZ SAVO;0;1.500;;P; ; ; ;6.100;12;5.368;60;252;179;94;135
R1;225;1140;MENGES-DUPLICA;0;3.805;259;O;QLD-6; ;Smarca;10.355;41;9.285;28;586;151;144;120
R1;225;1359;DUPLICA-KAMNIK;0;3.793;362;O;QLD-5; ;Kamnik;15.944;111;14.098;48;930;285;266;206
R1;225;1424;KAMNIK-MEKINJE;0;700;;P; ; ; ;7.200;25;6.395;35;250;170;150;175
R1;225;1083;KAMNIK(MEKINJE)-SP.  STRANJE;0;2.000;231;O;QLD-5; ;Spodnje Stranje;4.942;54;4.039;33;283;169;191;173
