Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;NOO;TIP
RT;906;1100;MRZLI STUD. - RUDNO POLJE;0;6.100;8;Mrzli studenec 3;R  07x1;600;22;540;10;6;1;4;7;10;169.957;PLDP
RT;907;1101;KRNICA - ZG.RADOVNA;0;11.756;4;Fuzine;R  07x1;190;5;170;0;7;6;2;0;0;21.898;PLDP
RT;907;1102;ZG.RADOVNA - DOVJE;0;6.400;774;Mojstrana;R  10x4;246;2;228;0;6;4;2;1;0;43.796;PLDP
RT;908;1383;KRAJE - MOJSTRANA;0;2.000; ;;P;1.100;10;974;40;40;30;6;0;0;258.792;PLDP
RT;908;1383;MOJSTRANA - VRATA;2.000;11.600;775;Mojstrana - Vrata;R  10x4;208;6;190;0;6;5;1;0;0;14.930;PLDP
RT;909;1125;BOH.BISTRICA - VRESJE;0;8.260;253;Nemski Rovt;R  08x4;660;30;586;1;29;2;1;4;7;81.619;PLDP
RT;909;1128;VRESJE - SORICA;0;9.342; ;;P;150;2;139;2;5;2;0;0;0;12.442;PLDP
RT;909;1129;SORICA - PETROVO BRDO;0;4.250;540;Petrovo brdo 3;R  07x1;200;46;141;0;10;0;3;0;0;14.930;PLDP
RT;910;1130;SORICA - PODROST;0;5.339;541;Spodnja Sorica;R  07x1;430;50;343;13;11;8;0;2;3;102.024;PLDP
RT;911;1123;RUDNO - ROVTARICA;0;11.510;545;Rudno 3;R  07x1;350;2;314;0;21;3;3;3;4;64.449;PLDP
RT;911;1124;ROVTARICA - VRESJE;0;7.789; ;;P;15;0;13;0;2;0;0;0;0;0;PLDP
RT;912;7302;ZALI LOG - DAVCA;0;7.856; ;;P;410;15;384;3;3;3;2;0;0;28.616;PLDP
RT;912;7350;DAVCA - NOVAKI;0;3.065; ;;P;520;10;489;4;10;4;3;0;0;39.814;PLDP
RT;912;3105;NOVAKI - CERKNO;0;10.153; ;;P;720;15;674;6;15;6;4;0;0;57.233;PLDP
RT;913;6105;POSTOJNA - MOTEL ERAZEM;0;6.130;701;Veliki Otok;QLD;1.951;2;1.836;5;76;11;8;5;8;3.981;PLDP
RT;913;6101;ERAZEM - VRHI;0;865; ;;P;300;6;276;4;8;2;0;2;2;45.786;PLDP
RT;913;6110;VRHI - BUKOVJE;0;1.940; ;;P;200;4;184;3;5;2;0;1;1;29.114;PLDP
RT;913;6109;BUKOVJE - PREDJAMA;0;1.487; ;;P;150;3;138;3;4;1;0;1;0;20.902;PLDP
RT;914;1372;POSTOJNA - RAKOV. SKOC.;0;4.081; ;;P;1.500;21;1.226;44;119;68;12;4;6;443.431;PLDP
RT;914;2402;RAKOV SKOCJAN - PODSKRAJNIK;0;7.085;152;Zelse;R  09x4;160;6;138;1;8;5;1;1;0;25.382;PLDP
RT;915;1376;IL.BISTRICA - GRDA DRAGA;0;21.260;519;Ilirska Bistrica;R  07x1;600;10;497;2;25;15;37;9;5;309.555;PLDP
RT;915;2427;GRDA DRAGA -  PUDOB;0;28.100;498;Kozarisce;R  08x1;70;6;59;0;0;0;0;2;3;31.105;PLDP
RT;916;3653;DRAGARJI - MEDVEDJEK-DRAGA;0;17.209; ;;P;30;1;26;1;2;0;0;0;0;4.230;PLDP
RT;917;3602;KOCEVJE - ZELJNE;0;2.923; ;;P;820;2;764;2;30;10;10;1;1;90.577;PLDP
RT;917;3621;ZELJNE - ROG-BAZA-PODTURN;0;28.884;467;Zeljne;R  09x1;360;3;331;0;18;5;0;3;0;28.616;PLDP
RT;918;3652;KOT - GRGELJ;0;12.314;588;Dol pri Pregradu;R  08x1;200;10;178;1;11;0;0;0;0;4.230;PLDP
RT;918;3617;GRGELJ - FARA;0;11.100;749;Fara;R  09x1;80;6;70;0;4;0;0;0;0;0;PLDP
RT;919;1341;PODZEMELJ - DOLENJCI;0;9.450;372;Krasinec;R  09x4;940;5;880;5;31;15;2;1;1;73.407;PLDP
RT;919;1466;ZUNICI - VINICA;0;10.340;373;Vinica 1;R  09x4;620;10;549;10;27;22;1;0;1;97.296;PLDP
RT;919;1343;VINICA - STARI TRG;0;20.220;374;Vinica 2;R  05x1;200;5;184;5;6;0;0;0;0;21.151;PLDP
RT;920;5899;VAHTA - GABRJE;0;22.745; ;;P;30;1;27;0;1;0;1;0;0;4.977;PLDP
RT;921;4306;KANDRSE - VACE-SP.HOTIC;0;7.616;181;Vace;R  08x4;810;14;736;3;43;8;5;0;1;59.721;PLDP
RT;922;1455;GRAD - KRVAVEC;0;2.433;496;Cerklje;R  10x4;852;8;764;10;41;17;8;3;1;140.843;PLDP
RT;923;1087;STAHOVICA - KAM.BISTRICA;0;8.210;780;Kamniska Bistrica;R  10x4;514;14;464;8;20;5;2;0;1;59.970;PLDP
RT;924;3559;PODLOM - KR.RAK;0;4.540;169;Kalise;R  08x4;360;4;336;0;15;2;2;0;1;20.156;PLDP
RT;924;3559;KR.RAK - LUCE;4.540;15.971; ;;P;300;2;287;0;7;4;0;0;0;7.963;PLDP
RT;926;5501;SOLCAVA - PODOLSEVA-SLEME;0;10.425; ;;P;40;0;36;1;1;1;1;0;0;11.198;PLDP
RT;926;6519;SLEME - KOPRIVNA;0;5.917; ;;P;50;0;44;1;2;1;2;0;0;16.175;PLDP
RT;926;6506;KOPRIVNA - CRNA;0;7.980;477;Pristava;R  08x4;350;4;314;4;11;6;8;1;2;87.342;PLDP
RT;927;5502;ZIBOVT - SV.DUH-PODOLSEVA;0;10.345; ;;P;40;0;36;1;1;1;1;0;0;11.198;PLDP
RT;928;1253;MOZIRJE - GOLTE;0;4.350; ;;P;1.200;20;1.074;15;50;11;8;12;10;262.027;PLDP
RT;929;1332;SP.HOCE - ZG.HOCE;0;3.300; ;;P;6.000;25;5.230;40;300;250;95;20;40;1.512.940;PLDP
RT;929;1332;ZG. HOCE - POHORSKA VZPENJACA;3.300;16.575;495;Hocko Pohorje;QLD5;1.320;27;1.170;15;65;18;21;1;3;184.141;PLDP
RT;929;1409;ODCEP ZA AREH ;0;4.950; ;;P;510;4;469;10;15;7;5;0;0;81.121;PLDP
RT;929;7070;AREH - LUKANJA;0;20.920; ;;P;40;0;34;0;2;2;2;0;0;13.935;PLDP
RT;930;7065;PESEK - LUKANJA;0;9.450; ;;P;160;2;138;3;5;4;4;2;2;65.445;PLDP
RT;930;7065;LUKANJA - OPLOTNICA;9.450;18.820; ;;P;750;10;651;5;35;25;14;5;5;202.804;PLDP
RT;931;1354;RIBNICA - RIBNISKA KOCA;0;9.710; ;;P;120;0;114;2;2;1;1;0;0;15.428;PLDP
RT;932;6924;SL.GRADEC - SPOLE;0;4.500; ;;P;1.260;3;1.223;4;19;11;0;0;0;38.819;PLDP
RT;932;6924;SPOLE - PUNGART;4.500;15.352; ;;P;220;0;215;0;3;2;0;0;0;3.981;PLDP
RT;933;1193;BREG  -  LISCA;0;4.650;454;Breg 1;R  09x4;500;9;448;2;19;17;4;0;1;68.431;PLDP
RT;933;1193;LISCA - JURKLOSTER;4.650;12.186;287;Jurkloster;R  10x4;359;3;318;4;16;13;3;2;0;70.173;PLDP
RT;934;6838;SEZANA - LIPICA;0;3.494;57;Sezana 2;QLD5;2.464;44;2.295;10;48;48;9;7;3;223.955;PLDP
RT;934;6840;LIPICA - LOKEV;0;4.139;75;Lokev 2;R  10x4;1.353;26;1.220;6;58;23;11;2;7;181.901;PLDP
RT;935;9042;FRAM - KOPIVNIK;0;3.600; ;;P;580;4;535;2;24;14;1;0;0;41.307;PLDP
RT;935;9042;KOPIVNIK - CESTNIK-AREH;3.600;13.900; ;;P;50;2;46;1;1;0;0;0;0;4.230;PLDP
RT;936;1063;COL - PREDMEJA;0;14.523;223;Malo Polje;R  04x1;600;0;562;3;30;3;2;0;0;28.616;PLDP
RT;937;8710;BRESTRNICA - GAJ-SV. JURIJ;0;14.162; ;;P;50;0;47;0;1;2;0;0;0;3.981;PLDP
RT;938;2503;CERMOSNJICE - KOMARNA V.-GRICICE;0;6.317; ;;P;50;3;44;0;2;1;0;0;0;1.991;PLDP
RT;939;3815;PREDDVOR ;0;1.210;;;P;2.500;25;2.160;10;250;35;15;3;2;217.734;PLDP
RT;940;1018;MATAVUN-ZAVRHEK;0;3.707;207;Vreme;R  04x1;750;5;675;5;40;20;2;2;1;89.582;PLDP
RT;940;3214;ZAVRHEK - ARTVIZE;0;14.830;589;Zavrhek;R  08x1;500;1;468;4;15;7;2;2;1;59.472;PLDP
RT;940;3214;ARTVIZE - PREGARJE;14.830;23.588;593;Pregarje-4;R  08x1;240;1;218;1;16;2;0;1;1;20.654;PLDP
RT;940;3213;PREGARJE - HARIJE;0;7.696; ;;P;510;9;466;1;27;2;3;1;1;35.584;PLDP
RT;941;1541;VIDEM - GRABONOS;0;7.399;343;Okoslavci;R  09x4;1.130;14;992;9;66;32;12;2;3;192.601;PLDP
