Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip;;;
G2;107;1276;PODPLAT - TEKACEVO;0;2.450;136;Podplat 2;QLTC8;9.175;62;7.895;42;641;136;109;59;231;301;DIST;;;
G2;107;1276;TEKACEVO  -  KOTEC;2.450;10.600;687;Cerovec;QLTC10;4.271;32;3.619;8;263;68;48;45;188;200;DIST;;;
G2;107;1276;KOTEC - ROGATEC;10.600;12.530;696;Brezovec;QLTC10;5.808;42;5.090;31;307;58;45;42;193;211;DIST;;;
G2;107;1277;ROGATEC;0;2.000;;;P;3.000;40;2.415;50;190;50;30;40;185;212;PLDP;;;
G2;107;1277;ROGATEC - MP DOBOVEC;2.000;7.777;337;MP Dobovec;QLTC8;1.553;12;1.187;12;82;23;18;35;184;174;PLDP;;;
G2;108;1180;CRNUCE - SENTJAKOB;0;3.580;120;Sentjakob;QLTC10;9.901;71;8.165;27;1.130;203;112;52;141;252;DIST;;;
G2;108;1181;SENTJAKOB - DOLSKO;0;7.000;114;Dol;QLTC8;13.222;92;11.745;51;958;122;92;42;120;215;DIST;;;
G2;108;1181;DOLSKO - RIBCE;7.000;14.870;121;Senozeti;QLTC10;8.785;75;7.728;25;635;98;72;40;112;150;WIM;;;
G2;108;1182;RIBCE - LITIJA;0;13.422;678;Zgornji Log;QLTC10;8.314;78;7.234;26;658;87;77;38;116;179;DIST;;;
G2;108;1183;LITIJA - ZAGORJE;0;14.981;620;Renke;QLTC10;4.892;70;4.171;22;381;83;50;24;91;136;DIST;;;
G2;108;1184;ZAGORJE - TRBOVLJE;0;4.316;122;Trbovlje 4;QLD*;8.000;72;7.211;20;416;76;76;21;108;155;DIST;;;
G2;108;1185;TRBOVLJE - HRASTNIK;0;5.162;123;Hrastnik;QLTC10;6.988;75;6.124;53;432;82;90;23;109;184;DIST;;;
G2;108;1186;HRASTNIK - ZIDANI MOST;0;8.291;124;Suhadol;QLTC8;1.511;23;1.376;0;109;2;1;0;0;1;PLDP;;;
G2;109;1453;DOLGA VAS - MP DOLGA VAS;0;584;141;MT Dolga vas;QLTC8;4.342;30;1.915;21;294;40;23;313;1.706;1.446;PLDP;;;
G2;109;0357;LENDAVA - PETISOVCI;0;3.500;89;Lendava 2;R 03x1;3.500;45;2.765;25;200;35;30;60;340;317;PLDP;;;
G2;109;0357;PETISOVCI - MP PETISOVCI;3.500;4.498;143;MP Petisovci;QLTC10;3.349;27;2.673;23;189;28;13;59;337;461;WIM;;;
G2;111;0373;IZOLA - JAGODJE;0;3.074;13;Izolska obvoznica;QLTC8;20.626;283;18.592;99;1.431;107;70;9;35;146;PLDP;;;
G2;111;1509;JAGODJE-VALETA;0;4.208;901;Belveder;QLTC8;23.387;399;20.986;183;1.602;104;72;8;33;192;PLDP;;;
G2;111;0239;VALETA - LUCIJA;0;1.770;;;P;12.900;200;11.641;70;800;70;85;4;30;120;PLDP;;;
G2;111;0239;LUCIJA -  SECOVLJE;1.770;7.000;10;Seca;QLTC8;10.605;155;9.769;41;484;44;83;4;25;92;PLDP;;;
G2;111;0239;SECOVLJE - MP SECOVLJE;7.000;7.280;500;MP Secovlje;QLTC44;5.835;5;5.787;3;40;0;0;0;0;2;PLDP;;;
G2;112;1254;MP HOLMEC - POLJANA;0;3.881;662;MT Holmec;QLTC10;2.289;35;2.024;3;132;12;11;15;57;60;PLDP;;;
G2;112;1255;POLJANA - PREVALJE;0;2.000;432;Prevalje;QLTC10;8.452;65;7.501;47;545;83;83;30;98;179;DIST;;;
G2;112;1255;PREVALJE - RAVNE;2.000;8.047;752;Dobja vas;QLTC8;15.150;94;13.545;81;980;130;158;38;124;270;DIST;;;
G2;112;1256;RAVNE - DRAVOGRAD;0;7.008;160;Ravne;QLTC10;6.971;51;5.913;62;532;117;99;44;153;254;WIM;;;
R1;201;0201;MP KORENSKO SEDLO - PODKOREN;0;3.755;659;MT Korensko sedlo;QLD5;1.833;164;1.473;6;169;10;10;0;1;10;PLDP;;;
R1;201;0202;PODKOREN - KR.GORA;0;2.550;;;P;5.500;190;4.650;50;500;45;50;5;10;65;PLDP;;;
R1;201;0203;KR.GORA - GOZD MARTULJEK;0;3.900;777;Kranjska Gora;QLTC8;7.261;200;6.201;83;658;48;51;5;15;83;PLDP;;;
R1;201;0203;GOZD MARTULJEK - MOJSTRANA-DOVJE;3.900;12.100;631;Gozd Martuljek;QLTC8;6.781;179;5.838;83;543;48;62;6;22;93;PLDP;;;
R1;201;0204;DOVJE - MOJSTRANA-KRAJE;0;2.420;776;Dovje;QLTC8;6.786;165;5.817;80;572;46;59;11;36;102;PLDP;;;
R1;201;0205;KRAJE - HRUSICA;0;4.030;902;Hrusica;QLTC8;8.327;169;7.280;87;612;57;67;12;43;120;WIM;;;
R1;202;0234;MP RATECE - RATECE;0;1.380;658;MT Ratece;QLD5;2.173;112;1.904;16;102;19;14;2;4;21;PLDP;;;
R1;202;0233;RATECE - PODKOREN;0;2.926;778;Ratece;R 10x4;2.900;110;2.537;45;150;30;20;3;5;40;PLDP;;;
R1;203;1002;MP PREDEL - KLUZE;0;12.500;657;MT Predel;QLD5;983;150;709;10;80;14;16;2;2;18;PLDP;;;
R1;203;1002;KLUZE - BOVEC;12.500;14.904;536;Kluze;R 07x1;1.300;160;980;10;110;15;20;3;2;20;PLDP;;;
R1;203;1003;BOVEC(PO OBVOZNICI) - ZAGA;0;9.904;535;Bovec;QLD*;2.226;174;1.709;12;279;18;24;4;6;27;PLDP;;;
R1;203;1004;ZAGA - KOBARID;0;13.395;96;Srpenica;QLD5;2.458;143;1.868;44;257;51;67;11;17;80;WIM;;;
R1;204;1012;SEMPETER - VOLCJA DRAGA;0;2.800;262;Volcja Draga;QLTC8;9.431;124;8.685;23;520;39;35;2;3;38;PLDP;;;
R1;204;1012;VOLCJA DRAGA - DORNBERK;2.800;8.343;203;Prvacina;QLTC8;5.961;120;5.343;23;382;46;34;6;7;44;PLDP;;;
R1;204;1013;DORNBERK - STANJEL;0;13.078;204;Branik;QLD*;2.313;82;2.034;11;150;15;15;4;2;19;PLDP;;;
R1;204;1014;STANJEL - DUTOVLJE;0;7.820;24;Kopriva;R 11x4;1.800;80;1.527;11;140;20;15;3;4;21;PLDP;;;
R1;204;1015;DUTOVLJE - SEZANA;0;7.890;205;Tomaj;QLTC10;2.947;90;2.602;13;186;31;15;3;7;25;PLDP;;;
R1;205;1026;DIVACA - LOKEV-LIPICA;0;8.655;418;MT Lipica;QLD5;4.805;176;4.279;8;287;33;15;1;6;22;PLDP;;;
R1;206;1027;KRANJSKA GORA  -  ERIKA;0;3.372;220;Erika;QLD*;1.033;138;791;6;85;5;5;1;2;8;PLDP;;;
R1;206;1043;RUSKA CESTA (ERIKA - VRSIC);0;8.978;;;P;650;130;431;5;75;5;3;1;0;5;PLDP;;;
R1;206;1028;VRSIC - TRENTA;0;8.960;197;Vrsic;QLD5;533;130;347;2;37;8;8;1;0;7;PLDP;;;
R1;206;1029;TRENTA - BOVEC;0;22.141;198;Koritnica;QLD5;1.390;138;1.080;10;122;19;18;2;1;19;PLDP;;;
R1;207;1057;GODOVIC - CRNI VRH;0;6.871;105;Godovic;QLD*;1.800;33;1.501;11;135;27;25;31;37;65;PLDP;;;
R1;207;1058;CRNI VRH - COL;0;9.602;;;P;1.400;35;1.050;10;190;25;25;30;35;62;PLDP;;;
R1;207;1413;COL - AJDOVSCINA;0;8.696;427;Budanje;QLTC10;2.823;64;2.393;7;215;41;28;29;46;72;PLDP;;;
R1;208;1434;CRNI KAL  -  KORTINE;0;2.236;748;Crni Kal;QLTC10;3.868;269;3.115;25;324;37;83;3;12;69;PLDP;;;
R1;208;1059;KORTINE - GRACISCE;0;8.555;2;Kubed;QLD*;3.043;97;2.655;12;234;25;16;1;3;21;PLDP;;;
R1;208;1060;GRACISCE - SOCERGA;0;5.000;151;Gracisce;R 08x1;2.400;80;2.086;12;190;20;4;5;3;16;PLDP;;;
R1;208;1060;SOCERGA  -  MP  SOCERGA;5.000;8.453;502;MP Socerga;QLTC10;2.085;62;1.809;11;182;10;3;5;3;13;PLDP;;;
R1;208;1149;RIZANA - KORTINE;0;1.950;771;Kortine;R 10x4;2.100;60;1.802;15;180;25;15;2;1;21;PLDP;;;
R1;209;1088;LESCE - BLED;0;3.604;109;Bled;QLTC8;19.991;214;17.514;286;1.615;126;109;35;92;518;WIM;;;
R1;209;1089;BLED - PRISTAVA;0;2.200;190;Bled jezero;QLTC10;8.025;187;6.708;175;764;61;44;24;62;162;PLDP;;;
R1;209;1089;PRISTAVA - SOTESKA;2.200;10.530;110;Bohinjska Bela;QLTC8;4.701;110;3.973;59;428;40;28;16;47;86;PLDP;;;
R1;209;1090;SOTESKA - BITNJE;0;8.510;930;Nomenj;QLTC10;4.700;109;3.966;59;434;37;29;17;49;88;PLDP;;;
R1;209;1091;BITNJE - BOH.BISTRICA;0;1.340;;;P;3.800;100;3.220;60;350;25;25;10;10;56;PLDP;;;
R1;209;1092;BOH.BISTRICA - JEZERO;0;6.200;255;Ribcev Laz;QLD*;3.201;101;2.680;68;310;16;15;6;5;46;PLDP;;;
R1;210;1105;MP ZG.JEZERSKO - ZG.JEZERSKO;0;6.850;661;MT Jezersko;QLD5;367;86;237;1;14;12;9;8;0;12;PLDP;;;
R1;210;1105;ZG.JEZERSKO - SP.JEZERSKO;6.850;10.345;;;P;970;85;823;10;15;15;20;1;1;19;PLDP;;;
R1;210;1106;SP. JEZERSKO - PREDDVOR;0;15.585;242;Kokra;QLD5;1.258;89;1.065;15;18;23;34;4;10;43;WIM;;;
R1;210;1107;PREDDVOR - KR(PRIMSKOVO);0;8.440;249;Visoko;QLTC10;6.366;142;5.643;35;438;35;43;11;19;72;DIST;;;
R1;210;1108;KR(PRIMSKOVO - LABORE);0;2.600;244;KR Primskovo 2;QLTC8;19.498;84;17.460;25;1.217;183;166;78;285;414;DIST;;;
R1;210;1109;KRANJ - SKOFJA LOKA;0;8.125;111;Dorfarje;QLTC8;13.708;106;11.966;79;1.061;136;122;82;156;314;WIM;;;
R1;210;1392;OBVOZNICA SKOFJA LOKA;0;3.865;924;Skofjeloska obvoznica;QLTC10;9.409;90;8.175;34;782;122;87;46;73;193;WIM;;;
R1;210;1110;SK.LOKA - GORENJA VAS;0;13.074;112;Log;QLTC10;7.643;97;6.613;48;628;100;75;30;52;159;DIST;;;
R1;210;1111;GORENJA VAS - TREBIJA;0;4.819;408;Hotavlje;QLTC8;4.304;86;3.652;43;376;73;38;15;21;92;DIST;;;
R1;210;1112;TREBIJA - SOVODENJ;0;5.880;409;Trebija;QLD5;1.512;26;1.296;14;89;33;44;6;4;50;DIST;;;
R1;210;1113;SOVODENJ - CERKNO;0;11.884;934;Podjelovo Brdo;QLTC10;972;26;815;11;86;17;9;3;5;22;DIST;;;
R1;210;1114;CERKNO - ZELIN;0;4.200;102;Cerkno;QLTC10;2.781;54;2.409;44;183;43;26;9;13;67;DIST;;;
R1;210;1078;SKOFJA LOKA - JEPRCA;0;5.795;106;Godesic;QLTC8;13.879;98;11.837;75;1.171;201;123;121;253;453;DIST;;;
R1;211;0211;KR (LABORE) - JEPRCA;0;8.150;625;Meja pri Kranju;QLTC8;7.853;91;6.903;117;535;86;54;14;53;136;PLDP;;;
R1;211;0212;JEPRCA - MEDVODE;0;3.650;52;Medvode;QLTC10;16.403;133;13.918;185;1.298;266;156;121;326;503;DIST;;;
R1;211;0212;MEDVODE - STANEZICE;3.650;8.000;643;Medno;QLTC8;21.595;167;18.606;257;1.594;274;184;151;362;592;WIM;;;
R1;211;0212;STANEZICE  - LJ( SENTVID);8.000;8.814;;;P;23.200;170;20.095;255;1.550;390;210;160;370;623;PLDP;;;
R1;212;1115;PRIKLJUCEK UNEC-UNEC;0;781;;;P;9.800;100;8.402;38;660;120;100;90;290;328;PLDP;;;
R1;212;1116;UNEC - RAKEK;0;2.160;909;Rakek 2;QLTC10;8.035;95;6.683;38;655;108;79;88;289;331;DIST;;;
R1;212;1117;RAKEK - CERKNICA;0;3.980;245;Rakek;QLTC10;9.426;109;7.934;52;744;127;81;92;287;344;DIST;;;
R1;212;1118;CERKNICA - BL.POLICA;0;10.851;246;Grahovo;QLTC10;5.433;80;4.655;30;351;53;51;46;167;192;WIM;;;
R1;212;1119;BL.POLICA - SODRAZICA;0;17.183;247;Nova vas;QLTC10;2.881;62;2.395;11;213;29;33;33;105;120;DIST;;;
R1;212;1120;SODRAZICA - ZLEBIC;0;5.770;248;Zamostec;QLTC10;2.978;49;2.435;7;251;40;53;44;99;134;DIST;;;
R1;213;1365;BLOSKA POLICA - PUDOB;0;8.200;386;Stari trg;QLTC10;3.193;42;2.823;38;160;23;23;22;62;85;PLDP;;;
R1;213;1366;PUDOB - BABNO POLJE;0;10.357;384;MP Babno Polje;QLD5;575;22;506;9;2;11;6;9;10;21;PLDP;;;
R1;214;1156;KOCEVJE - STARI LOG;0;11.670;;;P;1.300;60;1.055;10;100;15;20;15;25;42;PLDP;;;
R1;214;1157;STARI LOG - DVOR;0;14.405;268;Smuka;QLD*;1.453;56;1.151;12;135;15;24;28;32;58;PLDP;;;
R1;215;1491;PRIKLJ. TREBNJE V - GRM;0;615;;;P;4.000;40;3.315;20;370;90;50;35;80;123;PLDP;;;
R1;215;1490;GRM - TREBNJE;0;2.828;925;Grm;QLTC10;4.655;29;4.051;19;324;68;45;34;85;119;PLDP;;;
R1;215;1506;TREBNJE (ODRGA - KAMNA GORA);0;360;;;P;8.000;45;6.950;20;580;150;55;40;160;191;PLDP;;;
R1;215;1162;TREBNJE - MIRNA;0;6.290;903;Dol pri Trebnjem;QLTC10;7.522;53;6.506;25;616;96;66;39;121;163;WIM;;;
R1;215;1162;MIRNA - MOKRONOG;6.290;14.042;270;Bistrica;QLTC10;4.885;47;4.179;20;386;78;54;35;86;127;DIST;;;
R1;215;1163;MOKRONOG - BOSTANJ;0;18.421;448;Jelovec;QLTC10;2.727;38;2.213;13;255;59;39;31;79;106;WIM;;;
R1;216;1367;IVANCNA GORICA - KRKA;0;6.805;387;Mrzlo Polje;QLTC10;7.830;60;6.934;28;568;66;65;36;73;100;WIM;;;
R1;216;1175;KRKA - ZUZEMBERK;0;13.435;277;Zagradec;QLTC10;3.632;51;3.109;30;287;41;26;23;65;71;DIST;;;
R1;216;1158;ZUZEMBERK - DVOR;0;4.270;278;Mackovec pri Dvoru;QLTC8;3.670;64;3.101;31;297;46;35;27;69;80;DIST;;;
R1;216;1176;DVOR - SOTESKA;0;5.550;163;Dvor;QLTC8;5.000;70;4.301;45;339;56;45;49;95;114;DIST;;;
R1;216;1177;SOTESKA - CRMOSNJICE;0;14.355;279;Podturn;QLTC10;3.634;45;3.082;18;331;37;38;27;56;68;DIST;;;
R1;216;1178;CRMOSNJICE - RUCETNA VAS;0;9.600;737;Srednja vas;R 09x4;2.900;45;2.335;18;330;37;50;30;55;93;PLDP;;;
R1;216;1178;RUCETNA VAS - CRNOMELJ;9.600;15.082;280;Lokve;QLTC8;6.760;48;5.980;31;486;60;60;32;63;91;WIM;;;
R1;216;1393;CRNOMELJ (MOSA PIJADE-KOCEVJE);0;1.044;;;P;5.750;50;5.117;3;480;30;30;10;30;47;PLDP;;;
R1;217;1208;LIVOLD - BREZOVICA;0;16.230;466;Rajndol;QLD5;708;12;565;3;81;22;14;5;6;20;PLDP;;;
R1;217;1209;BREZOVICA - DOBLICE;0;17.000;299;Brezovica pri Predgradu;R 09x1;60;5;38;2;10;5;0;0;0;2;PLDP;;;
R1;217;1209;DOBLICE - KANIZARICA;17.000;19.930;300;Blatnik;QLD5;1.513;20;1.360;7;73;23;20;8;2;24;PLDP;;;
R1;218;1211;METLIKA - PODZEMELJ;0;5.460;450;Podzemelj 3;R 09x4;3.800;20;3.533;25;145;25;20;7;25;46;PLDP;;;
R1;218;1212;PODZEMELJ - CRNOMELJ;0;8.950;302;Podzemelj;QLTC10;3.600;21;3.250;23;194;34;32;15;31;61;PLDP;;;
R1;218;1152;CRNOMELJ ;0;730;;;P;10.100;40;9.345;40;450;140;40;15;30;93;PLDP;;;
R1;218;1213;CRNOMELJ - (VINISKA C.-KOCEVJE);0;1.061;;;P;5.400;40;4.813;20;350;110;32;10;25;68;PLDP;;;
R1;218;1394;CRNOMELJ - (KOCEVJE) - KANIZARICA;0;1.285;308;Kanizarica;QLTC8;7.138;56;6.388;34;492;47;62;20;39;92;PLDP;;;
R1;218;1214;KANIZARICA - VINICA;0;15.535;303;Dragatus;QLD*;3.002;33;2.658;27;213;16;31;8;16;45;WIM;;;
R1;218;1153;VINICA ;0;160;;;P;2.300;30;2.080;20;110;15;30;5;10;36;PLDP;;;
R1;218;1215;VINICA - MOST CEZ KOLPO;0;850;154;MP Vinica;QLTC10;1.286;20;1.173;10;60;7;5;3;8;15;PLDP;;;
R1;219;1236;SL.BISTRICA - POLJCANE;0;8.496;125;Zg.Breznica;QLTC10;5.652;52;4.756;24;451;93;97;48;131;263;DIST;;;
R1;219;1410;POLJCANE ;0;700;;;P;6.600;50;5.690;25;460;95;100;50;130;192;PLDP;;;
R1;219;1237;POLJCANE - PODPLAT;0;9.189;126;Podplat;QLTC10;4.831;52;4.001;27;387;91;95;46;132;262;WIM;;;
R1;219;1239;MESTINJE - GOLOBINJEK;0;14.779;128;Podcetrtek;QLTC10;5.706;54;4.965;20;416;80;54;40;77;174;DIST;;;
R1;219;1240;GOLOBINJEK - BISTRICA;0;8.996;412;Lastnic;QLTC8;2.070;32;1.720;13;166;36;25;26;52;103;DIST;;;
R1;219;1421;BISTRICA OB SOTLI;0;720;;;P;3.600;35;3.240;15;170;40;30;25;45;73;PLDP;;;
R1;219;1241;BISTRICA - BIZELJSKO;0;6.805;413;Bizeljsko;QLTC10;2.054;30;1.707;9;171;34;35;25;43;71;DIST;;;
R1;219;1242;BIZELJSKO - BREZICE;0;16.000;129;Bukosek;QLTC8;3.487;28;3.149;9;195;29;19;21;37;55;WIM;;;
R1;219;1242;BREZICE - CATEZ;16.000;17.570;366;Brezice;QLTC10;14.339;97;12.796;83;983;122;88;54;116;210;DIST;;;
R1;219;1480;CATEZ OB SAVI ;0;1.188;;;P;5.500;50;4.620;65;460;95;85;25;100;167;PLDP;;;
R1;220;1334;KRSKO - SP.POHANCA;0;7.200;367;Dolenja vas;QLTC10;6.026;44;5.398;43;334;58;61;25;63;115;PLDP;;;
R1;220;1334;SP.POHANCA - BREZICE;7.200;12.715;738;Spodnja Pohanca;QLTC10;4.991;36;4.497;24;274;55;36;22;47;82;PLDP;;;
R1;221;1227;TROJANE - IZLAKE;0;6.652;314;Izlake;QLTC10;6.596;60;5.801;50;530;41;29;19;66;109;WIM;;;
R1;221;1218;IZLAKE - ZAGORJE;0;6.474;306;Kisovec;QLTC10;8.957;68;8.029;64;577;63;43;23;90;149;DIST;;;
R1;221;1219;ZAGORJE - BEVSKO;0;5.358;307;Bevsko;QLTC10;2.965;26;2.705;51;154;14;12;1;2;32;PLDP;;;
R1;221;1220;BEVSKO - TRBOVLJE;0;3.123;582;Trbovlje;QLTC10;11.600;120;10.577;136;578;72;68;14;35;137;PLDP;;;
R1;221;1221;TRBOVLJE - BOBEN - HRASTNIK;0;8.815;309;Hrastnik;R 08x4;500;40;419;4;30;5;2;0;0;4;PLDP;;;
R1;221;1222;HRASTNIK - SMARJETA;0;9.650;310;Marno;QLTC10;4.834;41;4.129;24;325;86;104;25;100;158;WIM;;;
R1;222;1228;ZAGORJE - MOST CEZ SAVO;0;1.885;583;Zagorje-most;QLTC8;8.029;64;7.158;83;469;74;67;22;92;155;WIM;;;
R1;223;1229;BEVSKO - MOST CEZ SAVO;0;1.220;127;Trbovlje 2;QLTC10;8.802;82;7.940;88;471;80;73;23;45;132;DIST;;;
R1;224;1230;HRASTNIK - MOST CEZ SAVO;0;1.500;584;Hrastnik 2;QLTC10;7.253;58;6.323;79;458;86;107;26;116;193;PLDP;;;
R1;225;1140;MENGES - DUPLICA;0;3.244;259;Smarca;QLTC10;11.726;83;10.354;28;798;124;79;29;231;239;DIST;;;
R1;225;1359;DUPLICA - KAMNIK;0;3.793;362;Kamnik;QLTC10;17.288;122;15.284;39;1.253;156;121;41;272;534;WIM;;;
R1;225;1424;KAMNIK - MEKINJE;0;700;;;P;7.600;110;6.495;30;480;110;95;30;250;257;PLDP;;;
R1;225;1083;KAMNIK (MEKINJE) - SP.  STRANJE;0;2.000;231;Kamnik Fuzine;QLTC10;6.277;96;5.282;27;444;63;94;28;243;240;PLDP;;;
R1;225;1083;SP. STRANJE - STAHOVICA;2.000;4.270;;;P;4.750;70;4.075;20;340;55;80;20;90;128;PLDP;;;
R1;225;1084;STAHOVICA - CRNIVEC;0;10.615;233;Podstudenec;QLTC10;1.851;46;1.615;16;123;19;14;6;12;29;PLDP;;;
R1;225;1085;CRNIVEC - GORNJI GRAD;0;12.200;237;Tirosek;QLD*;921;31;758;11;75;11;17;8;10;69;DIST;;;
R1;225;1085;GORNJI GRAD - RADMIRJE;12.200;17.571;234;Gornji Grad;QLD*;2.000;32;1.713;8;162;24;35;11;15;108;DIST;;;
R1;225;1248;RADMIRJE - MOZIRJE;0;8.731;232;Nizka;QLTC8;5.803;87;5.014;37;416;71;75;31;72;341;WIM;;;
R1;225;1248;MOZIRJE ;8.731;11.302;139;Prihova;QLTC10;10.100;114;8.699;68;755;127;120;91;126;646;DIST;;;
R1;225;1247;MOZIRJE - SOTESKA;0;2.339;577;Ljubija;R 07x1;9.550;95;8.305;60;670;115;110;75;120;225;PLDP;;;
R1;225;1246;SOTESKA - LETUS;0;3.300;34;Letus 2;QLTC10;6.094;76;5.154;55;487;99;76;60;87;448;DIST;;;
R1;225;1246;LETUS - M.BRASLOVCE;3.300;6.050;138;Letus;QLTC10;8.548;109;7.323;54;646;125;90;71;130;565;DIST;;;
R1;225;1246;M.BRASLOVCE - PARIZLJE;6.050;8.390;;;P;8.300;90;7.228;35;540;115;92;70;130;209;PLDP;;;
R1;225;1246;PARIZLJE - SENTRUPERT;8.390;12.200;37;Orla vas;QLTC10;10.023;87;8.700;32;761;137;95;72;139;220;PLDP;;;
R1;227;1264;RAVNE - KOTLJE;0;3.600;319;Brdinje;QLTC8;7.398;51;6.845;22;411;36;27;2;4;34;PLDP;;;
R1;227;1423;KOTLJE - STARI TRG;0;8.430;921;Stari Trg pri SG;QLTC8;6.536;41;5.996;16;402;39;31;5;6;37;PLDP;;;
R1;227;1423;STARI TRG - SLOVENJ GRADEC;8.430;11.154;;;P;9.550;60;8.505;25;800;55;55;25;25;80;PLDP;;;
R1;228;1291;SPUHLJA - BORL;0;8.500;341;Stojnci;QLTC10;5.354;27;4.367;38;392;61;39;85;345;657;DIST;;;
R1;228;1291;BORL - MP ZAVRC;8.500;13.900;340;MP Zavrc;QLTC8;2.664;11;1.949;20;203;40;23;90;328;600;WIM;;;
R1;229;0248;PTUJ (BUDINA-CENTER);0;1.088;;;P;17.500;70;15.155;180;1.500;240;140;65;150;329;PLDP;;;
R1;229;1417;PTUJ - ROGOZNICA;0;2.080;928;Ptuj;QLTC10;6.241;55;5.697;35;372;37;29;6;10;47;PLDP;;;
R1;229;1286;ROGOZNICA - JANEZOVCI;0;4.830;927;Nova vas pri Ptuju;QLTC10;5.785;50;5.187;22;362;63;44;19;38;80;PLDP;;;
R1;229;1286;JANEZOVCI - GOMILCI;4.830;7.360;;;P;3.500;45;3.067;15;230;50;40;18;35;70;PLDP;;;
R1;229;1286;GOMILCI - SENARSKA;7.360;16.918;338;Gocova;QLTC10;3.300;41;2.855;8;271;45;27;18;35;59;PLDP;;;
R1;230;0327;MP G.RADGONA - G.RADGONA;0;989;665;MT Gornja Radgona;QLTC8;6.843;55;6.349;5;266;25;21;22;100;94;PLDP;;;
R1;230;0366;GORNJA RADGONA - RADENCI;0;5.680;86;Sratovci;QLTC8;7.380;71;6.478;69;417;104;83;41;117;261;DIST;;;
R1;230;1164;RADENCI ;0;453;;;P;6.100;50;5.395;50;310;100;60;35;100;156;PLDP;;;
R1;230;1308;RADENCI - VUCJA VAS;0;7.803;352;Radenci;QLTC10;3.968;48;3.439;14;250;47;47;28;95;159;DIST;;;
R1;230;1399;VUCJA VAS - KRIZEVCI;0;4.527;576;Iljasevci;QLTC10;4.525;49;3.854;17;344;54;56;37;114;193;WIM;;;
R1;230;1415;KRIZEVCI ;0;800;;;P;8.250;55;7.495;45;370;75;60;40;110;158;PLDP;;;
R1;230;1309;KRIZEVCI - LJUTOMER;0;7.300;353;Norsinci;QLTC10;6.200;78;5.343;40;405;97;84;44;109;239;DIST;;;
R1;230;1310;LJUTOMER - PAVLOVCI;0;13.770;354;Ivanjkovci;QLTC10;2.600;37;2.165;8;190;53;37;25;85;139;DIST;;;
R1;230;1311;PAVLOVCI - ORMOZ;0;1.820;575;Pavlovci;QLTC10;4.396;50;3.806;15;294;62;50;28;91;118;PLDP;;;
R1;230;1507;PUSENCI - ORMOZ;0;2.975;;;P;800;10;701;2;50;15;10;4;8;16;PLDP;;;
R1;230;1507;ORMOZ - MP ORMOZ;2.975;3.100;156;MP Ormoz;QLTC44;1.600;5;1.468;10;115;1;1;0;0;5;PLDP;;;
R1;231;1325;GIBINA - RAZKRIZJE;0;2.930;431;MP Gibina;QLD5;521;7;464;2;24;16;6;0;2;8;PLDP;;;
R1;231;1323;RAZKRIZJE - STROCJA VAS;0;3.830;;;P;2.630;15;2.418;10;150;25;10;1;1;16;PLDP;;;
R1;231;1327;STROCJA VAS - LJUTOMER;0;2.500;636;Strocja vas;QLTC10;3.876;44;3.509;9;222;29;32;9;22;45;PLDP;;;
R1;232;1314;MP HODOS - HODOS;0;1.500;430;MT Hodos;QLD5;195;5;163;2;9;5;7;2;2;11;DIST;;;
R1;232;1314;HODOS - SALOVCI;1.500;5.000;;;P;940;10;851;7;35;10;20;3;4;19;PLDP;;;
R1;232;1314;SALOVCI - PETROVCI;5.000;10.458;487;Peskovci;QLD5;1.137;9;1.030;8;42;11;23;5;9;38;DIST;;;
R1;232;1315;PETROVCI - MACKOVCI;0;6.500;;;P;2.950;25;2.700;15;125;25;40;5;15;44;PLDP;;;
R1;232;1315;MACKOVCI - MARTJANCI;6.500;17.700;137;Vaneca;QLTC10;3.946;27;3.553;17;235;31;51;9;23;86;WIM;;;
R1;232;1316;MARTJANCI - M.SOBOTA;0;2.470;499;Murska Sobota sever;QLTC10;12.059;61;10.985;62;637;113;96;30;75;237;DIST;;;
R1;232;1470;MURSKA SOBOTA ;0;1.060;;;P;15.400;70;14.090;120;640;190;150;30;110;252;PLDP;;;
R1;232;1406;M.SOBOTA - LIPOVCI;0;4.045;148;MS-Baksa;QLTC8;11.596;69;10.479;112;582;118;82;31;123;208;PLDP;;;
R1;234;1476;DRAMLJE - DOLE;0;2.750;316;Dole;QLTC10;7.303;25;6.110;8;634;70;164;54;238;399;DIST;;;
R1;234;1280;DOLE - SENTJUR;0;3.445;690;Lokarje;QLTC10;11.376;57;9.850;21;872;146;123;67;240;413;WIM;;;
R1;235;0317;RADENCI - PETANJCI;0;2.047;446;Petanjci;QLTC10;4.986;55;4.370;64;292;71;59;21;54;118;PLDP;;;
R1;235;0318;PETANJCI - M.SOBOTA(GAJ);0;7.473;623;Tropovci;QLTC8;5.527;47;4.960;67;278;60;57;15;43;105;PLDP;;;
R1;235;1396;M.SOBOTA(GAJ) - PRIK.M.S.;0;2.858;479;MS Krog;QLTC10;4.055;13;3.562;7;282;40;54;20;77;99;PLDP;;;
