Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. (avt.) stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.
R2;436;1329;ZG.KUNGOTA-JURIJ;0;5.565;553;O;QLD-5;;MP Jurij;415;12;379;1;15;5;2;1
R2;437;0267;MP SENTILJ-SENTILJ;0;1.620;664;O;QLD-6;;MP Sentilj SC;5.438;39;3.311;21;191;94;148;1.634
R2;437;0268;SENTILJ-PESNICA;0;7.730;628;O;QLD-6;;Ranca;6.834;57;6.145;38;356;91;78;69
R2;437;0268;PESNICA-RONDO POCEHOVA;7.730;10.432;;P;;;;10.200;90;8.650;80;620;210;150;400
R2;438;1306;SENTILJ-TRATE;0;13.409;350;O;QLD-6_sel;;Selnica ob Muri;1.685;29;1.400;33;78;19;25;101
R2;438;1307;TRATE-GORNJA RADGONA;0;15.579;361;O;QLD-6_sel;;Apace;3.098;44;2.813;31;125;27;29;29
R2;439;1299;KOBILJE-DOBROVNIK;0;7.730;493;O;;07x1;Kobilje;869;9;778;10;47;18;5;2
R2;439;1300;DOBROVNIK-RENKOVCI;0;4.230;45;O;;07x4;Dobrovnik;1.373;16;1.058;14;77;31;58;119
R2;439;1301;RENKOVCI-BELTINCI;0;6.521;346;O;QLD-5;;Renkovci;1.912;13;1.639;9;119;34;63;35
R2;439;1302;BRATONCI-DOKLEZOVJE;0;3.800;53;O;;07x4;Bratonci;2.787;25;2.339;12;179;75;54;103
R2;439;1302;DOKLEZOVJE-KRIZEVCI;3.800;9.600;347;O;QLD;;Doklezovje;4.835;3;4.235;28;308;73;88;100
R2;439;1303;KRIZEVCI-ZIHLAVA;0;11.630;357;O;;05x1;Berkovci;1.700;5;1.412;12;125;60;48;38
R2;439;1304;ZIHLAVA-VIDEM;0;2.950;;P;;;;1.550;3;1.350;12;70;50;35;30
R2;439;1305;VIDEM-SENARSKA;0;13.723;349;O;QLD-5;;Kraljevci;1.608;10;1.352;14;126;42;36;28
R2;440;1294;PETANJCI-GEDEROVCI;0;3.301;443;O;QLD;;Sodisinci;1.640;23;1.433;6;103;40;15;20
R2;440;1295;GEREDOVCI-CANKOVA;0;6.080;444;O;;06x4;Krajna;2.780;17;2.498;30;135;50;25;25
R2;440;1296;CANKOVA-VECESLAVCI;0;8.500;344;O;QLD-3;;Cankova;3.319;10;3.130;21;72;38;32;16
R2;440;1296;VECESLAVCI-SOTINA;8.500;15.200;681;O;prazno;01 QLD3;Sotina;1.400;1;1.267;30;70;20;9;3
R2;440;1296;SOTINA-MP KUZMA;15.200;16.025;666;O;QLD-5;;MP Kuzma;1.048;6;1.010;3;6;13;4;6
R2;441;1298;MURSKA SOBOTA;0;1.000;;P;;;;11.500;35;10.978;70;290;70;40;17
R2;441;1298;MURSKA SOBOTA-VESCICA;1.000;4.000;345;O;QLD-6_sel;;Cernelavci;9.903;29;9.338;54;323;56;52;51
R2;441;1298;VESCICA-GEDEROVCI;4.000;10.200;334;O;QLD-5;;Gederovci;5.389;26;5.006;35;173;54;51;44
R2;441;1298;GEDEROVCI-MP GEDEROVCI;10.200;10.931;142;O;QLD;;MP Gederovci;3.751;11;3.558;21;124;12;25;0
R2;442;1318;MARTJANCI-MORAVSKE TOPLICE;0;3.970;44;O;;07x4;Moravske toplice;6.220;37;5.779;36;255;70;26;17
R2;442;1318;MORAVSKE TOPLICE-DOBROVNIK;3.970;13.831;494;O;QLD-3;;Filovci;2.523;15;2.310;14;102;51;19;12
R2;442;1319;DOBROVNIK-DOLGA VAS;0;10.125;358;O;QLD-5;;Mostje;4.725;52;4.051;26;179;210;78;129
R2;443;0323;DOL.LAKOS-LENDAVA;0;1.700;;P;;;;8.000;27;7.599;44;150;50;50;80
R2;443;1320;LENDAVA-DOLINA;0;6.000;;P;;;;1.600;12;1.560;5;19;4;0;0
R2;443;1320;DOLINA-MP PINCE;6.000;7.650;675;O;QLD-5;;MP Pince;517;6;429;6;60;4;9;3
R2;444;1451;RAZDRTO;0;1.864;;P;;;;1.500;11;1.117;12;50;60;100;150
R2;444;1497;PODNANOS - MANCE;0;1.298;;P;;;;400;0;367;0;8;20;5;0
R2;444;0345;MANCE-VIPAVA;0;1.429;;P;;;;1.500;9;1.331;1;70;40;9;40
R2;444;1473;VIPAVA;0;1.400;;P;;;;5.000;16;4.798;16;70;40;25;35
R2;444;1473;VIPAVA-AJDOVSCINA;1.400;7.040;624;O;QLD-5;;Log pri Vipavi;5.720;81;5.209;40;224;88;58;20
R2;444;0387;AJDOVSCINA (OBVOZNICA);0;1.960;;P;;;;3.900;25;3.600;20;60;130;50;15
R2;444;0346;AJDOVSCINA-SELO;0;8.550;688;O;QLD-6_sel;;Ajdovscina 2;6.534;95;6.015;48;258;59;39;20
R2;444;0347;SELO-TRI HISE;0;8.600;81;O;QLD-6_sel;;Ozeljan;5.124;57;4.733;39;199;50;34;12
R2;444;0347;TRI HISE-AJSEVICA;8.600;10.600;;P;;;;9.000;29;7.920;37;496;253;107;158
R2;444;0347;AJSEVICA - NOVA GORICA;10.600;15.350;558;O;;07x1;Ajsevica;3.177;11;2.749;13;222;116;51;15
R2;444;0365;NOVA GORICA;0;690;;P;;;;7.100;35;6.648;74;204;104;17;18
R2;444;0348;NOVA GORICA-MP ROZNA DOLINA;0;130;654;O;QLD-3;;MP Rozna Dolina;6.116;45;6.004;5;62;0;0;0
R2;445;0349;SENOZECE-STORJE;0;8.700;25;O;;07x4;Senadolice;2.513;53;2.018;25;186;101;38;92
R2;445;0349;STORJE-SEZANA;8.700;14.185;613;O;QLD;;Storje;3.470;34;3.011;21;213;49;61;81
R2;445;0350;SEZANA-FERNETICI;0;1.800;;P;;;;4.500;8;4.313;20;85;49;15;10
R2;445;0350;FERNETICI-MP FERNETICI;1.800;2.928;;P;;;;4.000;8;3.696;18;81;47;50;100
R2;446;1016;SEZANA-DIVACA;0;9.770;206;O;QLD-5;;Sezana;4.706;76;4.171;15;199;124;71;50
R2;447;0286;MEDLOG-PETROVCE;0;3.306;69;O;QLD-6;;Dresinja vas;15.602;108;14.314;135;680;159;122;84
R2;447;0287;PETROVCE-ZALEC;0;1.519;;P;;;;10.100;60;9.140;90;470;220;45;75
R2;447;0367;ZALEC-VRBENSKO POLJE;0;2.220;;P;;;;7.600;50;6.979;60;360;100;50;1
R2;447;0367;VRBENSKO POLJE-SEMPETER;2.220;5.839;609;O;QLD-6;;Sempeter;14.063;131;12.849;97;699;140;89;58
R2;447;0288;SEMPETER-LATKOVA VAS;0;591;;P;;;;8.500;70;7.401;100;608;170;101;50
R2;447;0289;LATKOVA VAS-SENTRUPERT;0;1.420;;P;;;;8.000;70;6.736;81;697;220;115;81
R2;447;0290;SENTRUPERT-VRANSKO;0;9.000;64;O;QLD-6;;Tabor;10.997;117;9.157;56;1.017;254;247;149
R2;447;0290;VRANSKO-LOCICA;9.000;11.905;;P;;;;6.000;45;5.165;25;380;150;160;75
R2;447;0291;LOCICA-TROJANE;0;6.066;71;O;;07x4;Trojane 1;2.767;29;2.098;34;231;135;30;210
R2;447;0292;TROJANE-LUKOVICA;0;15.000;72;O;QLD-6;;Trojane;4.603;77;3.546;48;399;162;200;171
R2;447;0292;LUKOVICA - ZELODNIK;15.000;21.857;332;O;QLD-6;;Sentvid;8.597;85;7.138;67;610;276;206;215
R2;447;0293;ZELODNIK-DOMZALE;0;4.285;610;O;QLD-6;;Zelodnik;13.891;95;11.804;102;941;321;368;260
R2;447;0294;DOMZALE-STOB;0;1.560;;P;;;;14.100;70;12.300;100;900;270;260;200
R2;447;0294;STOB-TRZIN;1.560;2.603;54;O;QLD;;Depala vas;18.809;95;16.654;126;1.246;228;256;204
R2;448;1510;KARTELJEVO-PRIKLJ. NM ZAHOD;0;2.500;;P;;;;400;2;323;10;50;5;5;5
R2;448;0222;KARTELJEVO-LOCNA;0;2.325;;P;;;;600;2;520;10;50;8;5;5
R2;448;1512;NOVO MESTO (LOCNA-MACKOVEC);0;935;566;O;;07x1;Locna;3.698;0;3.154;7;297;102;42;96
R2;448;0223;MACKOVEC-LESNICA;0;880;400;O;QLD-5;;Otocec;3.000;10;2.640;50;250;20;10;20
R2;450;1404;HOCE-PRIKLJ. ROGOZA;0;1.570;;P;;;;10.000;15;8.380;75;480;350;300;400
R2;450;1404;PRIKLJ. ROGOZA-LETALISCE MARIBOR;1.570;4.460;;P;;;;2.000;4;1.802;10;160;20;2;2
R2;451;1448;ARJA VAS-ZALEC;0;2.090;70;O;QLD-5;;Zalec;6.930;41;6.060;42;288;194;148;157
R3;601;7507;BORJANA-ROBIDISCE;0;9.832;;P;;;;35;1;29;0;3;1;1;0
R3;602;1032;STARO SELO-BREGINJ-MOST;0;16.725;93;O;;04x4;Staro selo - Breginj;810;8;720;6;40;20;15;1
R3;603;1041;MOST NA SOCI-USNIK;0;4.271;532;O;;07x1;Modrejce;1.913;60;1.588;14;138;55;38;20
R3;604;5701;ROCINJ-LIG;0;9.995;528;O;;07x1;Rocinj;236;10;190;0;26;8;2;0
R3;605;5702;KAMBRESKO-KUSCAR-LIVEK;0;19.538;529;O;;07x1;Kambresko;127;6;106;0;13;2;0;0
R3;606;5703;KANAL-LIG-MISCEK-NEBLO;0;35.376;455;O;;07x1;Kanal;237;3;219;1;11;2;1;0
R3;607;5723;PREVAL-GRGAR-CEPOVAN;0;14.133;98;O;;04x4;Grgar;540;6;489;2;30;10;2;1
R3;608;1067;SOLKAN-GRGAR;0;3.000;599;O;QLD-5;;Solkan 2;3.835;10;3.498;9;175;72;63;8
R3;608;1067;GRGAR-LOKVE;3.000;19.400;225;O;;03x4;Solkan - Lokve;1.100;9;1.034;3;30;15;5;4
R3;608;1065;LOKVE-CEPOVAN;0;5.440;224;O;;03x4;Lokve;70;6;62;0;1;1;0;0
R3;608;1068;CEPOVAN-DOL.TREBUSA;0;10.870;449;O;;03x4;Dolenja Trebusa 2;280;8;250;0;17;2;2;1
R3;609;2117;AJDOVSCINA-LOKAV.-PREDMEJA;0;11.622;456;O;;06x1;Lokavec;660;10;604;2;30;10;4;0
R3;609;1064;PREDMEJA-LOKVE;0;11.575;;P;;;;120;20;86;1;4;9;0;0
R3;609;1066;CEPOVAN-MOST NA SOCI;0;13.220;534;O;;07x1;Lazi;187;5;164;0;14;4;0;0
R3;610;1370;D.TREBUSA-SP.IDRIJA;0;21.990;390;O;;03x4;Dolenja Trebusa;150;1;144;0;4;0;1;0
R3;610;1371;PECNIK(MAROF)-ZIRI;0;10.546;;P;;;;500;8;438;9;24;8;8;5
R3;611;1024;DORNBERK-SELO;0;5.150;208;O;;03x1;Selo;1.900;8;1.647;25;135;50;20;15
R3;612;1042;PLAVE-GONJACE;0;6.190;213;O;;04x4;Plave;610;9;541;2;40;15;3;0
R3;613;1437;AJSEVICA-KROMBERK;0;3.090;209;O;QLD-6_sel;;Kromberk;16.238;60;14.830;44;771;171;174;188
R3;613;1437;KROMBERK-NOVA GORICA;3.090;3.960;;P;;;;20.000;54;17.973;70;930;475;200;298
R3;614;1046;SEMPETER-MIREN;0;5.536;470;O;QLD-5;;Miren;4.063;44;3.595;14;257;94;35;24
R3;614;1047;MIREN-OPATJE SELO;0;7.771;559;O;;07x1;Miren-3;1.450;20;1.275;15;91;27;10;12
R3;614;1048;OPATJE SELO-KOMEN;0;14.885;215;O;;05x4;Kostanjevica;600;15;515;8;40;15;5;2
R3;614;1049;KOMEN-KOBJEGLAVA;0;4.540;216;O;QLD-6;;Tomacevica;829;7;734;3;48;15;13;9
R3;614;1049;KOBJEGLAVA-STANJEL;4.540;8.815;23;O;;07x4;Kobjeglava;1.166;38;984;7;68;38;26;5
R3;614;1050;STANJEL-MANCE;0;11.750;217;O;QLD-6;;Mance;1.024;4;928;7;47;18;15;5
R3;615;5736;TRI HISE-PRIKLJ. VOGRSKO;0;2.850;473;O;QLD;;Vogrsko 2;4.789;39;4.231;8;301;60;90;60
R3;615;5736;PRIKLJ. VOGRSKO-VOLCJA DRAGA;2.850;6.257;252;O;QLD-6_sel;;Vogrsko;8.074;38;6.921;19;513;126;248;209
R3;615;5740;VOLCJA DRAGA-RENCE;0;3.200;472;O;QLD-5;;Bukovica;2.647;30;2.373;7;122;63;32;20
R3;615;5740;RENCE-KRIZ. CIJAN;3.200;4.975;560;O;;07x1;Bilje;2.649;17;2.308;0;202;78;16;28
R3;616;1056;GORJANSKO-KLARICI;0;10.090;422;O;;05x4;Brestovica;280;6;247;2;20;4;1;0
R3;617;1054;KOMEN-GORJANSKO;0;3.163;218;O;;05x4;Komen;1.400;20;1.273;6;70;25;5;1
R3;617;1055;GORJANSKO-ZEKENC;0;2.969;;P;;;;500;3;482;1;13;1;0;0
R3;618;6807;BRANIK-KOMEN;0;7.725;457;O;;05x4;Branik 1;700;10;600;7;55;20;7;1
R3;618;6805;KOMEN -KRAJNA VAS;0;8.130;458;O;;05x4;Volcji Grad;1.100;10;970;4;75;30;10;1
R3;618;6804;KRAJNA VAS-DUTOVLJE;0;2.320;;P;;;;900;9;814;5;42;25;5;0
R3;619;1025;DUTOVLJE-REPENTABOR;0;5.422;419;O;;06x1;Dutovlje - Repentabor;1.600;15;1.451;6;70;30;25;3
R3;620;6831;STORJE-STANJEL;0;11.249;453;O;;05x4;Ponikve;600;7;531;4;38;15;3;2
R3;621;1412;KALCE-PODKRAJ;0;15.000;497;O;QLD-5;;Hrusica;1.167;22;1.056;3;50;19;13;4
R3;621;1412;PODKRAJ-COL;15.000;19.927;;P;;;;1.200;11;1.014;5;105;49;8;8
R3;622;6848;GORICE-KOSANA-KAL;0;16.245;80;O;;04x1;Vremski Britof 2;530;0;464;1;40;15;5;5
R3;622;6845;DIVACA-GORICE;0;3.850;;P;;;;2.200;16;1.946;8;108;51;36;35
R3;623;3718;KASTELEC-PODGORJE;0;10.928;505;O;;04x1;Podgorje;400;4;367;3;20;3;1;2
R3;624;3721;LOKA-PODPEC-RAKITOVEC;0;15.513;501;O;;04x1;Rakitovec;30;2;26;1;0;1;0;0
R3;625;1061;BERTOKI-DVORI;0;7.500;221;O;QLD-3;;Vrtine;4.906;20;4.549;15;160;117;41;4
R3;625;1061;DVORI-GRACISCE;7.500;14.206;;P;;;;600;25;526;1;21;20;7;0
R3;626;3726;GRACISCE-BREZOVICA;0;8.517;732;O;;04x1;Brezovica;80;1;79;0;0;0;0;0
R3;627;3716;CRNI KAL - OSP;0;4.220;;P;;;;300;1;287;6;6;0;0;0
R3;628;1427;SECOVLJE-DRAGONJA;0;3.050;702;O;QLD-5;;Dragonja;2.672;37;2.386;17;120;71;39;2
R3;629;1381;VALETA;0;793;;P;;;;11.100;30;10.450;30;292;191;58;49
R3;629;1479;VALETA-BELI KRIZ-PIRAN;0;2.863;192;O;QLD-5;;Beli kriz;5.806;123;5.243;37;264;83;45;11
R3;630;1069;PREM-OBROV;0;18.596;226;O;;07x1;Prem;284;4;263;3;10;3;1;0
R3;630;1070;OBROV-GOLAC;0;8.650;527;O;;07x1;Golac;168;2;135;1;13;1;6;10
R3;631;3223;STAROD-MEJA RH;0;3.130;;P;;;;15;0;15;0;0;0;0;0
R3;632;1378;IL.BISTRICA-ZABICE;0;9.570;396;O;;04x1;Vrbovo;1.490;10;1.394;8;60;10;3;5
R3;632;1378;ZABICE-NOVOKRACINE;9.570;17.660;;P;;;;150;1;143;1;3;1;1;0
R3;632;3224;JELSANE-NOVOKRACINE;0;3.441;523;O;;07x1;Novokracine;396;5;364;5;12;9;0;1
R3;633;1099;BITNJE-JEREKA;0;1.934;239;O;;04x4;Jereka;1.650;6;1.538;20;65;15;1;5
R3;633;1098;JEREKA-JEZERO;0;6.800;9;O;;07x1;Boh. Cesnjica;1.493;30;1.379;15;44;18;3;4
R3;634;1104;JAVORNIK-GORJE;0;8.264;241;O;QLD-5;;Kocna;2.379;43;2.180;12;103;20;16;5
R3;634;1094;GORJE-BLED;0;3.430;235;O;QLD-5;;Spodnje Gorje;4.693;62;4.239;59;200;65;53;15
R3;635;1121;LESCE-K.GORICA-LIPNICA;0;11.355;250;O;QLD-5;;Kamna Gorica;2.269;39;2.042;22;104;43;14;5
R3;635;1122;LIPNICA-KROPA;0;2.000;251;O;;06x4;Kamna Gorica 2;1.300;20;1.161;35;56;20;5;3
R3;635;1122;KROPA-RUDNO;2.000;15.217;544;O;;07x1;Rudno 2;777;17;687;5;44;5;17;2
R3;635;1127;RUDNO-CESNJICA;0;2.270;543;O;;07x1;Rudno 1;1.066;18;956;5;53;8;19;7
R3;636;1126;LIPNICA-OVSISE;0;4.500;254;O;;06x4;Kamna Gorica 3;2.100;20;1.775;20;90;40;90;65
R3;636;1126;OVSISE-GOBOVCE;4.500;5.930;547;O;;07x1;Gobovce;3.514;8;2.546;18;301;140;320;181
R3;636;1126;GOBOVCE-PODBREZJE;5.930;9.350;548;O;;07x1;Podtabor-1;2.678;1;2.044;15;210;115;192;101
R3;636;1126;PODTABOR-ZVIRCE;9.350;10.000;549;O;;07x1;Podtabor-2;2.903;1;2.449;16;192;90;82;73
R3;637;0368;HRUSICA-PLAVZ;0;2.450;530;O;QLD-5;;Jesenice zahod;7.748;71;6.953;180;282;115;78;69
R3;637;0368;PLAVZ-JESENICE;2.450;4.250;;P;;;;13.000;40;12.195;200;300;120;75;70
R3;637;0368;JESENICE-JAVORNIK;4.250;6.370;531;O;QLD-6;;SL Javornik;16.318;77;15.106;183;614;138;94;106
R3;637;0206;JAVORNIK-ZIROVNICA;0;5.050;603;O;QLD-5;;Moste pri Zirovnici;6.730;64;6.142;76;250;78;53;67
R3;637;1459;ZIROVNICA-VRBA;0;3.580;557;O;;07x1;Vrba;4.912;4;4.365;58;305;61;35;84
R3;638;1131;ZIROVNICA-BEGUNJE;0;6.290;256;O;;06x4;Begunje 1;1.650;25;1.495;20;80;20;5;5
R3;638;1132;BEGUNJE-BISTRICA(TRZIC);0;10.420;257;O;;05x4;Begunje 2;1.000;25;902;25;40;5;2;1
R3;639;1141;LJ(SENTVID-SMARTNO);0;3.000;325;O;QLD;;Lj Tacen;11.383;147;10.517;66;436;126;69;22
R3;639;1141;LJ(SMARTNO)-VODICE;3.000;10.800;260;O;QLD-3;;Povodje;2.531;23;2.306;16;121;33;19;13
R3;639;1142;VODICE-SP.BRNIK;0;4.000;464;O;QLD-5;;Vodice;7.527;56;6.773;28;457;98;77;38
R3;639;1142;SP.BRNIK;4.000;5.100;261;O;prazno;06 QLD5;Spodnji Brnik;6.040;30;5.452;23;400;65;45;25
R3;639;1143;SP.BRNIK-CERKLJE;0;4.558;;P;;;;3.600;19;3.422;19;73;37;26;4
R3;640;1373;RAKEK-LOGATEC;0;14.035;392;O;;03x4;Logatec;3.000;25;2.685;25;170;60;15;20
R3;641;1369;LJUBLJANICA-POL.GRADEC;0;9.100;;P;;;;300;0;228;8;25;25;11;3
R3;641;1369;POL.GRADEC-DOBROVA;9.100;19.500;389;O;;03x4;Dvor;3.500;10;3.270;25;120;40;20;15
R3;641;1369;DOBROVA-LJ DOLGI MOST;19.500;23.456;598;O;QLD-6;;Dobrova;7.931;10;7.291;47;394;76;78;35
R3;642;1146;VRHNIKA-PODPEC;0;16.678;265;O;QLD-5;;Borovnica;3.099;41;2.815;14;133;46;30;20
R3;642;1147;PODPEC-IG;0;8.960;266;O;;04x4;Jezero;1.320;30;1.177;10;70;15;8;10
R3;642;1150;IG;0;820;;P;;;;3.600;57;3.302;21;111;55;21;33
R3;642;1360;IG-LJ(PERUZZIJEVA);0;7.413;383;O;QLD-5;;Ig 2;6.877;34;5.825;43;833;51;78;13
R3;643;1436;PODPEC-RAKITNA;0;11.200;700;O;;05x4;Preserje;1.300;30;1.157;10;70;15;8;10
R3;643;1362;RAKITNA-CERKNICA;0;18.195;563;O;;07x1;Rakitna-2;214;3;185;0;16;10;0;0
R3;644;1356;LJ(SMARTIN.)-SENTJAKOB;0;3.931;380;O;QLD-6_sel;;Sneberje;9.543;44;8.830;68;456;70;57;18
R3;644;1357;SENTJAKOB-DOMZALE;0;6.180;381;O;QLD-6_sel;;Podgorica;9.384;42;8.620;40;505;87;68;22
R3;644;1358;DOMZALE-DUPLICA;0;6.090;382;O;QLD-6_sel;;Nozice;10.261;41;9.218;76;576;117;130;103
R3;645;1188;LJ LITIJSKA-ZADVOR;0;2.672;692;O;QLD-6;;Zadvor;4.781;9;4.187;70;351;76;54;34
R3;645;1189;ZADVOR-SMARTNO/LITIJI;0;26.433;437;O;QLD-6;;Besnica;1.033;1;968;3;37;12;9;3
R3;646;1194;SKOFLJICA - SMARJE-SAP;0;3.726;;P;;;;700;11;552;50;52;25;4;6
R3;646;1443;SMARJE-SAP - CIKAVA;0;2.761;288;O;;06x4;Smarje - Sap;3.500;25;3.112;60;200;58;30;15
R3;646;1444;CIKAVA - GROSUPLJE;0;2.141;273;O;QLD-5;;Cikava;11.039;15;9.741;79;660;339;38;167
R3;646;1195;GROSUPLJE-IVANCNA GOR.;0;13.765;436;O;QLD-5;;Zgornja Draga;1.903;23;1.650;20;112;79;9;10
R3;646;1196;IVANCNA GORICA(STUDENEC)-GRM;0;6.065;289;O;QLD-6;;Ivancna Gorica;10.300;44;9.147;19;593;132;219;146
R3;646;1197;GRM-PLUSKA;0;8.301;564;O;;07x1;Medvedjek;1.302;5;1.173;2;60;29;8;25
R3;647;1172;PEROVO-GROSUPLJE;0;1.480;561;O;;07x1;Grosuplje;5.017;10;4.450;52;302;115;13;75
R3;647;1151;GROSUPLJE;0;308;;P;;;;8.600;93;7.894;114;296;166;12;25
R3;647;1173;GROSUPLJE-MLACEVO;0;2.317;275;O;QLD-5;;Veliko Mlacevo;6.417;50;5.735;34;389;152;17;40
R3;647;1174;MLACEVO-PLESIVICA;0;3.230;276;O;;06x4;Veliko Mlacevo 2;2.550;12;2.342;11;125;35;15;10
R3;647;1174;PLESIVICA-KRKA;3.230;15.062;;P;;;;270;3;251;2;9;3;1;1
R3;647;1368;MLACEVO-VIDEM;0;12.000;388;O;QLD-5;;Malo Mlacevo;2.893;15;2.600;19;138;66;31;24
R3;647;1368;VIDEM-RASICA;12.000;18.935;;P;;;;1.530;31;1.410;12;43;27;4;3
R3;648;2912;VIDEM-PRI CERKVI STRUGE;0;10.392;;P;;;;310;2;283;3;13;9;0;0
R3;648;3601;PRI CERKVI STRUGE-ZVIRCE;0;4.800;461;O;;05x1;Zvirce 1;300;2;265;5;15;10;1;2
R3;648;3601;ZVIRCE-SMUKA;4.800;14.695;463;O;;05x1;Zvirce 3;200;2;173;5;10;7;1;2
R3;649;2915;ZAGRADEC-AMBRUS-ZVIRCE;0;10.951;462;O;;05x1;Zvirce 2;100;2;87;0;8;1;0;2
R3;650;1159;ZUZEMBERK-PLUSKA;0;13.762;269;O;QLD-5;;Dobrava;682;15;577;11;39;20;13;7
R3;650;1160;PLUSKA-TREBNJE(STEFAN);0;1.839;;P;;;;1.500;18;1.257;111;67;29;5;13
R3;650;1161;TREBNJE(STEFAN)-TREBNJE;0;1.800;;P;;;;4.300;10;3.838;25;218;94;56;59
R3;651;1198;TREBNJE-NM(BUCNA VAS);0;15.959;290;O;QLD-3;;Mirna Pec;3.001;19;2.673;11;146;91;22;39
R3;651;0399;NOVO MESTO (BUCNA VAS-KRKA);0;1.090;;P;;;;11.000;19;9.450;22;800;268;213;228
R3;651;0252;KARTELJEVO-V. BUCNA VAS;0;1.900;194;O;QLD-5;;NM Karteljevo;5.096;18;4.355;34;358;102;118;111
R3;651;0252;V. BUCNA VAS-NM BUCNA VAS;1.900;2.710;63;O;;;;9.000;50;7.415;45;750;230;270;240
R3;652;1457;MORAVCE-CATEZ;0;6.200;283;O;;06x4;Velika Loka;2.500;20;2.209;7;145;54;35;30
R3;652;1457;CATEZ-TREBNJE;6.200;15.470;;P;;;;450;2;423;2;10;8;5;0
R3;653;1363;SODRAZICA-HRIB;0;11.150;385;O;;04x4;Travna gora;1.000;2;900;5;65;25;1;2
R3;653;1364;HRIB-PODPLANINA;0;18.860;506;O;;04x4;MP Podplanina;40;1;37;0;1;1;0;0
R3;654;3611;STALCERJI-KOC. REKA;0;5.835;465;O;;05x1;Kocevska Reka;1.200;8;1.072;15;50;10;15;30
R3;655;6643;DOL. VAS - GOTEN. - KOC. REKA;0;16.525;162;O;;05x1;Grcarice;900;2;813;5;45;10;15;10
R3;656;3651;KOCEVSKA REKA-BOROVEC;0;6.035;;P;;;;200;5;174;4;17;0;0;0
R3;656;3619;BOROVEC - DRAGARJI;0;3.498;;P;;;;50;1;44;1;4;0;0;0
R3;656;3650;DRAGARJI-OSILNICA;0;5.173;;P;;;;0;0;0;0;0;0;0;0
R3;657;3610;PETRINA-GRIVAC-MIRTOVICI;0;11.325;;P;;;;350;10;301;6;31;1;1;0
R3;657;1345;BOSLJIVA LOKA-OSILNICA;0;9.520;445;O;;04x1;Osilnica;150;0;134;1;15;0;0;0
R3;658;2517;DOBLICE-SV.ANA-STARI TRG;0;9.865;468;O;;05x4;Stari trg;550;9;484;4;40;10;2;1
R3;658;1450;STARI TRG;0;1.203;;P;;;;570;2;562;1;3;1;0;1
R3;658;1433;STARI TRG-BREZOVICA;0;8.464;452;O;;05x4;Jelenja vas;550;10;486;7;30;10;5;2
R3;659;3616;STARI TRG-KOT;0;3.599;;P;;;;250;1;214;8;17;6;1;3
R3;659;2515;KOT-SODEVCI;0;780;509;O;;04x1;MP Sodevci;40;0;37;0;3;0;0;0
R3;660;1179;CRNOMELJ-DOLENJCI;0;9.810;281;O;;05x1;Dolenjci 1;850;10;772;15;45;3;3;2
R3;660;1342;DOLENJCI-VRHOVCI;0;3.680;451;O;;05x1;Dolenjci 2;1.000;15;905;15;50;5;5;5
R3;660;1342;VRHOVCI-ZUNICI;3.680;8.730;;P;;;;420;2;399;6;9;2;1;1
R3;660;1342;ZUNICI-MP ZUNICI;8.730;9.390;508;O;;04x1;MP Zunici;20;0;20;0;0;0;0;0
R3;661;1210;MEJA RH-DRASICI;0;5.000;301;O;;05x1;Drasici;570;0;511;4;40;5;8;2
R3;661;1210;DRASICI-METLIKA;5.000;9.270;;P;;;;2.500;12;2.354;15;75;27;14;3
R3;662;5407;METLIKA-RADOVICI;0;3.000;;P;;;;1.600;7;1.506;10;48;18;9;2
R3;662;5407;RADOVICI-MP BOZAKOVO;3.000;8.130;525;O;;04x1;MP Bozakovo;50;0;48;0;2;0;0;0
R3;663;5401;BUSINJA VAS-RADOVICA;0;4.594;;P;;;;200;4;165;1;10;11;9;0
R3;663;5404;RADOVICA-OSTRIZ;0;3.500;;P;;;;100;0;92;0;7;1;0;0
R3;664;2501;GABER- URSNA SELA-NOVO MESTO;0;22.107;164;O;QLD-5;;Ljuben;1.710;12;1.552;10;96;17;19;4
R3;665;1191;LJUBEZ V LAZIH-SOPOTA;0;15.100;;P;;;;240;2;220;2;8;6;1;1
R3;665;1191;SOPOTA-RADECE;15.100;28.133;285;O;QLD-5;;Jagnjenica;1.309;37;1.161;8;59;37;5;2
R3;666;8115;SOPOTA-PODKUM-ZAGORJE;0;10.370;703;O;;04x1;Zagorje 3;1.010;0;948;10;35;10;4;3
R3;667;1385;ZBURE-SMARJESKE TOPLICE;0;5.140;565;O;;07x1;Smarjeta;1.469;10;1.294;21;87;34;9;14
R3;667;1385;SMARJESKE TOPLICE-OTOCEC;5.140;11.000;402;O;QLD-3;;Smarjeske Toplice;3.845;14;3.483;34;164;64;62;24
R3;667;1385;OTOCEC-MACKOVEC;11.000;12.860;;P;;;;3.000;10;2.750;30;150;60;0;0
