Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;NOO;TIP
HC;H4;0374;NANOS-(RAZDRTO)-VIPAVA;0;12.450;2110;Nanos AC;QLD6;11.670;20;7.740;70;1.345;215;75;240;1.965;1.904;PLDP
HC;H4;0375;VIPAVA - AJDOVSCINA;0;6.763;865;Dolga Poljana HC;QLTC8;12.270;25;8.230;50;1.340;265;115;265;1.980;1.951;PLDP
HC;H4;0376;AJDOVSCINA - SELO;0;9.174;635;Ajdovscina HC;QLTC8;13.620;25;9.655;40;1.400;240;160;250;1.850;1.836;PLDP
HC;H4;0443;PRIKLJ. SELO - AJDOVSCINA;0;150;866;Priklj. Selo-Ajdovscina;QLD6;1.608;2;1.375;2;141;29;32;8;19;43;PLDP
HC;H4;0443;PRIKLJ.SELO - VRTOJBA;150;322;867;Priklj. Selo-Vrtojba;QLD6;1.411;2;1.271;2;89;13;13;5;16;27;PLDP
HC;H4;0378;SELO  -  VOGRSKO;0;6.726;816;Selo HC;QLTC8;13.450;27;9.558;38;1.352;227;142;248;1.858;1.829;PLDP
HC;H4;0379;VOGRSKO - SEMPETER;0;4.776;815;Bazara HC;QLTC8;9.690;17;6.466;29;995;113;51;221;1.798;1.687;PLDP
HC;H4;0380;SEMPETER - VRTOJBA;0;1.625;880;Sempeter HC;QLTC8;7.448;24;4.262;35;786;121;98;232;1.890;1.793;PLDP
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.625;2.238;671;MT Vrtojba;QLD6;8.940;40;5.845;30;680;120;85;270;1.870;1.799;PLDP
HC;H5;0388;MP SKOFIJE  -  PLAVJE;0;552;651;MT Skofije;QLD6;15.956;229;14.050;77;821;112;43;95;529;602;PLDP
HC;H5;0388;PLAVJE - SKOFIJE;552;2.129;860;Skofije HC;QLTC8;11.728;98;10.165;56;672;87;39;92;519;568;PLDP
HC;H5;0388;SKOFIJE - PRIKLJ. SERMIN;2.129;2.962;;;P;15.850;100;14.180;60;750;100;50;90;520;578;PLDP
HC;H5;0388;PRIKLJ. SRMIN - SRMIN (A1);2.962;4.156;;;P;19.850;110;17.805;70;1.050;110;70;95;540;615;PLDP
HC;H5;0456;PRIKLJUCEK PLAVJE - KP;0;100;861;PR Skofije-KP;QLD6;468;3;423;1;28;4;6;0;3;6;PLDP
HC;H5;0456;PRIKLJUCEK PLAVJE - MP;100;146;862;PR Skofije-MP;QLD6;4.696;134;4.308;22;177;29;10;3;13;40;PLDP
HC;H5;0236;SERMIN - BERTOKI;0;1.129;;;P;36.950;240;31.945;190;2.450;285;350;240;1.250;1.533;PLDP
HC;H5;0237;BERTOKI - KP(SLAVCEK);0;2.548;11;Bertoki HC;QLTC8;36.820;264;33.108;194;2.414;272;238;72;258;565;PLDP
HC;H6;0238;KOPER (SLAVCEK - SEMEDELA);0;1.120;;;P;35.300;320;32.635;175;1.730;170;160;30;80;318;PLDP
HC;H6;0389;KOPER (SEMEDELA-ZUSTERNA)-(IZOLA);0;769;;;P;27.700;325;25.145;170;1.650;160;150;25;75;300;PLDP
HC;H7;0815;A5 - DOLGA VAS;0;1.502;;;P;5.000;35;2.625;25;320;60;50;275;1.610;1.561;PLDP
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.024;;;P;3.900;30;1.650;20;250;50;30;270;1.600;1.536;PLDP
G1;1;0240;MP VIC - DRAVOGRAD;0;3.590;663;MT Vic;QLTC10;2.320;74;1.691;5;174;33;25;52;266;245;PLDP
G1;1;0241;DRAVOGRAD - RADLJE;0;16.005;60;Gortina;QLTC10;7.303;92;6.068;53;607;111;89;63;220;337;WIM
G1;1;0242;RADLJE ;0;2.686;;;P;8.100;70;7.115;75;440;90;85;55;170;261;PLDP
G1;1;0243;RADLJE - BREZNO;0;9.127;605;Brezno;QLTC10;4.440;59;3.617;41;388;78;50;45;162;232;WIM
G1;1;0244;BREZNO - RUTA;0;9.569;573;Brezno-2;ROCNO;3.850;50;3.055;40;320;100;85;50;150;226;PLDP
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boc;QLTC10;4.790;52;3.911;37;420;67;86;39;178;162;DIST
G1;1;0245;SELNICA - MB(OTOK);10.500;19.220;61;Brestrnica;QLTC8;8.494;78;7.339;89;557;99;86;58;188;198;DIST
G1;1;0245;MB(OTOK) - MB(KOROSKI MOST);19.220;20.688;900;MB Kamnica;QLTC10;13.804;96;12.344;93;819;101;106;60;185;207;WIM
G1;1;0326;MB (KOR. MOST - C. PROLE. BRIGAD);0;2.014;18;MB Koroski most;QLTC8;23.684;114;21.861;105;1.090;132;114;64;204;230;DIST
G1;1;0364;MB (C. PROLE. BRIGAD  -  TRZASKA C.);0;2.227;;;P;27.100;100;24.880;140;1.250;235;190;90;215;438;PLDP
G1;1;0246;MB(TRZASKA) - MIKLAVZ;0;3.532;19;MB Ptujska;QLTC10;20.410;89;18.097;167;1.302;251;117;97;290;328;DIST
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.595;196;Devina;QLTC10;8.280;63;6.606;22;710;230;154;134;361;608;WIM
G1;2;0392;PRAGERSKO - SIKOLE;0;5.323;641;Sikole 2;QLTC10;5.426;51;4.084;19;510;193;106;121;342;348;DIST
G1;2;0393;SIKOLE - KIDRICEVO;0;6.850;426;Sikole 3;QLTC8;6.413;58;4.967;21;560;198;143;111;355;368;DIST
G1;2;0393;KIDRICEVO - HAJDINA;6.850;7.950;792;Njiverce;QLTC8;10.968;70;9.087;50;778;233;237;124;389;453;DIST
G1;2;0395;PTUJ(TURNISCE - BUDINA);0;1.642;670;Ptuj jezero;QLTC10;13.004;56;10.682;35;1.007;295;202;190;537;694;PLDP
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLTC10;13.447;83;11.449;85;918;209;129;147;427;449;DIST
G1;2;0250;SPUHLJA - GORISNICA;0;8.030;424;Borovci;QLTC10;7.675;56;6.552;34;545;108;99;72;209;234;WIM
G1;2;0250;GORISNICA - ORMOZ;8.030;17.688;62;Cvetkovci;QLTC10;5.795;52;4.782;37;474;106;90;67;187;215;DIST
G1;2;0398;ORMOZ Z  -  ORMOZ V;0;3.020;574;Ormoz;QLTC10;3.539;32;2.768;11;294;95;93;60;186;200;DIST
G1;2;1313;ORMOZ - SREDISCE OB DRAVI;0;9.000;355;Grabe;QLTC10;2.545;24;2.084;12;155;56;43;37;134;129;DIST
G1;2;1313;SREDISCE OB DRAVI  -  MP SRED.;9.000;11.865;522;MP Sredisce ob Dravi;QLTC10;877;7;608;6;54;34;15;32;121;101;DIST
G1;4;1257;DRAVOGRAD - OTISKI VRH;0;1.448;480;Dravograd;QLTC8;12.588;113;10.948;135;795;142;110;87;258;306;DIST
G1;4;1258;OTISKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLTC8;9.332;92;7.830;72;694;148;127;107;262;304;WIM
G1;4;1445;SL.GRADEC ;0;1.910;;;P;12.200;110;10.515;90;840;180;115;110;240;394;PLDP
G1;4;1259;SL.GRADEC - LUZNIK;0;6.600;329;Smartno SG;QLTC10;11.591;106;9.900;72;889;183;106;103;232;213;DIST
G1;4;1259;LUZNIK - ZG.DOLIC;6.600;12.897;621;Mislinja;QLTC10;8.772;105;7.368;59;703;133;108;81;215;188;WIM
G1;4;1260;ZG.DOLIC - VELENJE;0;11.476;315;Paka pri Velenju;QLTC10;8.532;82;7.179;63;643;126;137;83;219;176;WIM
G1;4;1261;VELENJE - CRNOVA;0;7.427;132;Crnova;QLTC10;16.383;120;14.302;71;1.156;213;108;136;277;402;WIM
G1;4;1262;CRNOVA - ARJA VAS;0;7.014;133;Velika Piresica;QLTC8;12.983;85;10.970;70;978;214;213;154;299;274;WIM
G1;5;1401;PRIKLJ. CELJE Z - MEDLOG;0;3.613;689;Medlog;QLD6;5.433;12;4.825;22;363;49;73;31;58;105;DIST
G1;5;0370;MEDLOG  -  CELJE;0;3.242;417;Celje Lava;QLTC10;13.162;127;11.801;26;782;156;133;47;90;184;DIST
G1;5;0328;CELJE - CE(POLULE);0;2.000;;;P;18.000;110;16.235;50;860;210;145;100;290;420;PLDP
G1;5;0328;CE(POLULE) - LASKO;2.000;11.000;90;Kosnica;QLTC8;13.099;92;11.375;47;886;192;125;99;283;339;WIM
G1;5;0328;LASKO - SMARJETA;11.000;17.325;580;Strmca;QLTC10;8.682;83;7.346;40;667;144;91;75;236;269;DIST
G1;5;0329;SMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLTC10;6.207;60;5.149;37;494;136;67;68;196;228;DIST
G1;5;0330;RIM.TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;ROCNO;4.580;70;3.780;20;350;120;40;50;150;200;PLDP
G1;5;0331;ZIDANI MOST - RADECE;0;2.997;92;Radece;QLTC10;6.065;54;5.112;17;485;123;42;62;170;222;PLDP
G1;5;0360;RADECE ;0;520;;;P;6.900;55;5.875;40;530;110;45;60;185;242;PLDP
G1;5;0332;RADECE - BOSTANJ;0;11.249;101;Vrhovo;QLTC10;4.619;58;3.814;25;357;103;44;57;161;313;DIST
G1;5;0333;BOSTANJ;0;790;581;Bostanj;QLTC8;9.892;82;8.528;38;718;144;105;91;186;447;DIST
G1;5;0334;BOSTANJ - IMPOLJCA;0;4.490;;;P;6.200;50;5.135;25;500;100;130;95;165;280;PLDP
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Impoljca;QLTC10;4.405;51;3.596;17;392;88;60;61;140;299;WIM
G1;5;0361;BRESTANICA - KRSKO;0;3.900;103;Krsko;QLTC10;6.322;45;5.496;27;456;79;71;48;100;257;DIST
G1;5;0336;KRSKO - LESKOVEC;0;2.620;95;Zadovinek;QLTC10;11.380;64;9.930;32;777;130;115;97;235;503;DIST
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925;;;P;9.900;65;8.915;30;430;110;70;80;200;272;PLDP
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8;11.291;86;10.013;62;593;116;127;56;238;360;WIM
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Mala Pristava;QLTC10;3.611;68;2.938;71;316;52;27;33;106;233;DIST
G1;6;0340;RIBNICA - PREM;0;4.215;474;Ribnica 2;ROCNO;3.800;90;2.930;70;390;110;55;50;105;201;PLDP
G1;6;0341;PREM - IL.BISTRICA;0;6.210;516;Topolc;ROCNO;4.700;95;3.900;70;350;90;55;40;100;186;PLDP
G1;6;0342;IL.BISTRICA (TRNOVO) ;0;1.160;;;P;6.400;100;5.480;75;450;95;50;40;110;194;PLDP
G1;6;0363;IL.BISTRICA (DO PODGRAJSKE UL.);0;1.470;;;P;11.400;110;10.470;75;520;80;35;30;80;156;PLDP
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLTC10;7.531;118;6.658;58;513;46;30;19;89;134;PLDP
G1;6;0343;DOLNJI ZEMON  -  MP JELSANE;2.800;9.961;504;MP Jelsane;QLTC8;4.450;91;3.815;51;350;27;15;15;86;114;PLDP
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLTC8;4.713;97;3.570;62;371;37;15;69;492;295;DIST
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Male Loce;QLTC10;6.616;114;5.204;68;485;53;24;85;583;353;DIST
G1;7;0354;OBROV - KOZINA;0;14.500;604;Gradisce;QLTC10;7.097;93;5.597;42;569;60;60;82;594;362;DIST
G1;7;0353;KOZINA - MP KOZINA;0;3.340;652;MT Kozina;QLTC8;6.183;136;5.024;60;422;44;18;54;425;258;WIM
G1;8;0213;LJ(SENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovska Dravlje;QLTC8;38.928;180;35.163;507;2.416;254;133;82;193;607;PLDP
G1;9;1503;DRAZENCI-JUROVCI (LANCOVA VAS);0;1.860;;;P;11.500;40;9.195;110;1.000;100;55;120;880;813;PLDP
G1;9;0362;JUROVCI ;0;1.000;;;P;12.200;45;9.840;120;1.050;110;50;110;875;809;PLDP
G1;9;0351;JUROVCI - PODLEHNIK;0;4.200;682;Jurovci;QLTC8;11.363;49;9.159;130;916;83;42;101;883;857;WIM
G1;9;0351;PODLEHNIK  -  MP GRUSKOVJE;4.200;10.071;518; Gruskovje;QLTC8;9.300;41;7.304;129;762;64;26;94;880;834;DIST
G1;11;1062;KOPER - SMARJE;0;6.000;149;Koper;QLTC8;15.597;239;13.873;53;1.102;93;65;27;145;198;DIST
G1;11;1062;SMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC10;10.682;183;9.343;62;834;65;32;26;137;172;WIM
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.724;14;MP Dragonja;QLD3;8.750;155;7.756;46;575;52;23;23;120;143;DIST
G1;11;1475;SLAVCEK -  KOPER;0;700;;;P;31.500;260;29.050;190;1.450;120;90;150;190;418;PLDP
G1;11;1475;KOPER - LUKA KOPER;700;2.424;;;P;14.000;50;11.910;210;1.200;85;75;220;250;505;PLDP
G2;101;0232;MP LJUBELJ - BISTRICA(TRZIC);0;12.500;660;MT Ljubelj;QLD5;2.434;88;2.126;17;155;25;17;2;4;28;PLDP
G2;101;0231;BISTRICA(TRZIC) - ZVIRCE;0;3.280;3;Kovor;QLTC8;9.077;82;8.118;25;665;85;45;18;39;96;PLDP
G2;101;0230;ZVIRCE - PODTABOR;0;1.228;554;Zvirce;ROCNO;8.400;70;7.474;23;660;80;40;18;35;88;PLDP
G2;102;1031;MP ROBIC - ROBIC;0;4.800;655;MT Robic;QLD6;975;34;864;2;38;6;8;14;9;22;DIST
G2;102;1031;ROBIC - STARO SELO;4.800;5.630;914;Staro selo;QLD6;1.847;52;1.649;4;93;10;15;14;10;28;DIST
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;ROCNO;2.500;60;2.270;10;100;15;20;15;10;36;PLDP
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLD6;3.805;140;3.267;21;259;30;50;19;19;68;WIM
G2;102;1006;IDRSKO - PERSETI;0;11.715;97;Perseti;QLD6;4.148;135;3.525;19;288;45;83;22;31;98;DIST
G2;102;1040;PERSETI - MOST NA SOCI;0;7.334;405;Prapetno;QLD6;3.945;77;3.433;26;259;36;79;19;16;85;DIST
G2;102;1039;MOST NA SOCI - BACA;0;2.205;533;Most na Soci;ROCNO;4.850;80;4.380;30;210;60;50;20;20;83;PLDP
G2;102;1038;BACA - DOL. TREBUSA;0;8.550;104;Slap ob Idrijci;PRAZNO;2.110;9;1.824;17;150;30;55;10;15;60;PLDP
G2;102;1037;DOL TREBUSA - ZELIN;0;13.118;406;Stopnik;QLD5;1.212;16;965;16;79;41;70;11;14;68;PLDP
G2;102;1036;ZELIN - SP. IDRIJA(MAROF);0;11.300;447;Otalez;QLD6;2.303;52;1.955;33;168;23;40;14;18;65;PLDP
G2;102;1035;SP. IDRIJA;0;1.900;;;P;5.770;50;5.290;55;200;65;50;20;40;112;PLDP
G2;102;1034;SP. IDRIJA - GODOVIC;0;13.277;617;Idrija;QLD6;4.159;77;3.503;70;315;54;76;24;40;90;WIM
G2;102;1033;GODOVIC - KALCE;0;11.233;100;Hotedrsica;QLD6;3.767;74;3.127;36;293;38;79;45;75;107;WIM
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLD6;6.182;190;5.134;68;442;77;119;64;88;205;WIM
G2;102;1461;LOGATEC - PRIKLJ. LOGATEC;0;1.672;395;Logatec 2;QLTC10;9.770;44;8.261;24;899;152;105;89;196;299;PLDP
G2;103;1007;PERSETI - USNIK;0;4.015;546;Volce;ROCNO;3.370;105;2.835;25;210;55;85;20;35;105;PLDP
G2;103;1008;USNIK - KANAL;0;12.580;616;Doblar;QLD6;3.300;102;2.769;23;254;39;54;19;40;89;PLDP
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;QLTC10;5.781;122;4.907;23;386;71;47;27;198;210;PLDP
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLTC10;6.443;127;5.538;24;408;74;47;27;198;211;PLDP
G2;103;1390;SOLKAN-NOVA GORICA (KROMBERK);0;1.972;693;Solkan 3;QLTC8;7.876;133;6.714;23;559;95;109;34;209;256;PLDP
G2;103;1486;KROMBERK  -  ROZNA DOLINA;0;2.589;222;Panovec;QLTC8;24.152;190;22.032;136;1.293;151;119;27;204;331;PLDP
G2;103;1447;NG(R. DOLINA)  -  SEMPETER;0;2.315;227;Sempeter RD;QLTC10;11.468;90;10.227;19;701;93;81;32;225;251;PLDP
G2;104;1136;KRANJ - LETALISCE BRNIK;0;6.000;200;KR Primskovo 1;QLTC8;25.243;124;22.533;96;1.802;227;132;86;243;331;DIST
G2;104;1136;LETALISCE BRNIK - SP.BRNIK;6.000;8.453;627;Brnik;QLTC8;10.383;99;8.495;95;894;250;145;86;319;386;DIST
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;781;Komenda;QLTC10;9.071;81;7.370;52;845;220;112;79;312;340;WIM
G2;104;1138;MOSTE - MENGES;0;3.900;115;Topole;QLTC10;9.649;62;7.978;54;899;159;125;74;298;387;PLDP
G2;104;1496;MENGES (SLOVENSKA C.) ;0;1.548;;;P;8.500;45;7.445;40;650;100;65;45;110;186;PLDP
G2;104;1388;MENGES (KAMNISKA C. - KOLODVORSKA);0;802;;;P;7.700;55;6.805;10;550;90;60;30;100;146;PLDP
G2;104;1139;MENGES (KOLODVORSKA C.) - LOKA;0;1.975;918;Menges;QLTC8;8.034;45;7.155;9;573;75;56;26;95;134;PLDP
G2;104;1139;LOKA - TRZIN;1.975;4.530;116;Loka;QLTC10;15.816;89;14.010;54;1.143;170;92;57;201;296;PLDP
G2;104;0295;TRZIN - LJ(CRNUCE);0;3.687;73;Trzin;QLTC8;31.779;173;28.447;161;2.214;288;172;78;246;323;WIM
G2;104;0087;LJ(CRNUCE  -  BRNCICEVA);0;890;172;S Vpadnica;QLTC8;33.606;142;30.063;59;2.499;329;171;76;267;304;DIST
G2;104;0087;LJ(BRNCICEVA  -  TOMACEVO);890;2.870;;;P;41.500;145;37.345;70;2.550;450;400;110;430;711;PLDP
G2;105;0254;NOVO MESTO (AC  -  LOCNA);0;910;;;P;16.100;65;13.750;60;1.230;260;215;220;300;560;PLDP
G2;105;0257;NOVO MESTO (LOCNA - KRKA);0;1.070;193;NM Locna;QLTC10;18.080;59;16.117;48;1.144;174;109;177;252;263;DIST
G2;105;1511;NOVO MESTO (KRKA) ;0;940;118;NM Obvoznica;QLTC8;17.634;55;15.625;56;1.139;210;138;175;236;273;DIST
G2;105;0255;NOVO MESTO(KRKA - REVOZ);0;1.805;177;NM Zabja vas;QLTC8;12.446;61;10.718;70;910;187;122;167;211;254;DIST
G2;105;0256;NOVO MESTO(REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLD6;4.553;39;3.940;35;310;42;66;39;82;92;WIM
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLD6;2.604;20;2.402;8;90;6;8;17;53;36;DIST
G2;106;0215;LJ(RUDNIK) - SKOFLJICA;0;4.555;6;Skofljica;QLTC8;17.762;132;15.670;181;1.280;181;126;61;131;250;WIM
G2;106;0260;SKOFLJICA;0;520;;;P;14.000;100;12.555;130;760;180;100;65;110;287;PLDP
G2;106;0261;SKOFLJICA - RASICA;0;16.290;117;Zelimlje;QLTC10;7.880;72;6.936;66;520;121;44;39;82;234;WIM
G2;106;0262;RASICA - ZLEBIC;0;12.425;410;Zlebic;QLTC10;6.614;73;5.707;58;503;85;67;37;84;235;DIST
G2;106;0263;ZLEBIC - BREG;0;2.300;;;P;6.800;70;5.800;60;570;90;70;60;80;187;PLDP
G2;106;0263;BREG - HROVACA;2.300;4.500;;;P;9.300;90;8.260;60;580;100;60;60;90;192;PLDP
G2;106;0263;HROVACA - DOLENJA VAS;4.500;9.490;751;Gorica vas;QLTC10;8.073;96;7.055;52;557;97;51;63;102;201;DIST
G2;106;0263;DOLENJA VAS - KOCEVJE;9.490;18.779;619;Stara Cerkev;QLD6;5.443;59;4.751;46;326;36;74;76;75;187;WIM
G2;106;0264;KOCEVJE ;0;1.900;;;P;7.000;65;6.345;50;320;40;60;60;60;150;PLDP
G2;106;0264;KOCEVJE - LIVOLD;1.900;6.269;744;Kocevje;QLD6;4.870;67;4.407;15;252;39;43;25;22;71;PLDP
G2;106;0265;LIVOLD - STALCERJI;0;6.200;119;Stalcerji;QLD6;1.893;50;1.666;12;109;12;17;16;11;36;PLDP
G2;106;0265;STALCERJI - FARA;6.200;21.580;750;Banja Loka;ROCNO;1.100;50;908;10;100;10;7;10;5;22;PLDP
G2;106;0266;FARA - PETRINA;0;2.450;742;Petrina 1;QLD;792;47;680;2;44;4;5;4;6;11;PLDP
G2;106;0266;PETRINA - MP PETRINA;2.450;2.560;507;MP Petrina;ROCNO;230;10;201;2;10;5;2;0;0;3;PLDP
G2;106;0216;SKOFLJICA - SMARJE SAP;0;2.461;26;Skofljica 2;QLD6;4.060;29;3.538;13;329;41;58;19;33;80;PLDP
G2;107;1274;CELJE - STORE;0;4.500;420;Celje Teharje;QLTC8;15.374;83;13.752;66;875;189;149;57;203;339;DIST
G2;107;1274;STORE -  SENTJUR;4.500;10.902;134;Sentjur;QLTC10;10.918;74;9.878;58;578;115;80;39;96;193;DIST
G2;107;1275;SENTJUR - SMARJE PRI JELSAH;0;11.300;622;Stopce;QLTC10;8.601;58;7.503;33;569;106;105;65;162;257;WIM
G2;107;1275;SMARJE PRI JELSAH - MESTINJE;11.300;14.307;188;Mestinje;QLTC10;7.969;52;6.907;40;530;126;85;70;159;255;DIST
G2;107;1238;MESTINJE - PODPLAT;0;2.060;756;Podplat 3;QLTC10;8.212;66;7.012;34;572;155;115;84;174;296;DIST
G2;107;1276;PODPLAT - TEKACEVO;0;2.450;136;Podplat 2;QLTC8;8.391;56;7.264;38;568;135;116;62;152;263;DIST
G2;107;1276;TEKACEVO  -  KOTEC;2.450;10.600;687;Cerovec;QLD6;3.481;19;3.005;9;204;37;60;75;72;149;DIST
G2;107;1276;KOTEC - ROGATEC;10.600;12.500;696;Brezovec;QLD6;5.221;33;4.643;34;257;38;59;56;101;168;DIST
G2;107;1277;ROGATEC;0;2.000;;;P;2.500;15;2.100;50;160;35;40;40;60;126;PLDP
G2;107;1277;ROGATEC - MP DOBOVEC;2.000;7.774;337;MP Dobovec;QLD6;1.094;8;932;10;47;5;11;28;53;69;PLDP
G2;108;1180;CRNUCE - SENTJAKOB;0;3.580;120;Sentjakob;QLTC10;7.964;54;6.720;46;821;135;69;34;85;160;DIST
G2;108;1181;SENTJAKOB - DOLSKO;0;7.000;114;Dol;QLTC8;12.214;77;10.942;50;839;104;80;34;88;163;DIST
G2;108;1181;DOLSKO - RIBCE;7.000;14.870;121;Senozeti;QLD6;7.985;54;7.149;31;494;56;86;30;85;144;WIM
G2;108;1182;RIBCE - LITIJA;0;13.443;678;Zgornji Log;QLD6;7.588;58;6.759;31;466;60;104;30;80;151;DIST
G2;108;1183;LITIJA - ZAGORJE;0;14.981;620;Renke;QLD6;4.270;53;3.663;27;311;50;66;23;77;63;WIM
G2;108;1184;ZAGORJE - TRBOVLJE;0;4.316;122;Trbovlje 4;QLTC10;7.360;84;6.512;16;452;74;84;22;116;76;WIM
G2;108;1185;TRBOVLJE - HRASTNIK;0;5.162;123;Hrastnik;QLTC10;7.182;81;6.330;50;405;83;89;23;121;89;DIST
G2;108;1186;HRASTNIK - ZIDANI MOST;0;8.291;124;Suhadol;QLD3;1.454;23;1.331;0;90;9;1;0;0;3;PLDP
G2;109;1453;DOLGA VAS - MP DOLGA VAS;0;584;141;MT Dolga vas;QLTC8;3.932;26;1.708;17;241;48;26;269;1.597;1.340;PLDP
G2;109;0357;LENDAVA - PETISOVCI;0;3.500;89;Lendava 2;ROCNO;3.000;45;2.365;35;170;45;25;65;250;263;PLDP
G2;109;0357;PETISOVCI - MP PETISOVCI;3.500;4.498;143;MP Petisovci;QLTC10;2.901;26;2.380;24;122;26;16;64;243;242;PLDP
G2;111;1504;KOPER(ZUSTERNA) - RUDA(IZOLA);0;3.295;626;Izola;QLTC8;26.848;319;24.363;162;1.596;159;149;25;75;226;WIM
G2;111;0373;RUDA(IZOLA) - BELVEDER;0;4.750;13;Izolska obvoznica;QLTC8;16.040;205;14.638;67;943;92;62;8;25;113;PLDP
G2;111;0373;BELVEDER - VALETA;4.750;8.255;901;Belveder;QLTC8;20.590;320;18.687;147;1.230;107;63;7;29;165;PLDP
G2;111;0239;VALETA - LUCIJA;0;1.770;;;P;10.950;120;9.919;50;700;90;45;6;20;90;PLDP
G2;111;0239;LUCIJA -  SECOVLJE;1.770;7.000;10;Seca;QLD*;8.985;57;8.308;33;451;73;41;6;16;71;PLDP
G2;111;0239;SECOVLJE - MP SECOVLJE;7.000;7.280;500;MP Secovlje;QLD;4.380;71;4.068;20;210;5;3;2;1;16;PLDP
G2;112;1254;MP HOLMEC - POLJANA;0;3.881;662;MT Holmec;QLD6;2.062;33;1.813;3;115;7;21;32;38;62;PLDP
G2;112;1255;POLJANA - PREVALJE;0;2.000;432;Prevalje;QLTC10;7.870;69;7.023;53;476;72;61;29;87;147;DIST
G2;112;1255;PREVALJE - RAVNE;2.000;8.047;752;Dobja vas;QLTC8;14.027;94;12.606;84;847;124;132;35;105;225;DIST
G2;112;1256;RAVNE - DRAVOGRAD;0;7.008;160;Ravne;QLTC10;6.385;26;5.449;69;462;109;99;41;130;218;WIM
R1;201;0201;MP KORENSKO SEDLO - PODKOREN;0;3.755;659;MT Korensko sedlo;QLD5;1.549;123;1.260;6;144;7;7;0;2;9;PLDP
R1;201;0202;PODKOREN - KR.GORA;0;2.550;;;P;4.550;120;3.943;55;340;55;25;5;7;54;PLDP
R1;201;0203;KR.GORA - GOZD MARTULJEK;0;3.900;777;Kranjska Gora;QLD6;5.866;120;5.109;85;447;45;45;5;10;77;PLDP
R1;201;0203;GOZD MARTULJEK - MOJSTRANA-DOVJE;3.900;12.100;631;Gozd Martuljek;QLD5;5.485;110;4.855;88;282;75;58;10;7;92;PLDP
R1;201;0204;DOVJE - MOJSTRANA-KRAJE;0;2.420;776;Dovje;QLD6;5.405;110;4.708;78;407;30;44;13;15;79;PLDP
R1;201;0205;KRAJE - HRUSICA;0;4.030;902;Hrusica;QLTC8;6.989;135;6.171;88;466;50;52;9;18;54;WIM
R1;202;0234;MP RATECE - RATECE;0;1.380;658;MT Ratece;QLD5;1.913;88;1.678;19;91;19;13;1;4;22;PLDP
R1;202;0233;RATECE - PODKOREN;0;2.926;778;Ratece;ROCNO;2.700;90;2.398;55;100;30;20;2;5;44;PLDP
R1;203;1002;MP PREDEL - KLUZE;0;12.500;657;MT Predel;QLD5;610;71;455;7;51;11;13;1;1;13;PLDP
R1;203;1002;KLUZE - BOVEC;12.500;14.904;536;Kluze;ROCNO;900;110;670;10;80;11;15;2;2;16;PLDP
R1;203;1003;BOVEC(PO OBVOZNICI) - ZAGA;0;9.904;535;Bovec;QLD;1.449;120;1.120;12;157;14;19;3;4;22;PLDP
R1;203;1004;ZAGA - KOBARID;0;13.395;96;Srpenica;QLD5;1.825;97;1.401;27;193;39;50;7;11;27;WIM
R1;204;1012;SEMPETER - VOLCJA DRAGA;0;2.800;262;Volcja Draga;QLD6;9.188;90;8.547;25;426;55;36;4;5;45;PLDP
