Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP;
R2;413;1080;VODICE - MOSTE;0;4.350;229;Zeje;QLD6;8.207;39;6.994;11;764;105;126;55;113;194;PLDP;
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Kriz;QLD6;9.485;69;8.332;34;726;118;108;33;65;153;PLDP;
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLD;2.993;47;2.562;20;238;55;30;6;35;60;PLDP;
R2;414;1349;TUHINJ - LOCICA;15.600;28.318;41;Locica;QLD6;1.504;36;1.213;8;143;32;31;8;33;51;PLDP;
R2;415;1216;ZELODNIK - KRTINA;0;1.000; ; ;P;3.600;35;3.055;35;245;70;90;30;40;118;PLDP;
R2;415;1216;KRTINA - MORAVCE;1.000;9.000;304;Krtina;QLD6;6.107;34;5.511;33;357;46;56;25;45;95;PLDP;
R2;415;1216;MORAVCE - DRTIJA;9.000;11.080; ; ;P;2.000;30;1.705;15;130;40;45;5;30;59;PLDP;
R2;415;1217;DRTIJA - TRATA;0;7.080; ; ;P;1.950;20;1.685;10;120;35;35;15;30;57;PLDP;
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrse;QLD5;1.104;17;943;7;53;16;34;15;19;44;PLDP;
R2;416;1346;LITIJA - SMARTNO;0;2.670;391;Litija;QLD6;4.010;44;3.569;7;255;35;66;17;17;64;PLDP;
R2;416;1165;SMARTNO PRI LITIJI ;0;260; ; ;P;5.150;35;4.595;10;370;60;65;10;5;58;PLDP;
R2;416;1347;SMARTNO - GRM;0;14.746;375;Crni Potok;QLD5;1.134;27;968;4;60;25;42;4;4;33;PLDP;
R2;416;1425;GRM - RADOHOVA VAS;0;750; ; ;P;2.380;10;2.045;5;160;70;50;15;25;66;PLDP;
R2;416;1348;RADOHOVA VAS - BIC;0;2.951; ; ;P;1.350;7;933;5;145;110;75;30;45;109;PLDP;
R2;417;1190;SMARTNO PRI LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5;898;13;754;3;47;28;46;5;2;34;PLDP;
R2;417;1190;M. KOSTREVICA - LJUBEZ V LAZIH;1.500;8.509; ; ;P;800;10;708;2;55;20;5;0;0;7;PLDP;
R2;417;1187;LJUBEZ V LAZIH - MORAVCE;0;6.310;282;Moravce;R 11x4;810;9;717;2;62;15;5;0;0;6;PLDP;
R2;417;4326;MORAVCE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;R 11x4;490;9;419;2;46;11;3;0;0;5;PLDP;
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLD6;1.300;14;1.147;13;66;15;27;8;10;33;PLDP;
R2;418;1200;ZBURE - SKOCJAN;0;3.940;291;Skocjan 1;R 07x1;2.100;20;1.775;35;145;55;40;10;20;65;PLDP;
R2;418;1201;SKOCJAN - DOBRUSKA VAS;0;3.281;416;Dobruska vas;QLD5;3.462;27;3.061;24;168;56;94;12;20;88;PLDP;
R2;418;1202;DOBRUSKA V. - SENTJERNEJ;0;5.704;293;Drama;QLD5;2.572;16;2.235;9;143;58;73;17;21;76;PLDP;
R2;419;1203;SOTESKA - STRAZA;0;5.440;920;Dolenje Polje;QLD6;3.212;40;2.810;19;187;36;44;47;29;85;PLDP;
R2;419;1203;STRAZA - NM DRSKA;5.440;12.230;294;Potok;QLD6;4.981;30;4.620;41;211;28;23;15;13;52;PLDP;
R2;419;1203;NM DRSKA - NM ZABJA VAS;12.230;14.471; ; ;P;15.800;50;14.955;45;560;60;70;25;35;104;PLDP;
R2;419;1204;NOVO MESTO - RATEZ;0;6.160;476;Mali Slatnik;R 07x1;6.700;45;6.000;40;390;85;75;45;20;112;PLDP;
R2;419;1204;RATEZ - SENTJERNEJ;6.160;15.626;295;Mokro Polje;QLD6;2.780;29;2.469;31;120;35;55;23;18;73;PLDP;
R2;419;1205;SENTJERNEJ - KOSTANJEVICA;0;7.000;683;Sentjernej;QLD6;3.663;35;3.316;36;176;34;43;13;10;58;PLDP;
R2;419;1205;KOSTANJEVICA - KRIZAJ;7.000;10.203;296;Malo Mrasevo 2;QLD6;2.813;43;2.455;29;167;35;59;12;13;64;PLDP;
R2;419;1206;KRIZAJ - CATEZ OB SAVI;0;12.868;297;Zupeca vas;QLD6;2.840;35;2.499;28;180;30;42;15;11;55;PLDP;
R2;420;1335;BREZICE - DOBOVA;0;4.500;368;Mostec;QLD3;3.537;7;3.250;11;186;27;42;7;7;40;PLDP;
R2;420;1335;DOBOVA - M.P. RIGONCE;4.500;6.813;676;MP Rigonce;QLD3;1.158;11;1.089;2;38;9;8;1;0;7;PLDP;
R2;421;2506;RUCETNA VAS - STREKLJEVEC;0;7.209;460;Semic;QLD6;2.661;14;2.345;13;181;28;49;13;18;55;PLDP;
R2;421;2507;STREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5;1.166;9;998;7;54;30;44;12;12;46;PLDP;
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5;1.246;17;1.078;8;58;26;40;9;10;40;PLDP;
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLD6;5.187;24;4.763;26;260;30;46;19;19;64;PLDP;
R2;423;1226;SENTJUR - CRNOLICA;0;2.330;757;Crnolica;QLTC10;6.903;13;6.334;30;358;64;72;17;15;82;PLDP;
R2;423;1281;CRNOLICA - LESICNO;0;18.149;271;Jelce;QLD5;1.181;15;1.027;11;73;19;26;3;7;28;PLDP;
R2;423;1282;LESICNO - SONOVO;0;3.300;292;Sonovo;R 10x4;1.300;20;1.139;10;60;45;20;3;3;27;PLDP;
R2;423;1282;SONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5;1.207;15;1.021;11;87;36;27;4;6;32;PLDP;
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;R 09x4;850;20;721;10;55;20;7;7;10;22;PLDP;
R2;423;1243;BISTRICA OB SOTLI - MP BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLD6;417;5;347;2;14;4;6;16;23;29;PLDP;
R2;424;1166;BOSTANJ - ORESJE/SEVNICI;0;5.700; ; ;P;1.700;10;1.605;10;75;0;0;0;0;4;PLDP;
R2;424;1166;ORESJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5;542;6;450;7;41;12;21;2;3;19;PLDP;
R2;424;1170;PLANINA - DEZNO;0;1.115; ; ;P;410;3;337;5;30;10;15;5;5;18;PLDP;
R2;424;1225;DEZNO - CRNOLICA;0;11.800;313;Dobje;QLD;2.192;10;1.954;10;135;27;38;8;10;40;PLDP;
R2;425;1265;POLJANA - MEZICA;0;3.310;323;Poljana;QLD5;4.924;38;4.354;50;259;69;78;40;36;122;PLDP;
R2;425;1265;MEZICA - CRNA;3.310;11.420;579;Mezica;QLD6;3.152;24;2.722;41;209;30;53;21;52;96;PLDP;
R2;425;1265;CRNA - SENTVID;11.420;23.786;434;Javorje;QLD5;346;14;288;1;21;4;14;2;2;11;PLDP;
R2;425;1266;SENTVID - SOSTANJ;0;16.605;324;Sentvid;R 11x4;1.560;21;1.438;13;55;21;7;3;2;16;PLDP;
R2;425;1267;SOSTANJ - PESJE;0;1.835;167;Sostanj;QLTC10;12.027;81;10.706;73;787;131;158;30;61;193;PLDP;
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLD;11.895;87;10.532;96;720;153;155;61;91;244;PLDP;
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLD6;6.355;55;5.643;36;359;54;85;50;73;145;PLDP;
R2;426;7949;GORENJE  -  RECICA;0;4.220;35;Paska vas;QLD6;3.780;2;3.432;22;198;37;36;12;41;68;PLDP;
R2;426;7949; RECICA - LETUS;4.220;5.795;176;Recica ob Paki;QLD5;3.361;46;2.899;24;206;49;72;27;38;97;PLDP;
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;QLD6;5.207;3;4.752;30;326;30;42;9;15;55;PLDP;
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLD5;1.143;33;1.032;2;44;15;15;0;2;13;PLDP;
R2;427;1351;SPODNJE GABRSKO - TRBOVLJE;17.800;19.617; ; ;P;6.000;40;5.670;55;120;40;45;15;15;73;PLDP;
R2;428;1249;RADMIRJE - LUCE;0;12.165;202;Ljubno;QLD6;2.080;45;1.826;18;124;18;30;10;9;38;PLDP;
R2;428;1250;LUCE - SESTRE LOGAR;0;13.800;201;Robanov Kot;QLD3;707;35;663;5;4;0;0;0;0;2;PLDP;
R2;428;1252;S.LOGAR - PAVLICEVO SEDLO;0;7.453; ; ;P;30;2;25;1;2;0;0;0;0;0;PLDP;
R2;429;1245;VISNJA VAS - STRMEC;0;1.600;321;Visnja vas;QLD6;5.608;2;5.216;25;273;38;37;8;9;47;PLDP;
R2;429;1245;STRMEC - DOBRNA;1.600;7.520;348;Lemberg;QLD6;3.470;46;3.121;20;200;35;31;8;9;42;PLDP;
R2;429;1154;ODCEP V DOBRNO;0;1.695; ; ;P;2.750;40;2.517;20;135;20;10;3;5;23;PLDP;
R2;429;1422;DOBRNA - CRNOVA;0;3.400;320;Crnova 2;QLTC10;3.444;45;3.098;6;210;36;35;7;7;36;PLDP;
R2;430;0273;MB(PTUJSKA) - MB(TRZASKA);0;1.490; ; ;P;20.200;70;17.790;175;1.300;275;110;90;390;484;PLDP;
R2;430;0273;MB(TRZASKA) - HOCE;1.490;4.860; ; ;P;33.900;100;30.520;180;2.000;360;180;120;440;589;PLDP;
R2;430;0381;HOCE  - SLIVNICA;0;965;17;Hoce;QLTC8;29.457;107;26.378;117;1.829;305;161;112;448;541;PLDP;
R2;430;0274;SLIVNICA - FRAM;0;4.810;906;Radizel;QLD;7.155;126;6.600;57;283;40;38;5;6;58;PLDP;
R2;430;0274;FRAM - SL.BISTRICA;4.810;13.060;38;Bukovec;QLD5;6.046;103;5.436;57;320;60;53;5;12;73;PLDP;
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S ;0;1.430;570;Brinje;R 11x4;4.000;33;3.629;12;170;90;24;11;31;61;PLDP;
R2;430;0275;SL.BISTRICA ;0;2.626; ; ;P;13.800;10;13.170;80;190;240;50;25;35;145;PLDP;
R2;430;0276; SL.BISTRICA - LOZNICA;0;1.593;569;Slovenska Bistica;PRAZNO;7.400;7;6.552;53;455;180;90;33;30;143;PLDP;
R2;430;0277;LOZNICA - TEPANJE;0;7.910;608;Vrhole;QLD6;2.633;75;2.217;27;124;86;71;11;22;85;PLDP;
R2;430;0278;TEPANJE - SL.KONJICE;0;3.154;48;Dobrnez;QLD6;10.517;87;9.165;65;727;128;140;73;132;251;PLDP;
R2;430;0279;SL.KONJICE ;0;815; ; ;P;11.200;110;10.110;140;230;240;220;40;110;311;PLDP;
R2;430;0280;SL.KONJICE - DOBRAVA;0;3.000;49;Zece 2;QLTC10;11.106;127;9.760;94;693;200;95;37;100;213;PLDP;
R2;430;0280;DOBRAVA - STRANICE;3.000;5.160;56;Zece;QLD;7.968;114;6.893;59;531;160;86;35;90;178;PLDP;
R2;430;0281;STRANICE - VISNJA VAS;0;10.200;67;Frankolovo;QLD5;6.253;86;5.461;58;305;127;127;29;60;123;WIM;
R2;430;0282;VISNJA VAS - CELJE AC;0;6.100;68;Vojnik;QLD6;14.188;106;12.892;85;724;131;146;34;70;200;PLDP;
R2;430;0282;CELJE AC - CELJE;6.100;8.042;695;CE Hudinja;QLTC10;27.022;123;23.782;123;1.739;406;176;149;524;642;PLDP;
R2;431;1350;ZG.DOLIC - STRANICE;0;18.621;377;Vitanje;QLD6;2.587;32;2.227;17;195;38;39;11;28;59;PLDP;
R2;432;1440;ROGATEC;0;180;414;MP Rogatec;QLD3;1.416;8;1.272;8;60;13;19;16;20;38;PLDP;
R2;432;1284;ROGATEC - MAJSPERK;0;15.845;336;Stoperce;QLD3;938;13;802;9;47;24;31;4;8;32;PLDP;
R2;432;1411;MAJSPERK ;0;480; ; ;P;3.000;25;2.460;45;260;145;40;10;15;84;PLDP;
R2;432;1285;MAJSPERK - APASKI KRIZ;0;7.542;441;Lovrenc;QLD;4.851;61;4.391;30;241;43;48;17;20;68;PLDP;
R2;432;6276;APASKI KRIZ  -  KIDRICEVO;0;2.874;586;Kidricevo;QLD6;5.041;17;4.491;38;279;68;92;19;37;111;PLDP;
R2;433;1287;SENARSKA - LENART;0;4.014;442;Lenart vzhod;QLD5;3.705;36;3.387;24;160;41;37;6;14;49;PLDP;
R2;433;1288;LENART - KRIZ. SV.ANA;0;4.700;339;Zerjavci;QLD5;3.569;26;3.262;18;122;65;58;9;9;61;PLDP;
R2;433;1288;KRIZ. SV.ANA - ZG.SCAVNICA;4.700;11.200;28;Zgornja Scavnica 1;R 11x4;1.390;11;1.306;6;40;10;6;7;4;14;PLDP;
R2;433;1288;ZG.SCAVNICA - TRATE;11.200;15.950;29;Zgornja Scavnica 2;R 11x4;1.550;10;1.458;6;45;15;5;7;4;15;PLDP;
R2;433;1289;TRATE - MOST CEZ MURO;0;2.040;27;Trate;R 11x4;1.700;14;1.584;17;57;12;3;6;7;19;PLDP;
R2;433;1289;MOST CEZ MURO - MP TRATE;2.040;2.120;144;MT Trate;QLD3;2.576;16;2.499;0;61;0;0;0;0;0;PLDP;
R2;434;1352;RADLJE - RADELJSKI PRELAZ;0;6.160;668;MT Radelj;QLD5;852;39;651;4;52;22;34;19;31;54;PLDP;
R2;435;1431;MARIBOR - RUSE;0;9.119;706;Laznica;QLD6;9.266;65;8.424;41;504;70;75;29;58;123;PLDP;
R2;435;1439;RUSE - SELNICA;0;3.198;710;Selnica;QLD5;3.894;44;3.482;8;216;68;56;6;14;58;PLDP;
R2;436;0440;DOLJNA POCEHOVA ;0;931; ; ;P;5.100;60;4.510;30;340;60;50;20;30;81;PLDP;
R2;436;1328;POCEHOVA - ZG.KUNGOTA;0;6.870;429;Zgornja Kungota;QLD3;4.005;24;3.691;27;198;29;23;6;7;37;PLDP;
R2;436;1329;ZG.KUNGOTA - JURIJ;0;5.565;553;MT Jurij;QLD5;541;19;471;2;27;8;10;2;2;10;PLDP;
R2;437;0267;SENTILJ;0;1.620;664;MT Sentilj SC;QLD;4.738;48;3.926;10;229;45;28;87;365;310;PLDP;
R2;437;0268;SENTILJ - PESNICA;0;7.730;628;Ranca;QLD6;3.634;54;3.265;25;183;45;42;6;14;53;PLDP;
R2;437;0268;PESNICA - RONDO POCEHOVA;7.730;10.432; ; ;P;6.900;40;6.050;70;430;140;85;35;50;153;PLDP;
R2;438;1306;SENTILJ - TRATE;0;13.409;350;Selnica ob Muri;QLD6;2.074;27;1.817;22;92;13;15;22;66;74;PLDP;
R2;438;1307;TRATE - GORNJA RADGONA;0;15.579;361;Apace;QLD6;2.771;33;2.501;19;146;19;26;12;15;42;PLDP;
R2;439;1299;KOBILJE - DOBROVNIK;0;7.730;493;Kobilje;R 07x1;800;5;708;10;55;15;5;1;1;11;PLDP;
R2;439;1300;DOBROVNIK - RENKOVCI;0;4.230;45;Dobrovnik;R 11x4;1.120;8;959;13;78;21;32;3;6;31;PLDP;
R2;439;1301;RENKOVCI - BELTINCI;0;6.502;346;Renkovci;QLD5;1.637;17;1.479;10;78;19;24;3;7;26;PLDP;
R2;439;1302;BRATONCI - DOKLEZOVJE;0;3.800;53;Bratonci;R 07x4;2.450;35;2.163;12;115;65;25;10;25;52;PLDP;
R2;439;1302;DOKLEZOVJE - KRIZEVCI;3.800;9.490;347;Doklezovje;QLD6;4.391;38;3.922;25;256;59;56;12;23;72;PLDP;
R2;439;1303;KRIZEVCI - ZIHLAVA;0;11.630;357;Berkovci;R 09x4;950;20;770;5;70;20;40;15;10;42;PLDP;
R2;439;1304;ZIHLAVA - VIDEM;0;2.950;587;Jamna;QLD;2.125;23;1.853;12;145;27;37;15;13;47;PLDP;
R2;439;1305;SV. JURIJ OB SCAVNICI - CERKVENJAK;0;6.986;349;Kraljevci;QLD5;621;10;536;13;34;11;11;3;3;17;PLDP;
R2;439;1525;CERKVENJAK - PRIKLJ.CERKVENJAK;0;1.880; ; ;P;1.400;10;1.248;10;90;15;20;4;3;22;PLDP;
R2;439;1525;PRIKLJ. CERKVENJAK - SENARSKA;1.880;6.735; ; ;P;900;10;801;5;55;10;15;2;2;14;PLDP;
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodisinci;QLD;1.327;17;1.167;4;68;14;24;10;23;37;PLDP;
R2;440;1295;GEDEROVCI - SKAKOVCI;0;3.370;444;Krajna;R 10x4;2.700;25;2.391;20;150;53;26;10;25;54;PLDP;
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080; ; ;P;2.500;20;2.203;20;140;55;20;15;27;56;PLDP;
R2;440;1296;CANKOVA - VECESLAVCI;0;8.500;344;Cankova;QLD5;3.419;31;3.087;24;133;41;56;17;30;76;PLDP;
R2;440;1296;VECESLAVCI - SOTINA;8.500;15.200;681;Sveti Jurij;QLD6;2.328;21;2.059;19;137;18;32;19;23;54;PLDP;
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLD5;1.007;10;890;4;46;8;15;12;22;32;PLDP;
R2;441;1298;MURSKA SOBOTA ;0;1.000; ; ;P;11.200;45;10.740;65;265;40;25;10;10;61;PLDP;
R2;441;1298;MURSKA SOBOTA - VESCICA;1.000;4.000;345;Cernelavci;QLD6;8.910;39;8.451;49;303;24;25;9;10;50;PLDP;
R2;441;1298;VESCICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLD5;4.977;34;4.358;32;436;43;47;12;15;63;PLDP;
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLD6;3.552;26;3.308;6;152;9;17;8;26;34;PLDP;
R2;442;1318;MARTJANCI - MORAVSKE TOPLICE;0;3.970;44;Martjanci;QLD5;5.183;42;4.816;33;179;53;48;6;6;56;PLDP;
R2;442;1318;MORAVSKE TOPLICE - DOBROVNIK;3.970;13.712;494;Filovci;QLD3;1.593;14;1.442;10;73;32;14;3;5;23;PLDP;
R2;442;1319;DOBROVNIK - RONDO DOLGA VAS;0;10.402;358;Mostje;QLD6;2.251;21;2.070;13;94;13;19;9;12;31;PLDP;
R2;443;1397;LIPOVCI - BRATONCI;0;1.348;146;Lipovci;QLD6;11.466;45;10.360;83;538;80;133;64;163;260;PLDP;
R2;443;0320;BRATONCI - BELTINCI;0;2.261; ; ;P;7.200;30;6.530;55;360;90;80;20;35;116;PLDP;
R2;443;0321;BELTINCI - CRENSOVCI;0;5.820;87;Odranci;QLD6;3.676;25;3.380;35;152;19;32;12;21;55;PLDP;
R2;443;0369;CRENSOVCI ;0;409; ; ;P;3.700;30;3.365;35;150;40;45;10;25;67;PLDP;
R2;443;0322;CRENSOVCI - DOL.LAKOS;0;14.052;88;Hotiza;QLD;2.801;25;2.513;33;145;23;33;6;23;53;PLDP;
R2;443;1488;DOL. LAKOS - LENDAVA;0;1.365;907;Lendava;QLD6;2.529;13;2.332;7;133;14;19;3;8;22;PLDP;
R2;443;1320;LENDAVA - DOLINA;0;6.240; ; ;P;1.900;10;1.758;5;90;15;15;2;5;17;PLDP;
R2;443;1320;DOLINA - MP PINCE;6.240;6.495;675;MT Pince;QLD5;403;9;361;2;17;5;7;0;2;7;PLDP;
R2;444;0344;RAZDRTO - MANCE;0;13.470;644;Podgric;QLD6;685;31;448;20;38;30;59;21;38;81;PLDP;
R2;444;0345;MANCE - VIPAVA;0;1.429;735;Gradisce pri Vipavi;QLD6;3.287;17;2.808;31;231;50;73;32;45;108;PLDP;
R2;444;1473;VIPAVA ;0;1.400; ; ;P;5.000;80;4.460;35;240;80;60;15;30;89;DIST;
R2;444;1473;VIPAVA - AJDOVSCINA;1.400;7.040;624;Log pri Vipavi;QLD5;5.874;88;5.353;36;245;81;55;7;9;86;WIM;
R2;444;0387;AJDOVSCINA  (OBVOZNICA) ;0;1.960;917;Ajdovscina;QLTC10;4.028;35;3.302;3;325;68;51;44;200;193;PLDP;
R2;444;0346;AJDOVSCINA - SELO;0;8.550;688;Ajdovscina 2;QLD;6.672;93;6.086;45;345;47;36;7;13;59;PLDP;
R2;444;0347;SELO - TRI HISE;0;8.600;81;Ozeljan;QLD6;5.041;55;4.638;35;231;36;31;6;9;47;PLDP;
R2;444;0347;TRI HISE - AJSEVICA;8.600;10.600;699;Tri hise;QLTC8;9.922;108;8.780;46;618;138;85;36;111;182;PLDP;
R2;444;0347;AJSEVICA  -  NOVA GORICA;10.600;15.350;558;Rozna dolina;QLD6;3.206;38;2.838;25;187;38;40;13;27;63;PLDP;
R2;444;0365;NOVA GORICA;0;690; ; ;P;9.600;190;9.035;70;190;40;15;20;40;83;PLDP;
R2;444;0348;N.GORICA - ROZNA DOLINA;0;130;654;MT Rozna Dolina;QLD5;9.677;186;9.343;4;96;16;30;2;0;21;PLDP;
R2;445;0349;SENOZECE - STORJE;0;8.700;25;Senadolice;QLD6;1.794;3;1.425;13;102;29;43;56;123;145;PLDP;
R2;445;0349;STORJE - SEZANA;8.700;14.185;613;Storje;QLD6;2.842;24;2.376;16;167;36;47;50;126;148;PLDP;
R2;445;0350;SEZANA - FERNETICI;0;1.800;782;Sezana 3;QLTC10;9.787;40;9.055;18;466;59;31;17;101;109;PLDP;
R2;445;0350;FERNETICI - MP FERNETICI;1.800;2.928; ; ;P;9.200;110;8.255;20;600;45;30;40;100;120;PLDP;
R2;446;1016;SEZANA - DIVACA;0;9.770;206;Sezana;QLD6;3.469;62;3.115;12;162;44;30;9;35;56;PLDP;
R2;447;0286;MEDLOG - PETROVCE;0;3.306;69;Dresinja vas;QLD6;15.001;117;13.840;108;666;96;102;29;43;161;PLDP;
R2;447;0287;PETROVCE - ZALEC;0;1.519; ; ;P;13.900;120;12.725;85;680;170;50;30;40;139;PLDP;
R2;447;0367;ZALEC - VRBENSKO POLJE;0;2.220;904;Zalec TUS;QLTC10;12.186;137;11.093;52;663;111;68;22;40;117;PLDP;
R2;447;0367;VRBENSKO POLJE - SEMPETER;2.220;5.980;609;Sempeter;QLD;13.693;127;12.584;88;661;91;79;25;38;134;PLDP;
R2;447;0288;SEMPETER - LATKOVA VAS;0;591; ; ;P;8.350;120;7.275;100;580;125;80;20;50;151;PLDP;
R2;447;0289;LATKOVA VAS - SENTRUPERT;0;1.420; ; ;P;7.800;125;6.540;80;660;170;100;50;75;196;PLDP;
R2;447;0290;SENTRUPERT - VRANSKO;0;9.000;64;Tabor;QLD6;5.222;101;4.251;48;322;153;191;53;103;135;DIST;
R2;447;0290;VRANSKO - LOCICA;9.000;11.905;915;Vransko;QLD6;4.189;103;3.355;41;331;102;128;36;93;99;DIST;
R2;447;0291;LOCICA - TROJANE;0;6.066;71;Trojane 2;QLD;2.604;83;2.034;25;187;98;84;28;65;74;DIST;
R2;447;0292;TROJANE - LUKOVICA;0;15.000;72;Trojane;QLD;2.293;73;1.691;42;152;111;110;36;78;91;WIM;
R2;447;0292;LUKOVICA  -  ZELODNIK;15.000;21.857;332;Sentvid;QLD6;5.269;74;4.421;60;311;129;160;41;73;203;PLDP;
R2;447;0293;ZELODNIK - DOMZALE;0;4.285;610;Zelodnik;QLD6;8.777;86;7.502;94;525;175;232;60;103;165;DIST;
R2;447;0294;DOMZALE - STOB;0;1.560;916;Domzale;QLTC10;11.011;77;9.809;27;807;141;62;30;58;126;PLDP;
R2;447;0294;STOB - TRZIN;1.560;2.603;54;Depala vas;QLTC10;16.347;112;14.649;117;1.146;167;64;31;61;108;DIST;
R2;448;1196;IVANCNA GORICA - GRM;0;5.789;289;Ivancna Gorica;QLD;6.499;43;5.522;21;373;130;167;96;147;366;WIM;
R2;448;1197;GRM - PLUSKA;0;8.298;564;Medvedjek;R 11x4;1.000;9;822;3;82;40;13;12;19;35;PLDP;
R2;448;1160;PLUSKA - TREBNJE PRIKLJ. TREBNJE Z;0;1.126; ; ;P;1.800;15;1.590;10;85;50;15;15;20;44;PLDP;
R2;448;0220;PRIKLJ. TREBNJE Z - TREBNJE;0;4.005;55;Trebnje 2;QLD5;4.711;13;4.075;38;290;88;73;60;74;154;PLDP;
R2;448;0221;GRM - SENTJURIJ;0;5.318;634;Trebnje;QLD5;1.281;14;1.103;6;94;30;23;5;6;46;DIST;
R2;448;1510;SENTJURIJ - PRIKLJ. NM ZAHOD;0;5.756;147;Karteljevo;R 11x4;1.160;8;1.005;2;79;27;20;12;7;28;PLDP;
R2;448;0222;PRIKLJ. NM ZAHOD - LOCNA;0;2.325; ; ;P;700;2;620;10;50;8;5;1;4;11;PLDP;
R2;448;1512;NOVO MESTO (LOCNA - MACKOVEC);0;935;566;Locna;R 07x1;9.000;45;8.328;50;450;55;40;12;20;72;PLDP;
R2;448;0223;MACKOVEC - LESNICA;0;880;922;Mackovec;QLTC10;8.773;12;8.241;48;371;42;35;10;14;61;PLDP;
R2;448;0223;LESNICA - OTOCEC;880;3.878;400;Otocec;QLD5;5.378;38;5.142;24;27;67;53;12;15;67;PLDP;
R2;448;0224;OTOCEC - KRONOVO;0;2.115;919;Gorenje Kronovo;QLD;5.531;4;5.138;28;274;29;34;9;15;50;PLDP;
R2;448;1513;KRONOVO - DOLENJE KRONOVO;0;715; ; ;P;6.700;40;6.215;40;280;45;45;15;20;70;PLDP;
R2;448;1514;DOLENJE KRONOVO - GOR. GOMILA;0;2.750;799;Draga;QLD3;2.584;7;2.382;15;119;18;23;13;7;34;PLDP;
R2;448;1514;GOR.GOMILA - DOBRAVA;2.750;5.374; ; ;P;800;15;683;15;55;15;10;2;5;19;PLDP;
R2;449;0314;PESNICA - LENART;0;12.900;84;Mocna;QLD;3.995;59;3.654;53;170;24;18;7;10;47;PLDP;
R2;449;1543;PRIKLJ. LENART - LENART;0;1.442;793;Lenart;QLD;10.434;78;9.038;74;685;185;100;96;178;290;PLDP;
R2;449;0315;LENART - GORNJA RADGONA;0;17.556;85;Ihova;QLD6;3.769;39;3.059;53;285;58;102;69;104;207;WIM;
R2;449;0316;GORNJA RADGONA;0;1.941;794;Podgrad pri Gornji Radgoni;QLTC8;7.020;77;6.036;67;464;131;68;53;124;199;PLDP;
R2;450;1404;HOCE - PRIKLJ.  ROGOZA;0;1.570;905;Rogoza;QLTC10;8.101;48;6.983;32;584;113;96;48;197;237;PLDP;
R2;450;1404;PRIKLJ.  ROGOZA - LETALISCE MARIBOR;1.570;4.460; ; ;P;1.100;30;861;25;150;30;2;1;1;19;PLDP;
R2;451;1448;ARJA VAS - ZALEC;0;2.090;70;Zalec;QLD5;7.230;38;6.382;38;345;158;137;57;75;199;PLDP;
R2;452;0368;HRUSICA - PLAVZ;0;2.450;530;Jesenice zahod;QLD5;7.019;85;6.235;199;272;83;65;24;56;184;PLDP;
R2;452;0368;PLAVZ - JESENICE;2.450;4.250; ; ;P;10.500;95;9.600;200;350;95;80;30;50;194;PLDP;
R2;452;0368;JESENICE - JAVORNIK;4.250;6.400;531;SL Javornik;QLD6;15.083;110;13.834;161;655;110;83;48;82;213;PLDP;
R2;452;0206;JAVORNIK - ZIROVNICA;0;5.013;603;Moste pri Zirovnici;QLD5;6.313;68;5.766;79;252;51;40;19;38;99;PLDP;
R2;452;0207;ZIROVNICA - LESCE;0;4.957;557;Vrba;QLD5;6.762;69;6.212;62;271;50;40;18;40;93;PLDP;
R2;452;0208;LESCE - RADOVLJICA;0;2.820;632;Radovljica;QLD6;6.416;89;5.831;15;369;56;39;6;11;31;WIM;
