Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov < 3,5t;Sr. tov  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
AC;A1;0044;BLAGOVICA - LUKOVICA;0;8.821;834;Kompolje AC;QLTC8;39.692;88;29.001;240;4.346;593;269;753;4.402;4564;PLDP
AC;A1;0044;LUKOVICA - KRTINA;8.821;12.465;;;P;40.471;90;29.721;240;4.350;600;280;760;4.430;4598;PLDP
AC;A1;0169;PRIKLJ. LUKOVICA ;0;2.279;831;CP Lukovica-LJ;Prazno;2.000;10;1.817;2;120;6;10;5;30;35;PLDP
AC;A1;0143;PRIKLJ. KRTINA;0;340;851;Priklj. Krtina-CE;QLTC8;1.271;3;979;3;157;24;9;17;79;89;PLDP
AC;A1;0143;PRIKLJ. KRTINA;340;761;835;Priklj. Krtina-LJ;QLTC8;5.006;20;4.478;2;334;22;16;23;111;121;PLDP
AC;A1;0045;KRTINA - DOMZALE;0;3.485;;;P;44.206;110;33.036;240;4.700;600;290;770;4.460;4634;PLDP
AC;A1;0046;DOMZALE - SENTJAKOB;0;5.402;830;Psata AC;QLTC8;52.766;130;41.040;240;5.020;686;356;776;4.518;4734;PLDP
AC;A1;0047;SENTJAKOB - SNEBERJE;0;1.159;;;P;65.700;160;53.170;240;5.700;760;410;790;4.470;4748;PLDP
AC;A1;0047;SNEBERJE - LJ (ZADOBRAVA);1.159;2.866;;;P;67.300;180;54.655;225;5.800;780;430;770;4.460;4726;PLDP
AC;A1;0048;LJ (ZADOBROVA - IND. CONA MOSTE);0;536;;;P;78.300;195;67.025;230;6.000;800;500;620;2.930;3416;PLDP
AC;A1;0048;LJ (IND. CONA MOSTE - ZALOSKA);536;1.330;;;P;77.200;190;66.535;220;5.800;825;520;560;2.550;3072;PLDP
AC;A1;0049;LJ (ZALOSKA - LITIJSKA);0;1.277;;;P;65.000;180;54.800;170;5.700;830;480;540;2.300;2808;PLDP
AC;A1;0050;LJ (LITIJSKA - MALENCE);0;3.979;180;V Obvoznica;QLTC8;59.700;170;49.911;160;5.484;830;495;500;2.150;2654;PLDP
AC;A1;0019;LJ (MALENCE - DOLENJSKA C.);0;456;;;P;61.400;175;50.885;250;4.900;670;510;760;3.250;3763;PLDP
AC;A1;0018;LJ (DOLENJSKA  -  PERUZIJEVA);0;2.098;;;P;57.800;170;47.400;210;5.300;580;470;670;3.000;3422;PLDP
AC;A1;0018;LJ (PERUZIJEVA - BARJANSKA);2.098;3.943;178;J Obvoznica;QLTC8;64.201;197;52.551;328;5.939;848;421;767;3.150;3765;PLDP
AC;A1;0017;LJ (BARJANSKA  -  VIC);0;2.758;;;P;63.100;200;51.860;330;5.450;790;420;810;3.240;3855;PLDP
AC;A1;0016;LJ (VIC  -  KOZARJE);0;794;;;P;70.000;220;58.720;360;5.400;780;400;720;3.400;3922;PLDP
AC;A1;0051;LJ (KOZARJE) - BREZOVICA;0;2.408;;;P;71.600;240;58.290;460;4.900;760;350;980;5.620;5953;PLDP
AC;A1;0052;BREZOVICA - VRHNIKA;0;12.424;854;Drenov gric AC;QLTC8;59.900;243;45.881;526;5.860;651;299;930;5.510;5820;PLDP
AC;A1;0150;PRIKLJ. VRHNIKA - LJ;0;1.120;858;CP Vrhnika - LJ;Prazno;10.600;50;9.225;45;650;180;190;90;170;360;PLDP
AC;A1;0150;PRIKLJ. VRHNIKA - KP;1.120;1.381;859;CP Vrhnika - KP;Prazno;2.700;15;2.275;15;150;45;100;40;60;139;PLDP
AC;A1;0053;VRHNIKA - LOGATEC;0;8.279;2103;Verd AC;Prazno;52.000;208;38.931;496;5.360;516;209;880;5.400;5599;PLDP
AC;A1;0151;PRIKLJ. LOGATEC;0;2.480;805;CP Logatec;Prazno;8.800;65;7.265;10;780;250;120;90;220;372;PLDP
AC;A1;0054;LOGATEC - UNEC;0;10.422;897;Laze AC;QLTC8;47.273;161;34.173;451;5.170;604;300;912;5.502;5733;PLDP
AC;A1;0152;PRIKLJ. UNEC - LJ;0;404;824;Priklj. Unec-LJ;QLTC8;4.574;12;3.872;38;412;74;35;48;83;166;PLDP
AC;A1;0152;PRIKLJ. UNEC - KP;404;788;825;Priklj. Unec-KP;QLTC8;2.081;8;1.553;6;238;46;27;42;161;190;PLDP
AC;A1;0055;UNEC - POSTOJNA;0;11.375;822;Ravbarkomanda AC;QLTC8;44.780;157;31.854;419;4.996;576;292;906;5.580;5757;PLDP
AC;A1;0153;PRIKLJ. POSTOJNA - LJ;0;900;826;Prikj. Postojna-LJ;QLTC8;9.197;119;7.406;99;936;142;99;81;315;463;PLDP
AC;A1;0153;PRIKLJ. POSTOJNA - KP;900;1.178;827;Priklj. Postojna-KP;QLTC8;3.771;14;3.112;39;390;50;22;26;118;165;PLDP
AC;A1;0056;POSTOJNA - RAZDRTO;0;9.581;2105;Studenec AC;QLTC8;39.354;52;27.560;359;4.450;484;215;851;5.383;5459;PLDP
AC;A1;0056;RAZDRTO - NANOS;9.581;11.182;2106;Razdrto AC;QLTC8;39.646;51;27.850;358;4.484;480;199;849;5.375;5443;PLDP
AC;A1;0197;PRIKLJ. RAZDRTO - LJ;0;250;828;Priklj. Razdrto-LJ;QLTC8;714;6;555;2;78;10;24;9;30;44;PLDP
AC;A1;0197;PRIKLJ. RAZDRTO - KP;250;698;829;Priklj. Razdrto-KP;QLTC8;1.006;5;845;1;112;6;8;7;22;29;PLDP
AC;A1;0154;RAZCEP NANOS;0;370;894;Razcep Nanos- LJ;QLTC8;10.909;22;6.911;59;1.297;191;72;267;2.090;2009;PLDP
AC;A1;0154;RAZCEP NANOS;370;1.664;895;Razcep Nanos- KP;QLTC8;1.872;8;1.538;17;197;29;8;8;67;83;PLDP
AC;A1;0057;NANOS  -  SENOZECE;0;5.458;2108;Senozece AC;QLTC8;30.609;37;22.477;316;3.384;318;135;590;3.352;3517;PLDP
AC;A1;0155;PRIKLJ. SENOZECE ;0;1.780;818;CP Senozece;Prazno;1.550;5;1.040;25;320;25;25;30;80;122;PLDP
AC;A1;0058;SENOZECE  -   GABRK;0;4.384;812;Cebulovica AC;QLTC8;30.189;97;22.224;301;3.101;314;145;609;3.398;3561;PLDP
AC;A1;0059;GABRK  -  DIVACA;0;2.873;2109;Divaca AC;QLTC8;20.774;83;16.985;97;1.890;169;94;314;1.142;1316;PLDP
AC;A1;0157;PRIKLJ. DIVACA;0;540;808;Priklj. Divaca - LJ;QLTC8;1.234;4;956;8;177;21;9;9;50;62;PLDP
AC;A1;0157;PRIKLJ. DIVACA;540;2.079;809;Priklj. Divaca - KP;QLTC8;1.832;6;1.493;7;167;32;36;13;78;100;PLDP
AC;A1;0060;DIVACA - KOZINA;0;7.151;2101;Kozina AC;QLTC8;21.362;85;17.519;93;1.880;179;119;318;1.169;1350;PLDP
AC;A1;0158;PRIKLJ. KOZINA - LJ;0;700;821;Priklj. Kozina-LJ;QLTC8;2.944;12;2.317;18;340;46;23;40;148;185;PLDP
AC;A1;0158;PRIKLJ. KOZINA - KP;700;2.195;823;Priklj. Kozina-KP;QLTC8;3.155;12;2.624;15;273;38;12;22;159;171;PLDP
AC;A1;0061;KOZINA - KASTELEC;0;8.598;893;Ravne AC;QLTC8;21.573;85;17.826;90;1.813;171;108;300;1.180;1336;PLDP
AC;A1;0061;KASTELEC - CRNI KAL;8.598;11.818;;;P;22.000;90;18.085;100;1.815;210;180;310;1.210;1412;PLDP
AC;A1;0062;CRNI KAL  -  RAZCEP SERMIN;0;6.662;803;Dekani AC;QLTC8;22.678;97;18.672;107;1.817;215;216;305;1.249;1458;PLDP
AC;A1;0062;RAZCEP SERMIN  -  H5;6.662;7.116;;;P;21.400;100;17.440;100;1.800;210;210;300;1.240;1439;PLDP
AC;A2;0001;MP KARAVANKE - HRUSICA;0;5.361;673;MT Karavanke;QLTC8;9.355;38;7.114;96;788;95;60;224;940;1048;PLDP
AC;A2;0002;HRUSICA - LIPCE;0;7.154;;;P;14.400;80;11.440;150;1.260;130;120;270;950;1162;PLDP
AC;A2;0003;LIPCE - LESCE;0;7.950;646;Lipce AC;QLTC8;19.873;83;16.239;186;1.778;208;133;298;948;1236;PLDP
AC;A2;0103;PRIKLJ. LESCE - JESENICE;0;545;810;Priklj. Lesce-Jesenice;QLTC8;4.532;30;3.946;34;378;48;25;16;55;104;PLDP
AC;A2;0103;PRIKLJ. LESCE - KRANJ;545;1.133;811;Priklj. Lesce-Kranj;QLTC8;11.184;51;9.787;78;926;99;79;34;130;243;PLDP
AC;A2;0004;LESCE - RADOVLJICA;0;3.780;2201;Lesce AC;QLTC8;26.525;104;22.080;230;2.326;259;187;316;1.023;1375;PLDP
AC;A2;0004;RADOVLJICA - BREZJE;3.780;6.713;;;P;31.500;110;26.380;240;2.900;300;210;325;1.035;1420;PLDP
AC;A2;0005;BREZJE - PODTABOR;0;5.002;;;P;32.900;120;27.590;250;3.000;320;250;330;1.040;1455;PLDP
AC;A2;0006;PODTABOR - NAKLO;0;3.567;;;P;36.100;110;30.525;270;3.200;350;260;340;1.045;1493;PLDP
AC;A2;0006;NAKLO - KRANJ Z;3.567;7.313;647;Naklo AC;QLTC8;38.779;168;32.967;299;3.261;399;279;350;1.056;1551;PLDP
AC;A2;0007;KRANJ Z - KRANJ V;0;5.674;;;P;38.200;170;32.320;260;3.400;410;260;340;1.040;1500;PLDP
AC;A2;0008;KRANJ V  -  BRNIK;0;3.900;;;P;38.600;140;33.260;250;3.200;310;170;300;970;1344;PLDP
AC;A2;0009;BRNIK  -  VODICE;0;5.246;850;Voglje AC;QLTC8;43.163;150;37.068;238;3.994;301;154;294;964;1317;PLDP
AC;A2;0010;VODICE  - LJ ( SMARTNO);0;6.968;853;Povodje AC;QLTC8;49.269;165;42.369;279;4.334;488;215;331;1.088;1552;PLDP
AC;A2;0011;LJ (SMARTNO  -   BROD);0;2.374;;;P;52.900;170;45.940;280;4.320;520;230;340;1.100;1585;PLDP
AC;A2;0012;LJ (BROD - SENTVID);0;510;;;P;51.300;180;44.250;270;4.300;540;280;360;1.120;1633;PLDP
AC;A2;0013;LJ (SENTVID - PODUTIK);0;3.057;832;Kamna Gorica AC;QLTC8;48.267;188;40.905;208;4.354;570;338;410;1.294;1798;PLDP
AC;A2;0013;LJ (PODUTIK - KOSEZE);3.057;3.459;;;P;50.000;190;42.500;210;4.450;580;350;420;1.300;1820;PLDP
AC;A2;0014;LJ (KOSEZE  -  BRDO);0;1.761;;;P;77.000;270;64.010;310;6.500;1.060;500;680;3.670;4190;PLDP
AC;A2;0015;LJ (BRDO  -  KOZARJE);0;2.392;855;Bokalce AC;QLTC8;72.732;269;59.775;307;6.465;993;530;701;3.692;4213;PLDP
AC;A2;0020;LJ (MALENCE)  -  SMARJE-SAP;0;6.038;645;Smarje Sap AC;QLTC8;49.129;117;41.616;309;3.968;506;266;537;1.810;2339;PLDP
AC;A2;0407;PRIKLJ. SMARJE - SAP NM;0;926;876;Priklj. Smarje Sap-NM;QLTC10;2.635;12;2.270;6;242;39;24;17;25;58;PLDP
AC;A2;0021;SMARJE SAP - CIKAVA;0;1.779;2303;Cikava AC;QLTC8;51.764;129;43.886;315;4.210;545;290;554;1.835;2397;PLDP
AC;A2;0021;CIKAVA - GROSUPLJE;1.779;3.873;;;P;41.800;110;34.220;280;4.000;540;370;530;1.750;2312;PLDP
AC;A2;0022;GROSUPLJE - VISNJA GORA;0;6.740;;;P;37.100;100;30.740;270;3.200;340;210;560;1.680;2157;PLDP
AC;A2;0022;VISNJA GORA - IVANCNA GORICA;6.740;13.061;601;Visnja Gora AC;QLTC8;35.310;93;29.331;268;2.875;398;207;475;1.663;2090;PLDP
AC;A2;0023;IVANCNA GORICA - BIC;0;6.889;870;Dob AC;QLTC8;27.608;60;22.635;247;2.430;227;114;387;1.508;1797;PLDP
AC;A2;0072;BIC - TREBNJE Z;0;7.403;;;P;27.100;65;22.380;240;1.950;270;120;385;1.690;1951;PLDP
AC;A2;0072;TREBNJE Z - TREBNJE V;7.403;14.383;;;P;22.000;50;17.435;225;1.900;250;150;370;1.620;1877;PLDP
AC;A2;0024;TREBNJE V - PRIKLJ. MIRNA PEC;0;4.557;;;P;26.100;70;21.205;220;2.150;275;160;385;1.635;1909;PLDP
AC;A2;0024;PRIKLJ. MIRNA PEC  -  NM PRIKLJ. Z;4.557;10.845;806;Zagorica AC;QLTC8;25.616;51;20.641;231;2.219;279;183;384;1.628;1919;PLDP
AC;A2;0024;NM PRIKLJ. Z - NM PRIKLJ. V;10.845;13.168;;;P;21.300;45;16.610;200;2.100;250;165;330;1.600;1817;PLDP
AC;A2;0025;NM PRIKLJ.V - KRONOVO;0;6.338;;;P;22.900;45;18.490;250;1.900;300;145;310;1.460;1732;PLDP
AC;A2;0026;KRONOVO - DOBRUSKA VAS;0;6.040;602;Draga AC;QLTC8;20.706;44;16.504;242;1.804;238;140;284;1.450;1677;PLDP
AC;A2;0027;DOBRUSKA VAS  -  SMEDNIK;0;5.896;;;P;19.100;45;15.115;220;1.700;225;120;275;1.400;1604;PLDP
AC;A2;0027;SMEDNIK   -  DRNOVO;5.896;13.654;875;Drnovo AC;QLTC8;18.489;42;14.728;218;1.577;159;106;267;1.392;1565;PLDP
AC;A2;0418;PRIKLJ. DRNOVO - NM;0;2.300;873;Priklj. Drnovo-NM;QLTC8;4.692;11;3.976;9;425;70;49;43;109;166;PLDP
AC;A2;0418;PRIKLJ. DRNOVO - CATEZ;2.300;2.844;874;Priklj. Drnovo-Catez;QLTC8;1.800;5;1.487;7;147;18;8;22;106;116;PLDP
AC;A2;0028;DRNOVO  -  BREZICE;0;11.717;2302;Brezice AC;QLTC8;15.597;36;12.239;216;1.299;107;65;246;1.389;1514;PLDP
AC;A2;0029;BREZICE - PRIKLJ. OBREZJE;0;7.008;512;Catez AC;QLTC8;14.386;34;11.156;214;1.138;124;50;242;1.428;1541;PLDP
AC;A2;0029;PRIKLJ. OBREZJE  - OBREZJE TERMINAL;7.008;7.971;;;P;13.300;45;10.345;200;850;95;95;270;1.400;1538;PLDP
AC;A2;0029;OBREZJE TERMINAL - MP OBREZJE;7.971;8.534;511;MP Obrezje;QLD6;11.400;49;8.537;199;804;51;90;290;1.380;1522;PLDP
AC;A3;0068;GABRK - SEZANA V;0;7.977;813;Dane AC;QLTC8;12.406;24;7.691;209;1.464;180;79;330;2.429;2435;PLDP
AC;A3;0069;SEZANA V - SEZANA Z;0;2.698;;;P;10.000;30;5.675;200;1.160;145;70;320;2.400;2384;PLDP
AC;A3;0070;SEZANA Z  -  FERNETICI;0;950;863;Sezana AC;QLTC8;9.649;26;5.717;191;1.104;127;52;279;2.153;2136;PLDP
AC;A3;0070;FERNETICI - MP FERNETICI;950;1.571;653;MT Fernetici;QLD6;19.869;141;14.568;212;1.559;188;86;409;2.706;2727;PLDP
AC;A3;0486;PRIKLJ. FERNETICI;0;643;864;Priklj. Fernetici;QLD6;9.902;140;9.057;24;436;42;28;35;140;179;PLDP
AC;A4;0091;SLIVNICA - LETALISCE MB;0;2.365;;;P;19.800;50;16.275;155;1.680;200;95;220;1.125;1278;PLDP
AC;A4;0091;LETALISCE MB - MARJETA;2.365;6.724;;;P;19.500;50;16.040;150;1.650;180;90;220;1.120;1263;PLDP
AC;A4;0091;MARJETA - ZLATOLICJE;6.724;11.493;890;Prepolje AC;QLTC8;18.450;47;15.114;150;1.579;165;80;210;1.105;1235;PLDP
AC;A4;0091;ZLATOLICJE - HAJDINA;11.493;15.560;;;P;17.900;50;14.685;150;1.500;140;75;200;1.100;1213;PLDP
AC;A4;0092;HAJDINA - DRAZENCI;0;4.510;;;P;16.500;55;13.540;150;1.300;130;75;190;1.060;1170;PLDP
AC;A4;0093;DRAZENCI (-PODLEHNIK);0;680;;;P;12.100;45;9.590;140;1.100;110;65;140;910;994;PLDP
AC;A4;0094;GRUSKOVJE - R HRVASKA;0;921;;;P;9.893;42;7.728;137;840;70;33;105;938;963;PLDP
AC;A5;0806;DRAGUCOVA - PERNICA;0;6.174;877;Dragucova AC;QLTC8;24.319;47;16.731;190;2.777;421;209;543;3.401;3488;PLDP
AC;A5;0806;PERNICA - LENART;6.174;11.326;2007;Mocna AC;QLD*;23.725;46;16.233;188;2.709;411;203;540;3.395;3474;PLDP
AC;A5;0463;PRIKLJ.PERNICA - MB;0;220;878;PR Pernica - MB;QLTC10;1.210;3;1.030;3;131;18;11;5;9;23;PLDP
AC;A5;0463;PRIKLJ.PERNICA - MS;220;440;879;PR Pernica - MS;QLTC10;616;2;532;1;63;8;5;2;3;9;PLDP
AC;A5;0807;LENART - SV.TROJICA;0;5.018;;;P;18.600;45;11.565;130;2.550;360;160;500;3.290;3287;PLDP
AC;A5;0808;SV. TROJICA - PRIKLJ. CERKVENJAK;0;4.560;;;P;17.300;45;10.555;130;2.400;320;120;480;3.250;3213;PLDP
AC;A5;0808;PRIKLJ. CERKVENJAK - SV. JURIJ OB SCAVNICI;4.560;12.520;;;P;16.300;40;9.760;140;2.300;280;100;460;3.220;3161;PLDP
AC;A5;0809;SV.JURIJ OB SCAVNICI - VUCJA VAS;0;8.499;2011;Dragotinci AC;QLTC8;15.762;36;9.464;130;2.124;249;96;455;3.208;3130;PLDP
AC;A5;0174;PRIKLJ. VUCJA VAS - MB;0;400;881;Priklj. Vucja vas-MB;QLTC10;1.730;4;1.438;4;215;19;8;12;30;45;PLDP
AC;A5;0174;PRIKLJ. VUCJA VAS  - MS;400;836;882;priklj. Vucja vas-MS;QLTC10;1.513;4;1.114;13;128;63;62;27;102;153;PLDP
AC;A5;0810;VUCJA VAS - MURSKA SOBOTA;0;6.577;841;Vucja vas AC;QLTC8;15.545;36;9.140;139;2.037;293;150;470;3.280;3238;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - MB;0;2.417;887;Priklj. MS-MB;QLTC8;3.823;7;3.189;15;403;68;61;27;53;116;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - LENDAVA;2.417;2.808;888;Priklj. MS-Lendava;QLTC8;1.830;4;1.458;6;133;36;52;23;118;146;PLDP
AC;A5;0811;MURSKA SOBOTA - LIPOVCI;0;3.798;2009;Rakican AC;QLTC8;13.552;33;7.409;130;1.767;261;141;466;3.345;3267;PLDP
AC;A5;0812;LIPOVCI - GANCANI;0;4.290;;;P;11.800;30;5.955;130;1.650;255;130;420;3.230;3133;PLDP
AC;A5;0812;GANCANI - TURNISCE;4.290;9.535;;;P;12.200;35;6.315;135;1.700;245;120;430;3.220;3130;PLDP
AC;A5;0813;TURNISCE - DOLGA VAS;0;9.628;;;P;11.800;30;6.040;135;1.650;230;95;420;3.200;3093;PLDP
AC;A5;0814;DOLGA VAS - LENDAVA;0;3.964;884;Lendava AC;QLTC8;9.978;21;5.582;134;1.492;191;81;241;2.236;2161;PLDP
AC;A5;0185;PRIKLJ. LENDAVA - MS;0;286;885;Priklj. Lendava-MS;QLTC8;3.258;7;2.418;20;263;64;53;64;369;398;PLDP
AC;A5;0185;PRIKLJ. LENDAVA - PINCE;286;680;886;Priklj. Lendava-Pince;QLTC8;263;1;145;2;50;6;4;6;49;49;PLDP
AC;A5;0816;LENDAVA - PINCE;0;8.432;2010;Pince AC;QLTC8;6.983;15;3.309;116;1.279;133;32;183;1.916;1812;PLDP
AC;A5;0816;PINCE - MP PINCE;8.432;8.709;;;P;6.650;10;3.110;100;1.200;110;30;180;1.910;1786;PLDP
HC;H2;0032;PESNICA - PRIKLJ. PESNICA;0;209;;;P;19.600;70;17.420;105;1.300;170;140;95;300;490;PLDP
HC;H2;0032; PRIKLJ. PESNICA - MARIBOR;209;4.516;16;Meljska HC;QLTC8;19.280;68;17.110;103;1.310;169;109;83;328;490;PLDP
HC;H2;0033;MB(MELJSKA) - POBREZJE;0;1.534;;;P;24.000;75;21.640;85;1.200;270;270;90;370;603;PLDP
HC;H2;0033;POBREZJE - MB(TEZNO);1.534;2.684;15;Maribor HC;QLTC8;26.461;73;23.836;85;1.306;320;301;85;455;693;PLDP
HC;H3;0085;LJ (ZADOBROVA  - LESKOVSKOVA C.);0;920;179;SV Obvoznica;QLTC8;66.502;149;55.934;212;5.360;755;484;508;3.100;3431;PLDP
HC;H3;0085;LJ (LESKOSKOVA C. - SMARTINSKA);920;1.511;891;S obvoznica BTC HC;QLTC8;49.306;140;40.246;180;4.374;620;412;466;2.868;3123;PLDP
HC;H3;0086;LJ (SMARTINSKA - TOMACEVO);0;2.084;;;P;67.700;160;57.520;190;5.200;760;430;490;2.950;3264;PLDP
HC;H3;0088;LJ (TOMACEVO  -  DUNAJSKA);0;1.238;;;P;70.500;190;60.535;185;4.850;720;470;550;3.000;3350;PLDP
HC;H3;0089;LJ (DUNAJSKA - SAVLJE);0;948;;;P;69.300;180;59.200;180;4.800;870;500;520;3.050;3418;PLDP
HC;H3;0089;LJ (SAVLJE - IND. CONA SISKA);948;2.188;174;S Obvoznica;QLTC8;65.628;176;55.402;184;5.170;680;400;564;3.052;3366;PLDP
HC;H3;0089;LJ (IND. CONA SISKA - CELOVSKA);2.188;2.654;;;P;72.000;180;61.970;180;4.950;700;430;560;3.030;3359;PLDP
HC;H3;0090;LJ (CELOVSKA  -  VODNIKOVA);0;666;;;P;63.000;180;53.165;145;4.800;740;450;460;3.060;3297;PLDP
HC;H3;0090;LJ (VODNIKOVA  -  PODUTIK);666;1.477;199;Dravlje HC;QLTC8;58.390;184;48.614;134;4.748;740;446;464;3.060;3291;PLDP
HC;H3;0090;LJ (PODUTIK - KOSEZE);1.477;2.735;;;P;56.300;185;46.590;135;4.700;750;420;460;3.060;3283;PLDP
HC;H4;0374;NANOS - (RAZDRTO) - PODNANOS - VIPAVA;0;12.450;2110;Nanos HC;QLTC8;12.761;33;8.415;76;1.499;221;81;274;2.162;2097;PLDP
HC;H4;0375;VIPAVA - AJDOVSCINA;0;6.763;865;Dolga Poljana HC;QLTC8;13.639;70;9.211;59;1.477;262;112;330;2.118;2118;PLDP
HC;H4;0376;AJDOVSCINA - SELO;0;9.174;635;Ajdovscina HC;QLTC8;14.584;32;10.082;45;1.550;245;153;295;2.182;2140;PLDP
HC;H4;0443;PRIKLJ. SELO - AJDOVSCINA;0;150;866;Priklj. Selo-Ajdovscina;QLD6;1.663;2;1.418;2;152;29;34;8;18;43;PLDP
HC;H4;0443;PRIKLJ.SELO - VRTOJBA;150;322;867;Priklj. Selo-Vrtojba;QLD6;1.464;1;1.305;2;102;15;15;6;18;30;PLDP
HC;H4;0378;SELO  -  VOGRSKO;0;6.726;816;Selo HC;QLTC8;14.385;31;9.969;45;1.500;231;134;293;2.182;2128;PLDP
HC;H4;0379;VOGRSKO - SEMPETER;0;4.776;815;Bazara HC;QLTC8;10.804;23;7.165;34;1.110;117;54;254;2.047;1919;PLDP
HC;H4;0380;SEMPETER - VRTOJBA;0;1.625;880;Sempeter HC;QLTC8;8.372;29;4.794;39;877;127;94;271;2.141;2028;PLDP
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.625;2.238;671;MT Vrtojba;QLD6;10.117;45;6.474;39;806;131;98;266;2.258;2120;PLDP
HC;H5;0388;MP SKOFIJE  -  PLAVJE;0;552;651;MT Skofije;QLD6;15.967;244;13.962;78;859;114;49;90;571;635;PLDP
HC;H5;0388;PLAVJE - SKOFIJE;552;2.129;860;Skofije HC;QLTC8;12.267;113;10.569;59;734;94;44;88;566;608;PLDP
HC;H5;0388;SKOFIJE - PRIKLJ. SERMIN;2.129;2.962;;;P;16.200;120;14.505;60;710;100;45;90;570;616;PLDP
HC;H5;0388;PRIKLJ. SERMIN - SERMIN (A1);2.962;4.156;;;P;20.500;130;18.465;70;1.010;110;45;90;580;634;PLDP
HC;H5;0456;PRIKLJUCEK PLAVJE - KP;0;100;861;PR Skofije-KP;QLD6;539;4;484;1;36;5;5;1;3;7;PLDP
HC;H5;0456;PRIKLJUCEK PLAVJE - MP;100;146;862;PR Skofije-MP;QLD6;4.224;132;3.864;20;161;25;10;3;9;35;PLDP
HC;H5;0236;SERMIN - BERTOKI;0;1.129;;;P;37.600;270;32.420;200;2.550;290;340;250;1.280;1570;PLDP
HC;H5;0237;BERTOKI - KP(SKOCJAN);0;2.548;11;Bertoki HC;QLTC8;37.444;274;33.570;204;2.536;280;228;74;278;588;PLDP
HC;H6;0238;KOPER (SLAVCEK - SEMEDELA);0;1.120;;;P;35.600;320;32.850;175;1.850;145;150;25;85;307;PLDP
HC;H6;0389;KOPER (SEMEDELA) - IZOLA;0;4.116;;;P;24.000;330;21.410;170;1.700;140;150;20;80;294;PLDP
HC;H7;0815;A5 - DOLGA VAS;0;1.502;;;P;5.000;25;2.595;;320;55;40;305;1.660;1603;PLDP
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.024;;;P;3.930;25;1.607;17;250;47;28;303;1.653;1601;PLDP
G1;1;0240;MP VIC - DRAVOGRAD;0;3.590;663;MT Vic;QLTC10;2.400;70;1.756;6;190;35;20;54;269;247;PLDP
G1;1;0241;DRAVOGRAD - RADLJE;0;16.005;60;Gortina;QLTC10;7.428;94;6.187;54;625;113;79;63;213;294;WIM
G1;1;0242;RADLJE ;0;2.686;923;Radeljska obvoznica;QLTC10;5.200;20;4.395;20;410;85;60;55;155;207;PLDP
G1;1;0243;RADLJE - BREZNO;0;9.127;605;Brezno;QLTC10;4.492;63;3.668;41;396;76;49;45;154;204;PLDP
G1;1;0244;BREZNO - RUTA;0;9.569;573;Brezno-2;R 11x4;4.000;65;3.195;40;350;100;50;50;150;211;PLDP
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boc;QLTC10;4.712;64;3.844;37;424;64;75;39;165;214;PLDP
G1;1;0245;SELNICA - MB(OTOK);10.500;19.220;61;Brestrnica;QLTC8;8.471;84;7.321;90;560;94;93;51;178;277;PLDP
G1;1;0245;MB (OTOK) - MB (KOROSKI MOST);19.220;20.688;900;MB Kamnica;QLTC10;13.859;104;12.404;95;819;99;113;50;175;288;PLDP
G1;1;0326;MB (KOR. MOST - C. PROLE. BRIGAD);0;2.014;18;MB Koroski most;QLTC8;23.698;132;21.857;103;1.114;131;116;53;192;316;PLDP
G1;1;0364;MB (C. PROLE. BRIGAD  -  TRZASKA C.);0;2.227;;;P;27.000;110;24.795;140;1.260;230;180;85;200;419;PLDP
G1;1;0246;MB (TRZASKA) - MIKLAVZ;0;3.532;19;MB Ptujska;QLTC10;20.282;98;17.992;164;1.299;245;107;98;279;477;DIST
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.925;196;Devina;QLTC10;8.496;71;6.793;23;728;227;143;135;376;530;WIM
G1;2;0392;PRAGERSKO - SIKOLE;0;5.323;641;Sikole 2;QLTC10;5.614;54;4.240;19;516;194;106;124;361;481;DIST
G1;2;0393;SIKOLE - KIDRICEVO;0;6.850;426;Sikole 3;QLTC8;6.637;63;5.144;20;566;197;152;114;381;512;DIST
G1;2;0393;KIDRICEVO - HAJDINA;6.850;7.950;792;Njiverce;QLTC8;11.421;77;9.499;49;803;233;216;120;424;608;DIST
G1;2;0395;PTUJ(TURNISCE - BUDINA);0;1.642;670;Ptuj jezero;QLTC10;12.722;58;10.432;35;1.004;288;175;185;545;682;PLDP
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLTC10;13.954;91;11.912;88;949;207;120;149;438;297;DIST
G1;2;0250;SPUHLJA - GORISNICA;0;8.030;424;Borovci;QLTC10;7.826;55;6.731;31;557;103;83;64;202;140;WIM
