Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;Dnevni NOO;Tip
R3;639;1142;VODICE - SP.BRNIK;4.000;5.100;261;Spodnji Brnik;R (06 QLD6);2.800;35;2.355;30;260;35;50;10;25;67;PLDP
R3;639;1143;SP.BRNIK - CERKLJE;0;3.330;669;Zgornji Brnik;QLD*;3.566;31;3.060;42;305;35;53;16;24;76;PLDP
R3;640;1373;RAKEK - LOGATEC;0;14.035;392;Laze pri Logatcu;QLD;605;20;494;12;43;18;12;3;3;18;PLDP
R3;641;1369;LJUBLJANICA - POL.GRADEC;0;9.100;;;P;350;20;248;8;35;20;14;2;3;18;PLDP
R3;641;1369;POL.GRADEC - DOBROVA;9.100;19.500;389;Log pri Polhovem Gradcu;QLD5;2.699;37;2.364;26;161;54;47;5;5;52;PLDP
R3;641;1369;DOBROVA - LJ(DOLGI MOST);19.500;23.456;598;Dobrova;QLTC10;7.809;107;6.905;55;591;63;54;16;18;84;PLDP
R3;642;1146;VRHNIKA - PODPEČ;0;16.678;265;Borovnica;QLTC10;2.975;38;2.687;11;168;21;17;7;26;38;PLDP
R3;642;1147;PODPEČ - IG;0;8.960;266;Jezero;R 08x4;1.200;30;1.042;8;75;10;20;5;10;25;PLDP
R3;642;1150;IG;0;820;;;P;3.700;50;3.160;30;350;35;35;15;25;62;PLDP
R3;642;1360;IG - LJ (PERUZZIJEVA);0;7.413;383;Ig 2;QLD*;7.238;47;6.634;27;420;34;28;22;26;62;WIM
R3;643;1436;PODPEČ - RAKITNA;0;11.200;700;Preserje;QLD5;1.436;44;1.289;13;51;17;16;1;5;21;PLDP
R3;643;1362;RAKITNA - CERKNICA;0;18.195;563;Rakitna-2;R 07x1;320;3;288;2;15;10;2;0;0;4;PLDP
R3;644;1356;LJ(ŠMARTIN.) - PRIKLJ. SNEBERJE;0;2.745;747;LJ Šmartno;QLTC10;11.209;121;10.220;149;611;56;22;10;20;104;PLDP
R3;644;1356;PRIKLJ. SNEBERJE - ŠENTJAKOB;2.745;3.931;380;Sneberje;QLTC8;9.793;108;8.792;107;636;66;42;16;26;106;PLDP
R3;644;1357;ŠENTJAKOB - DOMŽALE;0;6.180;381;Podgorica;QLTC10;8.551;80;7.654;76;580;82;42;14;23;93;PLDP
R3;644;1358;DOMŽALE - DUPLICA;0;6.090;382;Nožice;QLTC10;8.369;53;7.409;69;576;80;81;15;86;156;WIM
R3;645;1188;LJ(LITIJSKA) - ZADVOR;0;2.672;692;Zadvor;QLTC10;6.170;52;5.282;72;499;75;93;19;78;91;WIM
R3;645;1189;ZADVOR - ŠMARTNO P.LITIJI;0;26.927;437;Besnica;QLD5;1.333;27;1.171;10;46;47;29;1;2;30;PLDP
R3;646;1194;ŠKOFLJICA  -  ŠMARJE-SAP;0;3.726;;;P;1.200;30;983;45;100;20;15;5;2;35;PLDP
R3;646;1443;ŠMARJE - SAP - CIKAVA;0;2.761;288;Šmarje - Sap;QLD*;5.602;48;4.949;53;407;42;54;18;31;89;PLDP
R3;646;1444;CIKAVA  -  GROSUPLJE;0;2.141;273;Cikava;QLTC8;13.354;56;11.669;97;1.035;133;95;134;135;283;PLDP
R3;646;1195;GROSUPLJE - IVANČNA GOR.;0;14.046;436;Zgornja Draga;QLD5;2.057;38;1.798;23;114;40;33;6;5;41;WIM
R3;647;1172;PEROVO - GROSUPLJE;0;1.480;561;Grosuplje;QLTC10;6.775;29;5.906;98;489;105;57;30;61;148;PLDP
R3;647;1151;GROSUPLJE;0;308;;;P;8.850;85;8.125;100;330;70;75;25;40;135;PLDP
R3;647;1173;GROSUPLJE - MLAČEVO;0;2.317;275;Veliko Mlačevo;QLD;6.597;46;5.854;34;467;67;73;17;39;99;PLDP
R3;647;1174;MLAČEVO - PLEŠIVICA;0;3.230;276;Veliko Mlačevo 2;R 10x4;2.930;25;2.700;9;150;20;15;4;7;22;PLDP
R3;647;1174;PLEŠIVICA - KRKA;3.230;15.062;;;P;450;5;413;2;20;3;5;1;1;5;PLDP
R3;647;1368;MLAČEVO - VIDEM;0;12.000;388;Malo Mlačevo;QLD;2.947;16;2.519;24;233;47;66;12;30;79;PLDP
R3;647;1368;VIDEM - RAŠICA;12.000;18.935;784;Predstruge;R 10x4;1.400;16;1.173;21;93;49;35;7;6;44;PLDP
R3;648;2912;VIDEM - PRI CERKVI STRUGE;0;10.392;785;Kompolje;R 10x4;1.270;7;1.166;10;52;21;6;4;4;16;PLDP
R3;648;3601;PRI CERKVI STRUGE - ZVIRČE;0;4.800;461;Zvirče 1;R 09x1;250;9;212;3;12;10;4;0;0;5;PLDP
R3;648;3601;ZVIRČE - SMUKA;4.800;14.695;463;Zvirče 3;R 09x1;130;4;118;0;4;4;0;0;0;1;PLDP
R3;649;2915;ZAGRADEC - AMBRUS-ŽVIRČE;0;10.951;462;Zvirče 2;R 09x1;270;3;242;0;16;9;0;0;0;2;PLDP
R3;650;1159;ŽUŽEMBERK - PLUSKA;0;13.762;269;Dobrava;QLD5;827;20;700;10;44;15;29;5;4;27;PLDP
R3;651;1198;TREBNJE - NOVO MESTO (BUČNA VAS);0;7.346;;;P;2.300;15;2.110;10;85;25;30;15;10;40;PLDP
R3;651;0399;NOVO MESTO (BUČNA VAS - KRKA);0;1.090;;;P;13.700;50;12.330;40;800;200;80;90;110;222;PLDP
R3;651;0252;PRIKLJ. NM ZAHOD - V. BUČNA VAS;0;1.900;194;NM Karteljevo;QLTC8;8.153;39;7.124;46;655;80;60;77;72;159;PLDP
R3;651;0252;V. BUČNA VAS - NM BUČNA VAS;1.900;2.655;;;P;10.200;40;9.155;45;670;90;50;75;75;156;PLDP
R3;651;1492;ŠENTJURIJ-MIRNA PEČ;0;3.088;929;Mirna Peč 2;QLTC10;1.463;11;1.295;4;105;17;20;7;4;22;PLDP
R3;652;1457;MORAVČE - ČATEŽ;0;6.200;283;Čatež;QLD5;415;7;357;1;23;13;12;0;2;10;PLDP
R3;652;1457;ČATEŽ - TREBNJE;6.200;16.117;173;Kamni Potok;R 11x4;1.950;17;1.632;6;160;70;30;15;20;53;PLDP
R3;653;1363;SODRAŽICA - HRIB;0;11.150;385;Travna gora;R 08x1;1.330;5;1.205;7;75;30;3;2;3;14;PLDP
R3;653;1364;HRIB - PODPLANINA;0;18.860;506;MP Podplanina;R 04x4;37;3;32;0;1;1;0;0;0;0;PLDP
R3;654;3611;ŠTALCERJI - KOČ. REKA;0;5.835;465;Kočevska Reka;QLD6;1.056;23;896;7;70;8;14;22;16;35;PLDP
R3;655;6643;DOL. VAS  -  GOTEN. - KOČ. REKA;0;16.525;162;Grčarice;R 09x1;950;10;897;3;5;6;3;20;6;20;PLDP
R3;656;3651;KOČEVSKA REKA - BOROVEC;0;6.035;;;P;200;5;189;4;2;0;0;0;0;2;PLDP
R3;656;3619;BOROVEC  -  DRAGARJI;0;3.498;;;P;50;1;44;1;4;0;0;0;0;0;PLDP
R3;656;3650;DRAGARJI - GOZDNA CESTA (OSILNICA);0;1.371;;;P;5;0;3;0;0;0;2;0;0;1;PLDP
R3;656;3650;GOZDNA CESTA (OSILNICA) - OSILNICA;1.371;10.619;;;P;50;3;40;0;5;1;1;0;0;1;PLDP
R3;657;3610;PETRINA - GRIVAC-MIRTOVIČI;0;11.325;743;Petrina 2;QLTC10;251;9;213;0;23;2;2;1;1;3;PLDP
R3;657;1345;BOSLJIVA LOKA - OSILNICA;0;9.520;445;Osilnica;R 09x1;200;2;185;0;8;5;0;0;0;1;PLDP
R3;658;2517;DOBLIČE - SV.ANA-STARI TRG;0;9.865;468;Stari trg;R 09x4;600;15;533;0;35;12;2;1;2;5;PLDP
R3;658;1450;STARI TRG ;0;1.203;;;P;620;10;579;1;20;10;0;0;0;2;PLDP
R3;658;1433;STARI TRG - BREZOVICA;0;8.464;452;Predgrad;QLD6;698;14;605;1;52;8;10;4;4;12;PLDP
R3;659;3616;STARI TRG - KOT;0;3.599;;;P;250;5;209;8;18;6;1;1;2;7;PLDP
R3;659;2515;KOT - SODEVCI;0;780;509;MP Sodevci;R 08x1;31;3;13;0;15;0;0;0;0;0;PLDP
R3;660;1179;ČRNOMELJ - DOLENJCI;0;9.810;281;Črnomelj;QLD6;2.184;16;1.995;5;128;14;16;5;5;19;PLDP
R3;660;1342;DOLENJCI - VRHOVCI;0;3.680;451;Dolenjci 2;R 09x4;900;8;835;2;35;10;8;1;1;8;PLDP
R3;660;1342;VRHOVCI - ŽUNIČI;3.680;8.730;;;P;400;2;382;2;10;2;1;0;1;2;PLDP
R3;660;1342;ŽUNIČI - MP ŽUNIČI;8.730;9.390;508;MP Žuniči;R 09x4;27;0;26;0;1;0;0;0;0;0;PLDP
R3;661;1210;MEJA RH - KRMAČINA - DRAŠIČI;0;5.000;301;Drašiči;R 05x1;530;0;479;4;35;5;5;1;1;6;PLDP
R3;661;1210;DRAŠIČI - METLIKA;5.000;9.270;745;Drašiči;QLD5;697;7;629;2;34;10;14;0;1;10;PLDP
R3;662;5407;METLIKA - RADOVIČI;0;3.000;;;P;860;5;774;8;45;18;8;1;1;12;PLDP
R3;662;5407;RADOVIČI - MP BOŽAKOVO;3.000;8.130;525;MP Božakovo;R 09x4;18;0;15;0;1;2;0;0;0;0;PLDP
R3;663;5401;BUŠINJA VAS - RADOVICA;0;4.594;;;P;200;4;165;1;10;11;9;0;0;7;PLDP
R3;663;5404;RADOVICA - OSTRIŽ;0;3.500;;;P;100;0;92;0;7;1;0;0;0;0;PLDP
R3;664;2501;GABER -  URŠNA S. - NOVO M.;0;22.148;164;Ljuben;QLD5;1.939;11;1.759;14;97;20;30;5;3;30;PLDP
R3;665;1191;LJUBEŽ V LAZIH - SOPOTA;0;15.100;;;P;230;2;210;2;2;8;5;1;0;6;PLDP
R3;665;1191;SOPOTA - RADEČE;15.100;28.032;285;Jagnjenica;QLD5;1.195;18;1.034;7;91;15;27;2;1;21;PLDP
R3;666;8115;SOPOTA - PODKUM-ZAGORJE;0;10.370;703;Zagorje 3;R 08x4;1.110;7;983;5;45;15;45;5;5;34;PLDP
R3;667;1385;ZBURE - ŠMARJEŠKE TOPLICE;0;5.140;565;Zbure 2;QLD6;1.765;16;1.575;28;84;14;30;9;9;41;PLDP
R3;667;1385;ŠMARJEŠKE TOPLICE - DOLENJE KRONOVO;5.140;6.698;402;Šmarješke Toplice;QLD*;4.270;24;3.888;36;237;27;33;10;15;53;PLDP
R3;668;5846;GABRJE - RATEŽ;0;5.581;475;Gabrje;R 11x4;910;1;900;0;7;2;0;0;0;0;PLDP
R3;670;1244;BIZELJSKO  -  OREŠJE;0;5.260;435;MP Bizeljsko (Orešje);R 08x1;190;9;123;5;34;8;10;1;0;9;PLDP
R3;671;2237;KRIŽAJ - PODBOČJE-ŠUTNA;0;3.846;191;Podbočje;R 07x1;940;4;928;1;5;2;0;0;0;1;PLDP
R3;671;3921;ŠUTNA - PLANINA V PODBOČJU;0;10.050;;;P;20;0;18;1;1;0;0;0;0;0;PLDP
R3;672;1337;IMPOLJCA - ZAVRATEC;0;4.900;;;P;1.560;20;1.393;11;95;20;12;4;5;20;PLDP
R3;672;1338;ZAVRATEC - SMEDNIK;0;9.229;369;Podlipa;QLTC10;1.681;16;1.509;14;111;10;14;2;5;19;PLDP
R3;672;3927;SMEDNIK - ZAMEŠKO-KOSTANJEVICA;0;9.176;183;Dolenje Ravno;R 08x4;1.400;15;1.273;7;35;25;20;10;15;34;PLDP
R3;673;1340;DRNOVO - KRIŽAJ;0;5.705;371;Malo Mraševo;QLTC8;2.770;32;2.452;10;182;29;38;11;16;46;PLDP
R3;674;1384;ZAVRATEC - ŠKOCJAN;0;10.495;401;Škocjan 2;R 11x4;1.080;15;935;8;80;28;12;1;1;16;PLDP
R3;675;1207;ČATEŽ OB SAVI - MOKRICE;0;7.479;184;Ribnica;R 08x1;800;10;701;6;40;9;28;2;4;22;PLDP
R3;675;1481;MOKRICE  -  OBREŽJE - SLOV. VAS;0;2.687;677;MP Slovenska vas;QLTC44;3.821;19;3.550;24;217;11;0;0;0;12;PLDP
R3;676;2204;SP. POHANCA - (R1-219);0;7.740;471;Artiče;QLD6;1.775;10;1.576;26;97;13;32;6;15;43;PLDP
R3;676;2204;(R1-219) - KAPELE;7.740;10.120;;;P;920;6;776;15;70;28;10;5;10;26;PLDP
R3;676;2212;KAPELE ;0;1.028;;;P;940;8;805;15;70;25;5;5;7;21;PLDP
R3;676;2216;KAPELE - RAKOVEC;0;2.515;513;MP Rakovec;R 08x1;30;0;28;0;2;0;0;0;0;0;PLDP
R3;677;2203;MP  NOVA VAS - PIŠECE;0;6.019;515;MP Nova vas;R 08x1;50;0;48;0;2;0;0;0;0;0;PLDP
R3;677;2202;PIŠECE - ZG.POHANCA-KRŠKO;0;17.355;185;Zgornja Pohanca;R 08x4;660;8;613;2;30;4;2;0;1;3;PLDP
R3;678;2215;ST.VAS - FIGAROV MOST;0;755;514;MP Stara vas;R 08x1;96;2;93;0;1;0;0;0;0;0;PLDP
R3;679;1192;RADEČE - BREG;0;5.700;286;Loka;R 09x4;1.150;25;1.036;1;55;20;9;1;3;11;PLDP
R3;679;3909;BREG - SEVNICA;0;8.100;709;Breg;R 11x4;950;15;870;3;40;15;5;1;1;8;PLDP
R3;679;3909;SEVNICA - BLANCA;8.100;16.800;715;Gornje Brezovo;QLD6;2.137;16;1.968;4;113;10;18;4;4;18;PLDP
R3;679;3909;BLANCA - BRESTANICA;16.800;21.757;713;Brestanica;R 11x4;1.500;15;1.376;7;70;20;10;1;1;13;PLDP
R3;680;1223;RIMSKE TOPLICE - JURKLOŠTER;0;15.040;769;Jurklošter 3;R 10x4;330;5;288;5;13;12;6;1;0;8;PLDP
R3;680;1224;JURKLOŠTER - DEŽNO;0;6.490;768;Jurklošter 2;R 10x4;390;5;342;3;14;15;9;1;1;10;PLDP
R3;681;4005;LAŠKO ;0;124;;;P;9.100;70;7.945;160;520;290;65;20;30;190;PLDP
R3;681;4006;LAŠKO - BREZE-ŠENTJUR;0;20.027;187;Šentrupert;R 07x1;380;5;349;5;11;4;0;2;4;7;PLDP
R3;681;7233;ŠENTJUR(PODGORA - NOVA V);0;1.271;;;P;3.500;45;3.151;20;250;10;15;3;6;24;PLDP
R3;682;1441;LOKE - LEDINŠČICA;0;10.080;312;Ledinščica;R 10x4;220;3;162;1;20;15;15;2;2;13;PLDP
R3;683;1169;LESIČNO - GOLOBINJEK;0;10.294;274;Lesično;R 10x4;830;15;707;7;50;25;20;1;5;22;PLDP
R3;683;1414;IMENO - MP IMENO;0;1.015;415;MP Imeno;R 10x4;221;1;209;1;10;0;0;0;0;0;PLDP
R3;684;7460;PRELASKO - BUČE-KOZJE;0;7.384;428;Buče;R 10x4;880;10;762;4;55;35;12;2;0;16;PLDP
R3;685;7495;TEKAČEVO - ROGAŠKA SLAT.;0;4.114;910;Tekačevo;QLD*;5.027;25;4.576;33;284;27;45;13;24;65;PLDP
R3;685;7450;RODNE - MP RAJNKOVEC;0;1.733;517;MP Rajnkovec;R 09x1;757;0;755;0;2;0;0;0;0;0;PLDP
R3;686;1278;TEPANJE - ŽIČE;0;3.641;568;Žiče 2;QLD6;2.416;16;2.111;20;173;17;32;11;36;57;PLDP
R3;686;1279;ŽIČE - KARTUZIJA;0;6.900;195;Škedenj;R 11x4;430;7;388;2;25;5;2;0;1;3;PLDP
R3;686;1279;KARTUZIJA - DRAMLJE;6.900;14.224;;;P;60;1;54;3;2;0;0;0;0;1;PLDP
R3;687;7207;DOLE - PONIKVA-LOČE;0;14.140;135;Hotunje;QLD5;2.068;29;1.824;7;126;33;42;3;4;35;PLDP
R3;688;1231;SLOV.KONJICE - ŽIČE;0;4.840;567;Slovenske Konjice;QLTC10;5.582;38;4.900;8;405;90;69;15;57;101;PLDP
R3;688;1418;ŽIČE ;0;670;;;P;4.000;20;3.594;15;200;65;70;11;25;77;PLDP
R3;688;1232;ŽIČE - MLAČE;0;2.900;317;Žiče;QLD*;4.671;36;4.170;22;292;44;55;15;37;78;PLDP
R3;688;1232;MLAČE - POLJČANE;2.900;9.184;667;Čadramska vas;QLD6;2.791;33;2.493;21;167;24;38;5;10;42;PLDP
R3;688;1233;POLJČANE - MAJŠPERK;0;16.270;318;Modraže;QLTC10;1.195;28;1.054;11;64;11;18;3;6;22;PLDP
R3;689;6252;PODLEHNIK - KOZMINCI;0;3.563;762;Podlehnik;R 10x4;760;13;669;10;35;25;5;0;3;14;PLDP
R3;689;6260;KOZMINCI-ŽETALE - ROGATEC;0;15.471;481;Čermožiše;QLD5;481;7;421;7;25;8;11;1;1;11;PLDP
R3;690;1234;MAJŠPERK - JUROVCI;0;12.605;145;Stogovci;R 10x4;600;10;519;10;32;19;4;3;3;14;PLDP
R3;690;1235;TRŽEC - VIDEM;0;4.500;763;Videm pri Ptuju;R 10x4;1.750;16;1.585;6;69;42;21;9;2;28;PLDP
R3;690;1235;VIDEM - ZG. LESKOVEC;4.500;15.965;521;MP Leskovec;R 10x4;340;0;288;27;17;5;0;3;0;14;PLDP
R3;691;6251;ZAVRČ - DRENOVEC;0;7.280;753;Goričak;R 09x1;1.830;0;1.672;24;77;31;20;0;6;30;PLDP
R3;692;6223;BORL-CIRKULANE - MP MEJE;0;7.703;520;MP Meje;R 09x1;260;0;243;0;7;10;0;0;0;2;PLDP
R3;693;2302;NOVA CERKEV - SOCKA-VITANJE;0;10.320;;;P;1.150;5;1.060;20;40;20;5;0;0;15;PLDP
R3;694;1268;VELENJE - POLZELA;0;12.000;326;Arnače;QLD6;2.973;23;2.713;16;141;21;43;8;8;43;DIST
R3;694;1268;POLZELA - DOBRTEŠA VAS;12.000;15.392;40;Breg pri Polzeli;QLD*;5.913;42;5.393;44;308;35;55;11;25;76;WIM
R3;695;8208;POLZELA ;0;724;;;P;2.600;10;2.275;15;130;70;75;10;15;74;PLDP
R3;695;7951;POLZELA - REČICA;0;5.410;36;Podvin pri Polzeli ;R 11x4;850;17;725;2;44;16;41;4;1;28;PLDP
R3;695;1458;GORENJE - SOTESKA;0;2.710;578;Gorenje;QLD;3.850;51;3.394;18;224;57;43;27;36;80;PLDP
R3;696;7912;VELENJE - ŠKALE;0;6.538;31;Velenje;QLD*;4.547;31;4.133;13;238;49;63;14;6;59;PLDP
R3;696;7919;ŠKALE - GRAŠKA  G.-ŠMIKLA;0;10.710;32;Plešivec;R 11x4;550;18;494;6;27;2;3;0;0;4;PLDP
R3;696;6904;SL.GRADEC - MISL.DOBRAVA;0;10.440;33;Podgorje pri Slov. Gradcu;R 11x4;1.700;22;1.569;6;73;18;8;4;0;13;PLDP
R3;697;5514;NAZARJE - GORNJI GRAD;0;13.979;175;Šmartno ob Dreti;R 08x4;1.100;23;999;19;32;17;4;2;4;17;PLDP
R3;698;6505;MEŽICA - REHT;0;2.725;552;MT Mežica;R 09x1;300;24;267;0;6;3;0;0;0;1;PLDP
R3;699;1263;DRAVOGRAD - ČRNEČE;0;2.500;;;P;450;20;419;2;1;8;0;0;0;2;PLDP
R3;699;1263;ČRNEČE - MP LIBELIČE;2.500;8.682;672;MT Libeliče;R 09x1;90;10;78;0;2;0;0;0;0;0;PLDP
R3;700;1272;SL.KONJICE - OPLOTNICA;0;6.548;330;Oplotnica 2;QLD6;1.856;19;1.708;10;81;13;18;3;4;20;PLDP
R3;700;1273;OPLOTNICA - LOŽNICA;0;9.450;331;Ložnica;QLD;4.326;39;3.866;26;260;69;46;6;14;60;PLDP
R3;701;1270;RUTA - LOVRENC;0;13.400;328;Lovrenc na Pohorju;QLD5;1.906;18;1.704;26;92;28;33;3;2;36;PLDP
R3;701;1270;LOVRENC - PESEK;13.400;18.472;;;P;350;2;341;0;4;3;0;0;0;1;PLDP
R3;701;1430;PESEK - ROGLA;0;15.000;327;Pesek;R 11x4;320;10;284;7;13;6;0;0;0;4;PLDP
R3;701;1430;ROGLA - ZREČE;15.000;17.700;734;Boharina;QLD5;1.196;20;1.077;16;58;11;11;2;1;16;PLDP
R3;701;1430;ZREČE - ZEČE;17.700;21.284;711;Zreče;QLTC10;9.172;55;8.229;102;548;91;58;16;73;146;PLDP
R3;702;2703;DRAVOGRAD - TRBONJE;0;7.150;483;Trbonje 1;R 09x1;220;1;185;0;25;4;5;0;0;3;PLDP
R3;702;2703;TRBONJE - GORTINA;7.150;7.900;485;Trbonje 3;R 09x1;940;15;831;5;51;25;13;0;0;14;PLDP
R3;702;2704;TRBONJE - VUZENICA;0;7.440;484;Trbonje 2;R 09x1;770;15;682;5;36;24;8;0;0;11;PLDP
R3;702;2704;VUZENICA - VUHRED;7.440;13.300;;;P;1.000;15;883;7;40;25;20;5;5;24;PLDP
R3;703;6307;MUTA ;0;830;;;P;2.000;25;1.850;10;65;25;15;5;5;23;PLDP
R3;703;6304;MUTA - GORTINA;0;1.610;571;Muta;R 07x1;1.360;20;1.261;15;45;19;0;0;0;10;PLDP
R3;703;6303;GORTINA - BISTRIŠKI JAREK;0;6.330;482;Muta;R 08x4;500;10;453;1;23;6;5;1;1;5;PLDP
R3;704;1353;RADLJE - RIBNICA;0;12.157;378;Vuhred;R 09x1;1.050;5;932;6;65;15;23;3;1;20;PLDP
R3;704;1355;RIBNICA - BREZNO;0;10.245;379;Janževski vrh;QLD6;948;4;863;5;54;7;9;4;2;12;PLDP
R3;705;1432;RUŠE - PUŠČAVA;0;10.100;705;Fala;R 08x4;1.000;9;908;12;44;13;6;3;5;16;PLDP
R3;706;6301;OŽBALT - ZG. KAPLA;0;14.230;486;Ožbalt;R 08x4;440;4;389;4;27;6;7;1;2;8;PLDP
R3;706;8802;HAJDIČEV MLIN - GRADIŠČE;0;2.400;;;P;180;0;172;0;2;6;0;0;0;1;PLDP
R3;707;8801;SP.SELNICA - DUH NA OSTREM VRHU;0;12.861;;;P;170;0;162;0;2;6;0;0;0;1;PLDP
R3;708;1330;ZG.KUNGOTA - MP PLAČ;0;5.480;;;P;110;0;104;1;3;1;1;0;0;1;PLDP
R3;709;8614;MB (MELJSKA CESTA);0;1.632;;;P;1.150;10;1.060;20;50;5;5;0;0;12;PLDP
R3;709;8615;MB (MALEČNIK-most) - MB (MALEČNIK);0;750;572;Malečnik;QLTC10;7.448;71;6.985;21;321;26;16;2;6;27;PLDP
R3;709;8615;MB (MALEČNIK) - PERNICA;750;6.750;488;Celestrina;QLTC10;3.526;38;3.318;20;126;10;7;1;6;18;PLDP
R3;709;1557;PERNICA - PRIKLJ. PERNICA;0;264;;;P;2.000;4;1.728;2;200;30;20;6;10;27;PLDP
R3;710;1292;MARIBOR - DVORJANE;0;11.965;342;Dogoše;QLD*;10.687;88;9.802;81;563;55;44;19;35;101;PLDP
R3;710;1292;DVORJANE - PTUJ;11.965;24.748;438;Vurberk;QLD6;2.716;28;2.506;18;124;12;17;4;7;25;PLDP
R3;710;0247;PTUJ - HAJDINA;0;2.719;637;Ptuj Zahod;QLTC10;11.540;89;10.458;93;700;104;49;18;29;114;PLDP
R3;710;0352;HAJDINA - TURNIŠČE;0;3.350;911;Turnišče 2;QLD6;1.907;20;1.651;7;102;35;35;17;40;63;PLDP
R3;711;9006;FRAM - RAČE;0;2.312;421;Rače;QLTC10;6.331;37;5.696;6;389;36;96;23;48;102;PLDP
R3;711;9014;RAČE ;0;550;;;P;1.900;30;1.717;33;70;20;20;5;5;34;PLDP
R3;711;9013;RAČE - KUNGOTA-KIDRIČEVO;0;10.888;311;Brunšvik;R 11x4;1.150;25;1.026;2;65;24;7;0;1;10;PLDP
R3;712;1331;ŽIHLAVA - JURŠINCI;0;10.400;;;P;600;10;534;4;30;14;4;2;2;9;PLDP
R3;712;1331;JURŠINCI - GABERNIK;10.400;13.000;764;Gabrnik;R 10x4;2.350;30;2.083;17;120;58;32;5;5;41;PLDP
R3;712;1331;GABERNIK - ROGOZNICA(PTUJ);13.000;21.173;363;Pacinje;QLD5;2.410;29;2.120;22;133;42;51;6;7;51;PLDP
R3;713;4910;LJUTOMER - DORNAVA;0;24.800;733;Savci;R 09x4;850;15;728;10;45;30;15;2;5;22;PLDP
R3;713;4910;DORNAVA - KRIŽ.SPUHLJA;24.800;28.500;433;Dornava;QLD5;4.526;40;4.041;30;256;65;80;6;8;75;PLDP
R3;713;4910;KRIŽ.SPUHLJA - PTUJ;28.500;31.230;425;Rogoznica;QLTC10;11.143;65;10.233;30;605;90;71;20;29;81;WIM
R3;714;1293;SV. JURIJ OB ŠČAVNICI - GRABONOŠ;0;2.879;;;P;1.200;10;940;25;70;40;20;30;65;88;PLDP
R3;714;2806;GRABONOŠ - SP. IVANJCI;0;2.170;594;Spodnji Ivanjci - 1;R 09x4;970;15;841;10;56;26;13;5;4;22;PLDP
R3;714;2807;SP.IVANJCI - GORNJA RADGONA;0;9.512;595;Spodnji Ivanjci - 2;R 09x4;1.130;21;971;19;62;36;12;6;3;27;PLDP
R3;715;5645;M.SOBOTA - GORICA;0;5.800;42;Markišavci;QLD6;2.872;23;2.648;8;125;19;31;7;11;34;PLDP
R3;715;5645;GORICA - LEMERJE;5.800;8.500;491;Lemerje 2;R 10x4;2.550;8;2.332;18;115;50;20;2;5;32;PLDP
R3;715;5645;LEMERJE - SKAKOVCI;8.500;14.150;490;Lemerje 3;R 10x4;1.150;4;1.027;4;62;40;9;2;2;17;PLDP
R3;716;5637;LEMERJE - GRAD;0;11.210;489;Bodonci;QLD5;820;9;739;12;40;8;9;2;1;13;PLDP
R3;716;5640;GRAD ;0;1.450;;;P;840;4;782;10;20;21;2;0;1;10;PLDP
R3;716;5630;GRAD - KUZMA;0;4.695;761;Grad;R 10x4;830;8;760;3;35;22;1;0;1;7;PLDP
R3;717;1297;CANKOVA ;0;822;;;P;450;4;436;0;10;0;0;0;0;0;PLDP
R3;717;5614;CANKOVA - GERLINCI;0;5.200;758;Korovci;R 10x4;550;2;517;1;17;11;1;1;0;4;PLDP
R3;717;5615;KOROVCI ;0;420;;;P;350;1;349;0;0;0;0;0;0;0;PLDP
R3;717;5616;GERLINCI;0;355;;;P;250;1;249;0;0;0;0;0;0;0;PLDP
R3;718;5620;PERTOČA - FIKŠINCI;0;4.688;759;Pertoča;R 10x4;370;5;338;3;11;12;1;0;0;4;PLDP
R3;718;5619;FIKŠINCI ;0;984;;;P;100;1;96;0;2;1;0;0;0;0;PLDP
R3;719;5621;ROGAŠOVCI - KRAMAROVCI;0;2.953;760;Rogašovci;R 10x4;650;10;587;2;28;19;4;0;0;7;PLDP
R3;719;5622;KRAMAROVCI;0;630;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;720;5624;SOTINA;0;2.266;;;P;75;0;75;0;0;0;0;0;0;0;PLDP
R3;721;1317;PETROVCI - MARTINJE;0;10.000;714;Gor. Petrovci;R 11x4;750;9;678;4;47;5;6;1;0;6;PLDP
R3;721;1317;MARTINJE -  KUZMA;10.000;16.360;356;Dolič;R 11x4;690;13;610;10;34;16;7;0;0;11;PLDP
R3;721;1317;KUZMA - MP KUZMA;16.360;19.748;;;P;1.100;6;1.023;10;35;20;5;0;1;11;PLDP
R3;722;1446;MP MARTINJE - MARTINJE;0;310;524;MP Martinje;R 09x4;110;6;96;0;5;2;1;0;0;1;PLDP
R3;723;5691;ŠALOVCI - ČEPINCI;0;6.638;719;Šalovci;R 11x4;470;6;415;5;34;5;3;1;1;6;PLDP
R3;723;5657;ČEPINCI - MEJA MADŽARSKA;0;2.524;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
