Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Leto roč.  štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci
RT;908;1383;KRAJE-MOJSTRANA;0;2.000;;;P;;1.100;10;974;40;40;30;6;0;0
RT;908;1383;MOJSTRANA-VRATA;2.000;11.600;;;P;;200;0;188;4;4;4;0;0;0
RT;909;1125;BOH.BISTRICA-VRESJE;0;8.260;253;Nemški Rovt;ROČNO;08x4;659;30;585;1;29;2;1;4;7
RT;909;1128;VRESJE-SORICA;0;9.342;;;P;;150;2;139;2;5;2;0;0;0
RT;909;1129;SORICA-PETROVO BRDO;0;4.250;540;Petrovo brdo 3;ROČNO;07x1;200;46;141;0;10;0;3;0;0
RT;910;1130;SORICA-PODROŠT;0;5.339;541;Spodnja Sorica;ROČNO;07x1;430;50;343;13;11;8;0;2;3
RT;911;1123;RUDNO-ROVTARICA;0;11.510;545;Rudno 3;ROČNO;07x1;350;2;314;0;21;3;3;3;4
RT;911;1124;ROVTARICA-VRESJE;0;7.789;;;P;;15;0;13;0;2;0;0;0;0
RT;912;7302;ZALI LOG-DAVČA;0;7.856;;;P;;410;15;384;3;3;3;2;0;0
RT;912;7350;DAVČA-NOVAKI;0;3.065;;;P;;520;10;489;4;10;4;3;0;0
RT;912;3105;NOVAKI-CERKNO;0;10.153;;;P;;720;15;674;6;15;6;4;0;0
RT;913;6105;POSTOJNA-MOTEL ERAZEM;0;6.130;701;Zagon;ROČNO;08x4;1.823;39;1.666;18;59;15;10;6;10
RT;913;6101;ERAZEM-VRHI;0;865;;;P;;300;6;276;4;8;2;0;2;2
RT;913;6110;VRHI-BUKOVJE;0;1.940;;;P;;200;4;184;3;5;2;0;1;1
RT;913;6109;BUKOVJE-PREDJAMA;0;1.716;;;P;;150;3;138;3;4;1;0;1;0
RT;914;1372;POSTOJNA-RAKOV.ŠKOC.;0;4.081;;;P;;2.000;21;1.726;44;119;68;12;4;6
RT;914;2402;RAKOV ŠKOCJAN-PODSKRAJNIK;0;7.085;152;Zelše;ROČNO;05x4;140;1;126;4;6;1;1;1;0
RT;915;1376;IL.BISTRICA-GRDA DRAGA;0;21.260;519;Ilirska Bistrica;ROČNO;07x1;450;5;410;0;4;10;19;2;0
RT;915;2427;GRDA DRAGA- PUDOB;0;28.100;498;Kozarišče;ROČNO;08x1;68;6;57;0;0;0;0;2;3
RT;916;3653;DRAGARJI-MEDVEDJEK-DRAGA;0;17.209;;;P;;30;1;26;1;2;0;0;0;0
RT;917;3602;KOČEVJE-ŽELJNE;0;2.923;;;P;;820;2;764;2;30;10;10;1;1
RT;917;3621;ŽELJNE-ROG-BAZA-PODTURN;0;28.884;467;Željne;ROČNO;05x1;75;1;68;0;2;0;2;1;1
RT;918;3652;KOT-GRGELJ;0;12.314;588;Dol pri Pregradu;ROČNO;08x1;193;4;177;1;11;0;0;0;0
RT;918;3617;GRGELJ-FARA;0;11.100;;;P;;50;1;44;1;4;0;0;0;0
RT;919;1341;PODZEMELJ-DOLENJCI;0;9.450;372;Krasinec;ROČNO;05x1;750;4;673;15;40;15;1;1;1
RT;919;1466;ŽUNIČI-VINICA;0;10.340;373;Vinica 1;ROČNO;05x1;460;5;408;5;30;4;5;1;2
RT;919;1343;VINICA-STARI TRG;0;20.220;374;Vinica 2;ROČNO;05x1;160;2;147;5;6;0;0;0;0
RT;920;5899;VAHTA-GABRJE;0;22.745;;;P;;30;1;27;0;1;0;1;0;0
RT;921;4306;KANDRŠE-VAČE-SP.HOTIČ;0;7.616;181;Vače;ROČNO;08x4;806;14;732;3;43;8;5;0;1
RT;922;1455;GRAD-KRVAVEC;0;2.433;496;Cerklje;ROČNO;05x4;930;4;874;6;30;8;6;1;1
RT;923;1087;STAHOVICA-KAM.BISTRICA;0;8.210;;;P;;100;1;92;1;2;3;1;0;0
RT;924;3559;PODLOM-KR.RAK;0;4.540;169;Kališe;ROČNO;08x4;356;4;332;0;15;2;2;0;1
RT;924;3559;KR.RAK-LUČE;4.540;15.971;;;P;;300;2;287;0;7;4;0;0;0
RT;926;5501;SOLČAVA-PODOLŠEVA-SLEME;0;10.425;;;P;;40;0;36;1;1;1;1;0;0
RT;926;6519;SLEME-KOPRIVNA;0;5.917;;;P;;50;0;44;1;2;1;2;0;0
RT;926;6506;KOPRIVNA-ČRNA;0;7.980;477;Pristava;ROČNO;08x4;348;4;312;4;11;6;8;1;2
RT;927;5502;ŽIBOVT-SV.DUH-PODOLŠEVA;0;10.345;;;P;;40;0;36;1;1;1;1;0;0
RT;928;1253;MOZIRJE-GOLTE;0;4.350;;;P;;520;26;479;4;4;4;3;0;0
RT;929;1332;SP.HOČE-ZG.HOČE;0;3.300;;;P;;6.000;25;4.945;40;300;250;200;100;140
RT;929;1332;HOČE-POHORSKA VZPENJAČA;3.300;16.575;495;Hočko Pohorje;QLD-5;;1.340;26;1.192;14;61;24;19;2;2
RT;929;1409;ODCEP ZA AREH;0;4.950;;;P;;510;4;469;10;15;7;5;0;0
RT;929;7070;AREH-LUKANJA;0;20.920;;;P;;40;0;34;0;2;2;2;0;0
RT;930;7065;PESEK-OPLOTNICA;0;18.820;;;P;;150;0;131;3;4;4;4;2;2
RT;931;1354;RIBNICA-RIBNIŠKA KOČA;0;9.710;;;P;;120;0;114;2;2;1;1;0;0
RT;932;6924;SL.GRADEC-SPOLE;0;4.500;;;P;;1.260;3;1.223;4;19;11;0;0;0
RT;932;6924;SPOLE-PUNGART;4.500;15.352;;;P;;220;0;215;0;3;2;0;0;0
RT;933;1193;BREG- LISCA;0;4.650;454;Breg 1;ROČNO;06x1;530;5;494;2;20;4;5;0;0
RT;933;1193;LISCA-JURKLOŠTER;4.650;12.186;287;Jurklošter;ROČNO;06x4;290;5;246;11;15;6;5;1;1
RT;934;6838;SEŽANA-LIPICA;0;3.494;57;Lokev 1;ROČNO;05x4;2.520;25;2.326;20;100;30;9;3;7
RT;934;6840;LIPICA-LOKEV;0;4.139;75;Lokev 2;ROČNO;05x4;1.180;8;1.070;6;60;20;8;3;5
RT;935;9042;FRAM-CESTNIK-AREH;0;13.900;;;P;;50;0;48;1;1;0;0;0;0
RT;936;1063;COL-PREDMEJA;0;14.523;223;Malo Polje;ROČNO;04x1;600;0;562;3;30;3;2;0;0
RT;937;8710;BRESTRNICA-GAJ-SV. JURIJ;0;14.162;;;P;;50;0;47;0;1;2;0;0;0
RT;938;2503;ČERMOŠNJICE-KOMARNA V.-GRIČICE;0;6.317;;;P;;50;3;44;0;2;1;0;0;0
RT;939;3815;PREDDVOR;0;1.210;;;P;;2.500;25;2.160;10;250;35;15;3;2
RT;940;1018;MATAVUN-VREME;0;3.707;207;Vreme;ROČNO;04x1;630;5;569;3;2;20;25;2;4
RT;940;3214;ZAVRHEK-ARTVIŽE;0;14.830;589;Zavrhek;ROČNO;08X1;603;1;531;4;50;0;12;2;3
RT;940;3214;ARTVIŽE-PREGARJE;14.830;23.621;593;Pregarje-4;ROČNO;08x1;242;1;220;1;16;2;0;1;1
RT;940;3213;PREGARJE-HARIJE;0;7.702;591;Pregarje-2;ROČNO;08X1;512;9;468;1;27;2;3;1;1
RT;941;1541;VIDEM-RADENCI;0;7.399;343;Okoslavci;ROČNO;02x4;1.000;7;904;15;60;10;3;1;0
* Promet smo na nekaterih števnih mestih zaradi izrazitega padca/rasti po uvedbi vinjet oz.odprtju določenih avocestnih odsekov ročno korigirali.;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Legenda;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Kat. ceste;;;Kategorija ceste;;;;Leto roč.(avt.) štetja;Leto zadnjega ročnega oz. avtomatskega štetja;;;;;;;;;;
Štev. ceste;;;Oznaka ceste;;;;;08x4 Leto zadnjega ročnega štetja (2008) in število štetij v letu (4);;;;;;;;;;
Štev. odseka;;;Oznaka odseka ceste;;;;;07 QLD6 leto zadnjega avtomatskega štetja (2007) s števcem tipa QLD6;;;;;;;;;;
Prometni odsek;;;Opis poteka prometnega odseka;;;;Vsa vozila (PLDP);PLDP - Povp. letni dnevni promet vseh motornih vozil;;;;;;;;;;
Stac. začetka;;;Stacionaža začetka prometnega odseka;;;;Motorji;MO - Motorji;;;;;;;;;;
Stac. konca;;;Stacionaža konca prometnega odseka;;;;Osebna vozila;OA - Osebna vozila;;;;;;;;;;
Števno mesto;;;Oznaka števnega mesta;;;;Avtobusi;BUS - Avtobusi;;;;;;;;;;
Ime števnega mesta;;;Ime števnega mesta;;;;Lahka tov. < 3,5t;LT - Lahki tovorni promet do 3,5t;;;;;;;;;;
Tip štetja;;;QLD-3         Števec QLD-3 prešteje vsa vozila ;;;;Sr. tov.  3,5-7t;ST - Srednje težki tovornjaki 3,5-7t;;;;;;;;;;
;;;QLD-5         Števec QLD-5 loči 5 kategorij vozil;;;;Tež. tov. nad 7t;TT - Težki tovornjaki nad 7t;;;;;;;;;;
;;;QLD-6         Števec QLD-6 loči 10 kategorij vozil;;;;Tov. s prik.;TP - Tovorni s prikolico;;;;;;;;;;
;;;QLTC-10     Števec QLTC-10 loči 10 kategorij vozil;;;;Vlačilci;TPP - Vlačilci;;;;;;;;;;
;;;ROČNO       Šteje se ročno;;;;;;;;;;;;;;;
;;;P                  Privzet  (na tem odseku se ne izvaja štetje,  promet je ocenjen);;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
