Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lahka tov. < 3t;Sr. tov.  3-7t;Tež. tov. nad 7t;Tov. s prik.
R2;413;1079;ZBILJE-VODICE;0;7.300;228;O;;99x4;VODICE 1;4.500;30;4.035;41;239;90;25;40
R2;413;1080;VODICE-MOSTE;0;4.350;229;O;QLD3; ;ŽEJE;4.197;10;3.741;9;255;70;60;52
R2;413;1081;MOSTE-DUPLICA;0;4.120;230;O;QLD3; ;KRIŽ;7.420;30;6.574;26;503;150;78;59
R2;414;1349;KAMNIK-LOČICA;0;28.318;376;O;QLD6; ;LAZE;4.374;24;3.757;30;339;98;56;70
R2;415;1216;ŽELODNIK-KRTINA;0;1.000;72;P; ; ; ;6.000;16;5.434;45;212;40;202;51
R2;415;1216;KRTINA-MORAVČE;1.000;9.000;304;O;QLD6;03x1;KRTINA;6.339;24;5.786;42;281;88;56;62
R2;415;1216;MORAVČE-DRTIJA;9.000;11.080;304;P; ; ; ;2.360;19;2.192;16;66;33;11;23
R2;415;1217;DRTIJA-IZLAKE;0;15.089;305;O;SBH; ;VIDRGA;2.214;17;2.042;16;61;40;13;25
R2;416;1346;LITIJA-ŠMARTNO;0;2.670;391;O;QLD6; ;LITIJA;2.724;17;2.414;9;123;84;53;24
R2;416;1165;ŠMARTNO PRI LITIJI;0;260;437;P; ; ; ;4.903;18;4.550;10;150;90;65;20
R2;416;1347;ŠMARTNO-RADOHOVA VAS;0;14.746;375;O;;97x1;ČRNI POTOK;1.000;11;908;8;43;20;1;9
R2;416;1425;GRM;0;750;289;P; ; ; ;3.500;9;2.706;15;400;170;90;110
R2;416;1348;GRM-BIČ;0;2.951;289;P; ; ; ;3.000;7;2.228;15;400;160;90;100
R2;417;1190;ŠMARTNO/LITIJI-M.KOSTREVICA;0;1.500;284;O;;97x1;ŠMARTNO;2.100;4;2.032;4;24;34;2;0
R2;417;1190;M. KOSTREVICA-VEL. REKA;1.500;8.509;284;P; ; ; ;1.700;3;1.645;3;19;28;2;0
R2;417;1187;VEL.REKA-MORAVČE;0;6.400;282;O;;02x4;ČATEŽ;870;9;801;3;37;14;5;1
R2;417;4326;MORAVČE-TIHABOJ-MIRNA;0;11.922;182;O;;01x1;TIHABOJ;370;1;320;8;34;5;1;1
R2;418;1199;MOKRONOG-ZBURE;0;10.475;291;P; ; ; ;1.000;6;821;21;59;26;32;35
R2;418;1200;ZBURE-ŠKOCJAN;0;3.940;291;O;;03x4;ŠKOCJAN 1;1.216;11;1.014;20;84;33;29;25
R2;418;1201;ŠKOCJAN-DOBRUŠKA VAS;0;2.975;293;P; ; ; ;1.500;6;1.401;9;39;25;16;4
R2;419;1203;SOTESKA-NOVO MESTO;0;14.471;294;O;QLD6;03x1;POTOK;5.996;24;5.534;50;208;84;38;58
R2;419;1204;NOVO MESTO-ŠENTJERNEJ;0;15.626;295;O;QLD3;03x1;MOKRO POLJE;3.329;32;2.943;47;152;75;30;50
R2;419;1205;ŠENTJERNEJ-KOSTANJEVICA;0;7.000;683;O;QLD6; ;ŠENTJERNEJ;3.595;18;3.298;32;135;70;28;14
R2;419;1205;KOSTANJEVICA-KRIŽAJ;7.000;11.325;296;O;;03x4;KRIŽAJ 1;2.940;27;2.592;44;191;50;21;15
R2;419;1206;KRIŽAJ-ČATEŽ OB SAVI;0;12.868;297;O;QLD6;03x1;ŽUPEČA VAS;2.625;24;2.360;28;126;46;27;14
R2;420;1335;BREŽICE-DOBOVA;0;4.500;368;O;;00x1;MOSTEC;2.800;15;2.404;16;200;100;50;15
R2;420;1335;DOBOVA-M.P. RIGONCE;4.500;6.780;676;O;QLD3; ;MP RIGONCE;1.100;2;1.012;7;36;23;12;8
R2;421;2506;RUČETNA VAS-ŠTREKLJEVEC;0;7.209;280;P; ; ; ;1.500;9;1.331;14;60;50;11;25
R2;421;2507;ŠTREKLJEVEC-JUGORJE;0;5.890;469;O;;x;JUGORJE;250;5;207;1;12;14;11;0
R2;422;1333;PODSREDA-VELIKI KAMEN;0;7.000;365;O;SBH; ;KOPRIVNICA;1.438;5;1.204;37;116;39;15;22
R2;422;1333;VELIKI KAMEN-BRESTANICA;7.000;16.250;364;O;QLD6; ;SENOVO;4.934;16;4.542;39;192;59;47;39
R2;423;1226;ŠENTJUR-ČRNOLICA;0;2.330;313;P; ; ; ;4.500;33;3.940;82;251;139;31;24
R2;423;1281;ČRNOLICA-LESIČNO;0;18.149;271;O;;01x1;ŽEGAR;1.100;24;934;25;68;41;4;4
R2;423;1282;PILŠTAJN-PODSREDA;0;10.020;333;O;SBH; ;KOZJE;1.261;5;1.123;31;62;29;11;0
R2;423;1283;PODSREDA-BISTRICA;0;6.720;335;O;;00x1;PODSREDA 2;900;5;749;33;43;32;17;21
R2;423;1243;BISTRICA OB SOTLI-M.P.BISTRICA;0;1.050;411;O;QLD6; ;MP BISTRICA;590;1;461;10;30;16;12;60
R2;424;1166;BOŠTANJ-OREŠJE/SEVNICI;0;5.700;272;O;SBH; ;SEVNICA;1.655;0;1.504;10;64;57;8;12
R2;424;1166;OREŠJE/SEVNICI-PLANINA;5.700;21.006;186;O;;01x1;DOBROPOLJE;520;5;462;1;37;10;4;1
R2;424;1170;PLANINA-DEŽNO;0;1.115;313;P; ; ; ;350;3;306;6;20;11;2;2
R2;424;1225;DEŽNO-ČRNOLICA;0;11.800;313;O;;01x1;DOBJE;1.580;12;1.382;29;88;49;11;9
R2;425;1265;POLJANA-ČRNA;0;12.500;323;O;;00x4;POLJANA 1;5.000;11;4.487;73;221;114;51;43
R2;425;1265;ČRNA-ŠENTVID;12.500;23.786;324;P; ; ; ;250;0;232;3;8;6;1;0
R2;425;1266;ŠENTVID-ŠOŠTANJ;0;16.605;324;O;;99x4;ŠENTVID;900;1;854;5;20;10;5;5
R2;425;1267;ŠOŠTANJ-PESJE;0;1.835;167;O;QLD6; ;ŠOŠTANJ;10.335;44;9.434;112;399;170;94;82
R2;425;1419;PESJE-VELENJE;0;3.790;166;O;QLD6; ;PESJE;11.101;38;9.946;170;473;220;148;106
R2;426;1269;PESJE-GORENJE;0;6.100;168;O;QLD6; ;LOKOVICA;6.082;30;5.459;34;263;130;72;94
R2;426;7949;GORENJE - REČICA - LETUŠ;0;5.795;176;O;;99x4;REČICA;2.600;10;2.248;28;124;121;32;37
R2;427;1351;LATKOVA VAS-PREBOLD;0;3.000;326;P; ; ; ;3.000;12;2.664;16;124;112;48;24
R2;427;1351;PREBOLD-SPODNJE GABRSKO;3.000;17.800;439;O;;99x4;ZGORNJE GABRSKO;1.500;8;1.425;5;40;15;5;2
R2;427;1351;SPODNJE GABRSKO-TRBOVLJE;17.800;19.617;439;P; ; ; ;6.500;27;6.145;82;120;51;51;24
R2;428;1249;RADMIRJE-LJUBNO;0;2.500;238;O;;00x1;RADMIRJE 3;2.800;54;2.544;29;34;80;43;16
R2;428;1249;LJUBNO-LUČE;2.500;12.165;202;O;QLD6; ;LJUBNO;1.765;1;1.577;12;94;31;37;13
R2;428;1250;LUČE-SESTRE LOGAR;0;13.895;201;O;SBH; ;ROBANOV KOT;793;39;732;6;6;6;4;0
R2;428;1252;S.LOGAR-PAVLIČEVO SEDLO;0;7.550;202;P; ; ; ;50;0;45;1;1;3;0;0
R2;429;1245;VIŠNJA VAS-DOBRNA;0;7.520;321;O;;99x1;STRMEC;3.400;20;3.112;22;150;60;21;15
R2;429;1154;ODCEP V DOBRNO;0;1.695;320;P; ; ; ;2.550;12;2.330;15;117;50;16;10
R2;429;1422;DOBRNA-ČRNOVA;0;3.400;320;O;;99x1;ČRNOVA 2;3.000;16;2.733;21;150;50;20;10
R2;430;0273;MARIBOR(PTUJSKA)-HOČE;0;4.860;840;P; ; ; ;30.500;30;24.800;212;1.850;752;930;1.926
R2;430;0381;HOČE - SLIVNICA;0;965;17;O;QLD6;03x1;HOČE;26.496;48;23.098;184;1.254;496;392;1.024
R2;430;0274;SLIVNICA-SL.BISTRICA;0;13.060;38;O;;00x1;ZG. POLSKAVA;6.200;31;5.558;105;285;161;34;26
R2;430;1452;SL.BISTRICA-DEVINA;0;1.430;642;P; ; ; ;2.600;9;2.216;11;137;128;45;54
R2;430;0275;SL.BISTRICA;0;2.500;38;P; ; ; ;11.200;57;10.096;130;516;292;62;47
R2;430;0276; SL.BISTRICA-LOŽNICA;0;1.690;608;P; ; ; ;6.700;24;5.741;95;400;200;130;110
R2;430;0277;LOŽNICA-TEPANJE;0;7.820;608;O;QLD6; ;VRHOLE;6.172;44;5.256;48;380;192;136;116
R2;430;0278;TEPANJE-SL.KONJICE;0;3.100;608;P; ; ; ;5.150;18;4.368;74;350;150;100;90
R2;430;0279;SL.KONJICE;0;815;67;P; ; ; ;11.100;59;9.392;161;788;450;150;100
R2;430;0280;SL.KONJICE-DOBRAVA;0;3.000;49;O;QLD6; ;ZEČE 2;12.240;52;10.882;141;600;269;176;120
R2;430;0280;DOBRAVA-STRANICE;3.000;5.160;56;O;QLD6; ;ZEČE;9.449;58;8.250;89;521;246;167;118
R2;430;0281;STRANICE-VIŠNJA VAS;0;10.200;67;O;;99x1;FRANKOLOVO;7.000;51;6.119;60;450;200;60;60
R2;430;0282;VIŠNJA VAS-CELJE(AC);0;6.100;68;O;QLD6;03x1;VOJNIK;14.898;52;13.462;132;680;270;194;108
R2;430;0282;CELJE(AC)-CELJE;6.100;8.042;68;P; ; ; ;26.000;51;23.580;269;1.144;542;240;174
R2;431;1350;ZG.DOLIČ-STRANICE;0;18.621;377;O;;99x1;STRANICE;2.500;10;2.158;32;160;70;45;25
R2;432;1440;MEJA HRVAŠKA-ROGATEC;0;180;414;O;;00x4;MP ROGATEC;2.000;5;1.885;5;80;25;0;0
R2;432;1284;ROGATEC-MAJŠPERK;0;15.845;336;O;;00x4;ROGATEC;880;2;781;21;44;25;5;2
R2;432;1411;MAJŠPERK;0;480;318;P; ; ; ;3.100;16;2.677;65;109;160;65;8
R2;432;1285;MAJŠPERK-HAJDINA;0;11.613;441;O;QLD6;03x1;LOVRENC;4.520;54;4.106;42;151;68;53;46
R2;433;1288;LENART-TRATE;0;15.950;339;O;;02x4;LENART;3.500;11;3.256;22;115;51;27;18
R2;433;1289;TRATE-MOST ČEZ MURO;0;2.120;144;O;SBH; ;MP TRATE;1.709;10;1.656;0;40;3;0;0
R2;434;1352;RADLJE-M.P.RADLJE;0;5.860;668;O;SBH; ;MP RADELJ;455;12;440;1;0;1;0;1
R2;435;1431;MARIBOR-RUŠE;0;9.163;706;O;QLD6; ;LAZNICA;8.850;36;8.167;55;349;121;59;63
R2;435;1439;RUŠE-SELNICA;0;3.297;710;O;;01x1;SELNICA;4.200;20;3.869;19;202;40;30;20
R2;436;1328;POČEHOVA-ZG.KUNGOTA;0;6.870;429;O;;98x4;ZGORNJA KUNGOTA;3.700;19;3.355;25;121;86;68;26
R2;436;1329;ZG.KUNGOTA-JURIJ;0;5.565;553;O;SBH; ;MP JURIJ;391;5;377;3;5;1;0;0
R2;437;0267;MP ŠENTILJ-ŠENTILJ;0;1.620;664;O;QLD6; ;MP ŠENTILJ SC;4.760;26;3.462;54;186;135;98;799
R2;437;0268;ŠENTILJ-PESNICA;0;10.432;628;O;QLD6;03x1;RANCA;6.551;24;5.873;52;312;134;94;62
R2;438;1306;ŠENTILJ-TRATE;0;13.409;350;O;;03x4;CERŠAK;1.300;10;1.090;37;54;17;15;77
R2;438;1307;TRATE-GORNJA RADGONA;0;15.579;351;O;;02x4;LUTVERCI;2.900;20;2.691;30;90;30;25;14
R2;439;1299;KOBILJE-DOBROVNIK;0;7.730;493;O;;01x1;KOBILJE;700;0;625;12;37;20;6;0
R2;439;1300;DOBROVNIK-RENKOVCI;0;4.230;346;P; ; ; ;1.580;0;1.450;19;60;41;9;1
R2;439;1301;RENKOVCI-BELTINCI;0;6.521;346;O;;02x4;RENKOVCI;1.600;8;1.462;16;58;30;17;9
R2;439;1302;BRATONCI-DOKLEŽOVJE;0;3.800;347;P; ; ; ;2.000;12;1.648;20;130;90;50;50
R2;439;1302;DOKLEŽOVJE-KRIŽEVCI;3.800;9.600;347;O;QLD6; ;DOKLEŽOVJE;4.835;24;4.201;36;244;132;106;92
R2;439;1303;KRIŽEVCI-ŽIHLAVA;0;11.630;357;O;;02x4;BERKOVCI;1.690;4;1.398;9;153;63;38;25
R2;439;1304;ŽIHLAVA-VIDEM;0;2.950;347;P; ; ; ;1.480;3;1.270;12;69;48;48;30
R2;439;1305;VIDEM-SENARSKA;0;13.723;349;O;;02x4;GRADIŠČE 2;1.940;7;1.748;20;104;37;17;7
R2;440;1294;PETANJCI-GEDEROVCI;0;3.218;443;O;;01x1;GEDEROVCI 3;1.810;8;1.616;12;119;36;10;9
R2;440;1295;GEREDOVCI-CANKOVA;0;6.080;444;O;;01x1;GEDEROVCI 4;3.130;13;2.836;40;142;47;33;19
R2;440;1296;CANKOVA-VEČESLAVCI;0;8.500;344;O;QLD3; ;CANKOVA;3.008;10;2.855;9;18;75;22;19
R2;440;1296;VEČESLAVCI-SOTINA;8.500;15.200;681;O;;x;SOTINA;1.570;10;1.478;4;63;15;0;0
R2;440;1296;SOTINA-MP KUZMA;15.200;15.940;666;O;SBH; ;MP KUZMA;918;6;899;1;10;2;0;0
R2;441;1298;MURSKA SOBOTA;0;1.000;345;P; ; ; ;11.500;35;10.978;70;290;70;40;17
R2;441;1298;MURSKA SOBOTA-VEŠČICA;1.000;4.000;345;O;;97x1;ČERNELAVCI;9.500;15;9.012;63;277;55;57;21
R2;441;1298;VEŠČICA-GEDEROVCI;4.000;10.200;334;O;;x;GEDEROVCI;4.900;10;4.657;34;130;28;26;15
R2;441;1298;GEDEROVCI-MP GEDEROVCI;10.200;10.931;142;O;QLD3; ;MP GEDEROVCI;2.585;6;2.568;11;0;0;0;0
R2;442;1318;MARTJANCI-DOBROVNIK;0;13.831;494;O;QLD3; ;FILOVCI;2.088;20;1.940;5;12;74;30;7
R2;442;1319;DOBROVNIK-DOLGA VAS;0;10.125;358;O;;02x4;GENTEROVCI;3.125;18;2.885;36;117;42;16;11
R2;443;0323;DOL.LAKOŠ-LENDAVA;0;1.700;89;P; ; ; ;8.000;27;7.639;44;150;50;40;50
R2;443;1320;LENDAVA-DOLINA;0;6.000;675;P; ; ; ;1.600;12;1.564;1;19;4;0;0
R2;443;1320;DOLINA-MP PINCE;6.000;7.650;675;O;SBH;03x1;MP PINCE;364;11;348;0;5;0;0;0
R2;444;1451;RAZDRTO;0;1.800;22;P; ; ; ;1.000;22;809;18;45;37;36;33
R2;444;1473;VIPAVA;0;1.400;81;P; ; ; ;4.500;16;4.298;16;70;40;25;35
R2;444;1473;VIPAVA-AJDOVŠČINA;1.400;7.040;81;P; ; ; ;2.600;13;2.396;27;75;39;20;30
R2;444;0387;AJDOVŠČINA (OBVOZNICA);0;1.960;427;P; ; ; ;2.500;15;2.308;0;69;57;16;35
R2;444;0346;AJDOVŠČINA-SELO;0;8.550;688;O;;03x1;AJDOVŠČINA 2;6.000;40;5.564;53;220;70;31;22
R2;444;0347;SELO-TRI HIŠE;0;8.600;81;O;QLD6; ;OZELJAN;5.002;36;4.639;40;185;68;22;12
R2;444;0347;TRI HIŠE-AJŠEVICA;8.600;10.600;209;P; ; ; ;9.100;22;8.281;28;376;192;81;120
R2;444;0347;AJŠEVICA - NOVA GORICA;10.600;15.350;81;P; ; ; ;2.600;13;2.433;28;74;38;7;7
R2;444;0365;NOVA GORICA;0;690;81;P; ; ; ;7.100;35;6.648;74;204;104;17;18
R2;444;0348;NOVA GORICA-MP ROŽNA DOLINA;0;130;654;O;QLD3; ;MP ROŽNA DOLINA;5.878;43;5.765;5;60;5;0;0
R2;445;0349;SENOŽEČE-SEŽANA;0;14.185;613;O;QLD6;03x1;ŠTORJE;3.300;20;2.919;20;165;80;50;46
R2;445;0350;SEŽANA-FERNETIČI;0;2.500;613;P; ; ; ;2.200;8;1.988;20;85;49;26;24
R2;445;0350;FERNETIČI-MP FERNETIČI;2.500;2.825;613;P; ; ; ;2.100;8;1.898;18;81;47;26;22
R2;446;1016;SEŽANA-DIVAČA;0;9.770;206;O;QLD6;03x1;SEŽANA;4.561;38;4.136;20;207;80;40;40
R2;447;0287;ARJA VAS-ŽALEC;0;1.550;69;P; ; ; ;9.800;35;8.781;139;429;281;55;80
R2;447;0367;ŽALEC-ŠEMPETER;0;5.963;609;O;QLD6;03x1;ŠEMPETER;13.698;66;12.594;116;576;192;98;56
R2;447;0288;ŠEMPETER-LATKOVA VAS;0;591;609;P; ; ; ;7.400;44;6.306;80;600;200;100;70
R2;447;0289;LATKOVA VAS-ŠENTRUPERT;0;1.420;609;P; ; ; ;6.800;40;5.720;70;600;200;100;70
R2;447;0290;ŠENTRUPERT-VRANSKO;0;9.000;64;O;QLD6; ;TABOR;8.865;62;7.204;68;835;312;246;138
R2;447;0290;VRANSKO-LOČICA;9.000;11.905;64;P; ; ; ;4.000;28;3.252;30;377;140;111;62
R2;447;0291;LOČICA-TROJANE;0;6.066;71;O;;01x1;TROJANE 1;1.000;20;806;13;80;51;20;10
R2;447;1478;BLAGOVICA-KOMPOLJE;0;5.386;332;P; ; ; ;7.800;25;6.660;93;439;244;135;204
R2;447;1477;KOMPOLJE-ŽELODNIK;0;7.099;332;O;;x;ŠENTVID;9.800;3;7.731;158;642;446;332;488
R2;447;0293;ŽELODNIK-DOMŽALE;0;4.285;610;O;QLD6;03x1;ŽELODNIK;9.781;40;8.383;120;526;284;180;248
R2;447;0294;DOMŽALE-TRZIN;0;2.603;610;P; ; ; ;15.200;33;13.189;148;930;350;250;300
R2;450;1404;HOČE-LETALIŠČE MARIBOR;0;4.460;733;P; ; ; ;1.500;0;1.391;39;39;31;0;0
R3;601;7507;BORJANA-ROBIDIŠČE;0;9.832;93;P; ; ; ;35;0;32;0;1;1;1;0
R3;602;1032;STARO SELO-BREGINJ-MOST;0;16.725;93;O;;00x4;ST. SELO - BREGINJ;800;5;734;5;23;15;18;0
R3;603;1041;MOST NA SOČI-UŠNIK;0;4.271;616;P; ; ; ;1.000;11;822;7;58;52;30;20
R3;604;5701;ROČINJ-LIG;0;9.995;455;P; ; ; ;42;0;39;1;1;1;0;0
R3;605;5702;KAMBREŠKO-KUŠČAR-LIVEK;0;19.538;455;P; ; ; ;23;0;20;1;1;1;0;0
R3;606;5703;KANAL-LIG-MIŠČEK-NEBLO;0;35.271;455;O;;03x4;KANAL;330;2;307;1;16;3;1;0
R3;607;5723;PREVAL-GRGAR-ČEPOVAN;0;14.133;98;O;;99x1;GRGAR;450;10;413;4;21;2;0;0
R3;608;1067;SOLKAN-GRGAR;0;3.000;225;P; ; ; ;1.700;36;1.587;8;18;25;14;12
R3;608;1067;GRGAR-LOKVE;3.000;19.400;225;O;;03x4;SOLKAN - LOKVE;1.099;9;1.034;3;32;12;5;4
R3;608;1065;LOKVE-ČEPOVAN;0;5.530;224;O;;03x4;LOKVE;68;6;60;0;1;1;0;0
R3;608;1068;ČEPOVAN-DOL.TREBUŠA;0;10.870;449;O;;03x4;DOL. TREBUŠA 2;273;8;243;0;17;2;2;1
R3;609;2117;AJDOVŠČINA-LOKAV.-PREDMEJA;0;11.622;456;O;;01x4;LOKAVEC;915;11;843;2;37;14;6;2
R3;609;1064;PREDMEJA-LOKVE;0;11.520;224;P; ; ; ;120;34;73;0;4;9;0;0
R3;609;1066;ČEPOVAN-MOST NA SOČI;0;13.220;224;P; ; ; ;160;45;99;0;4;12;0;0
R3;610;1370;D.TREBUŠA-SP.IDRIJA;0;21.990;390;O;;03x4;DOL. TREBUŠA;142;1;136;0;4;0;1;0
R3;610;1371;PEČNIK(MAROF)-ŽIRI;0;10.546;394;P; ; ; ;500;8;438;9;24;8;8;5
R3;611;1024;DORNBERK-SELO;0;5.150;208;O;;03x1;SELO;1.896;8;1.646;25;132;51;19;15
R3;612;1042;PLAVE-GONJAČE;0;6.190;213;O;;99x1;PLAVE;500;10;441;5;34;10;0;0
R3;613;1437;AJŠEVICA-KROMBERK;0;2.200;209;O;QLD6;03x1;KROMBERK;14.508;40;13.441;40;529;206;94;158
R3;613;1437;KROMBERK-NOVA GORICA;2.200;4.041;209;P; ; ; ;21.700;52;19.748;67;896;458;192;287
R3;614;1046;ŠEMPETER-MIREN;0;5.536;214;O;;00x4;MIREN;5.500;34;5.088;26;184;108;30;30
R3;614;1047;MIREN-OPATJE SELO;0;7.771;214;P; ; ; ;740;5;685;3;24;15;4;4
R3;614;1048;OPATJE SELO-KOMEN;0;14.885;215;O;;00x4;KOSTANJEVICA;500;13;422;10;31;17;5;2
R3;614;1049;KOMEN-ŠTANJEL;0;8.815;216;O;;01x4;ŠTANJEL;880;14;775;7;48;24;7;5
R3;614;1050;ŠTANJEL-MANČE;0;11.750;217;O;;01x4;MANČE;1.000;9;904;4;51;21;9;2
R3;615;5736;TRI HIŠE-PRIKLJUČEK VOGRSKO;0;2.850;252;O;QLD6; ;VOGRSKO;6.673;17;5.722;19;360;171;168;216
R3;615;5736;PRIKL.  VOGRSKO-VOLČJA DRAGA;2.850;6.257;252;P; ; ; ;3.500;14;3.021;53;243;99;35;35
R3;615;5740;VOLČJA DRAGA-RENČE;0;3.200;208;P; ; ; ;5.500;21;4.751;80;381;157;55;55
R3;615;5740;RENČE-KRIŽ. CIJAN;3.200;4.975;208;P; ; ; ;3.500;13;3.023;51;243;100;35;35
R3;616;1056;GORJANSKO-KLARIČI;0;10.185;422;O;;01x4;BRESTOVICA;290;3;260;2;19;5;1;0
R3;617;1054;KOMEN-GORJANSKO;0;3.170;218;O;;00x4;KOMEN;1.200;14;1.096;6;53;21;9;1
R3;617;1055;GORJANSKO-ŽEKENC;0;2.876;218;P; ; ; ;500;3;482;1;13;1;0;0
R3;618;6807;BRANIK-KOMEN;0;7.725;457;O;;00x4;TOMAČEVICA;800;12;721;1;38;21;7;0
R3;618;6805;KOMEN -KRAJNA VAS;0;8.104;458;O;;00x4;GABROVICA;1.000;10;906;6;46;27;5;0
R3;618;6804;KRAJNA VAS-DUTOVLJE;0;2.320;458;P; ; ; ;900;9;814;5;42;25;5;0
R3;619;1025;DUTOVLJE-REPENTABOR;0;5.365;419;O;;01x4;DUTOVLJE - REPENT.;1.400;10;1.272;5;61;22;28;2
R3;620;6831;ŠTORJE-ŠTANJEL;0;11.249;453;O;;01x4;PONIKVE;700;8;617;5;42;21;5;2
R3;621;1412;KALCE-PODKRAJ;0;15.000;497;O;;03x4;HRUŠICA;1.099;9;953;3;91;31;6;6
R3;621;1412;PODKRAJ-COL;15.000;19.927;497;P; ; ; ;1.200;11;1.015;4;105;49;8;8
R3;622;6845;DIVAČA-GORIČE;0;3.850;59;O;;00x1;VREMSKI BRITOF 1;1.600;12;1.339;6;99;92;32;20
R3;622;6848;GORIČE-KOŠANA-KAL;0;16.245;80;O;;00x1;VREMSKI BRITOF 2;450;0;378;0;41;17;9;5
R3;623;3718;KASTELEC-PODGORJE;0;10.928;505;O;;97x1;PODGORJE;300;5;276;2;15;1;1;0
R3;624;3721;LOKA-PODPEČ-RAKITOVEC;0;15.513;501;O;;97x1;RAKITOVEC;50;3;42;0;0;5;0;0
R3;625;1061;BERTOKI-DVORI;0;7.500;221;O;;03x1;VRTINE;4.131;10;3.833;18;157;86;26;1
R3;625;1061;DVORI-GRAČIŠČE;7.500;14.408;221;P; ; ; ;500;4;467;1;19;3;6;0
R3;626;3726;GRAČIŠČE-BREZOVICA;0;8.517;732;O;;97x1;BREZOVICA;50;2;48;0;0;0;0;0
R3;627;3716;ČRNI KAL - OSP;0;4.590;505;P; ; ; ;300;0;288;6;6;0;0;0
R3;628;1427;MLINI-SEČOVLJE;0;3.050;702;O;;02x4;DRAGONJA;2.860;38;2.573;19;163;51;15;1
R3;629;1381;VALETA-PIRAN;0;793;120;P; ; ; ;11.000;30;10.350;30;292;191;58;49
R3;629;1479;VALETA-BELI KRIŽ-PIRAN;0;2.863;120;P; ; ; ;5.500;15;5.174;16;145;96;29;25
R3;630;1069;PREM-OBROV;0;18.696;226;O;;03x1;PREM;654;9;612;6;18;7;1;1
R3;630;1070;OBROV-GOLAC;0;8.650;505;P; ; ; ;75;0;71;2;2;0;0;0
R3;631;3223;STAROD-MEJA RH;0;3.130;505;P; ; ; ;15;0;15;0;0;0;0;0
R3;632;1378;IL.BISTRICA-ZABIČE;0;9.570;396;O;;03x1;VRBOVO;1.750;3;1.637;10;80;10;5;5
R3;632;1378;ZABIČE-NOVOKRAČINE;9.570;17.660;396;P; ; ; ;150;0;144;1;3;1;1;0
R3;632;3224;JELŠANE-NOVOKRAČINE;0;3.441;505;P; ; ; ;150;0;144;3;3;0;0;0
R3;633;1099;BITNJE-JEREKA;0;1.934;239;O;;99x1;JEREKA;1.200;3;1.142;10;35;10;0;0
R3;633;1098;JEREKA-JEZERO;0;6.800;239;P; ; ; ;1.800;8;1.666;53;37;28;1;7
R3;634;1104;JAVORNIK-GORJE;0;8.264;241;O;;02x4;KOČNA;1.715;25;1.573;7;82;22;4;2
R3;634;1094;GORJE-BLED;0;3.430;235;O;;02x4;BLED - SP. GORJE;6.350;60;5.836;75;268;72;21;18
R3;635;1121;LESCE-K.GORICA-LIPNICA;0;11.355;250;O;;02x4;KAMNA GORICA 1;2.000;47;1.664;26;81;38;91;53
R3;635;1122;LIPNICA-KROPA;0;2.000;251;O;;02x4;KAMNA GORICA 2;1.170;14;1.052;35;45;17;5;2
R3;635;1122;KROPA-RUDNO;2.000;15.150;253;P; ; ; ;210;0;189;0;9;0;0;12
R3;635;1127;RUDNO-ČEŠNJICA;0;2.270;253;P; ; ; ;190;0;171;0;8;0;0;11
R3;636;1126;LIPNICA-PODTABOR;0;9.500;254;O;;02x4;KAMNA GORICA 3;1.880;15;1.581;21;84;40;89;50
R3;636;1126;PODTABOR-ZVIRČE;9.500;10.000;254;P; ; ; ;850;3;715;12;35;17;47;21
R3;637;0368;HRUŠICA-JESENICE;0;3.000;631;P; ; ; ;7.250;45;6.733;160;154;123;17;18
R3;637;0368;JESENICE-JAVORNIK;3.000;6.370;631;P; ; ; ;13.100;83;12.162;290;278;223;32;32
R3;637;0206;JAVORNIK-ŽIROVNICA;0;5.050;631;P; ; ; ;5.100;32;4.735;113;109;87;12;12
R3;637;1459;ŽIROVNICA-VRBA;0;3.580;631;P; ; ; ;4.100;27;3.806;90;87;70;10;10
R3;638;1131;ŽIROVNICA-BEGUNJE;0;6.290;256;O;;02x4;BEGUNJE 1;1.680;22;1.552;22;65;14;4;1
R3;638;1132;BEGUNJE-BISTRICA(TRŽIČ);0;10.420;257;O;;00x4;BEGUNJE 2;600;10;557;7;22;2;2;0
R3;639;1141;LJ(ŠENTVID-ŠMARTNO);0;3.000;325;O;QLD6; ;LJ TACEN;10.964;50;10.378;60;356;78;27;15
R3;639;1141;LJ(ŠMARTNO)-VODICE;3.000;10.800;260;O;;02x4;ŠMARTNO;2.450;16;2.279;16;94;29;9;7
R3;639;1142;VODICE-SP.BRNIK;0;5.100;261;O;;02x4;VODICE;6.230;35;5.701;12;355;92;19;16
R3;639;1143;SP.BRNIK-CERKLJE;0;4.500;496;P; ; ; ;3.600;19;3.422;19;73;37;26;4
R3;640;1373;RAKEK-LOGATEC;0;14.035;392;O;;03x4;LOGATEC;2.912;23;2.608;25;164;58;16;18
R3;641;1369;LJUBLJANICA-POL.GRADEC;0;9.100;389;P; ; ; ;290;0;264;3;9;9;4;1
R3;641;1369;POL.GRADEC-DOBROVA;9.100;19.500;389;O;;03x4;DVOR;2.675;10;2.456;27;119;40;19;4
