Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;NOO;Tip
R2;439;1300;DOBROVNIK - RENKOVCI;0;4.230;45;Dobrovnik;R 11x4;1.121;8;960;13;78;21;32;3;6;312.044;PLDP
R2;439;1301;RENKOVCI - BELTINCI;0;6.502;346;Renkovci;QLD5;1.630;17;1.470;9;78;20;26;3;7;269.492;PLDP
R2;439;1302;BRATONCI - DOKLEŽOVJE;0;3.800;53;Bratonci;R 07x4;2.500;35;2.213;12;120;65;25;10;20;491.208;PLDP
R2;439;1302;DOKLEŽOVJE - KRIŽEVCI;3.800;9.490;347;Dokležovje;QLD6;4.533;39;4.062;24;265;55;54;15;19;691.274;PLDP
R2;439;1303;KRIŽEVCI - ŽIHLAVA;0;11.630;357;Berkovci;R 09x4;950;20;770;5;70;20;40;15;10;415.561;PLDP
R2;439;1304;ŽIHLAVA - VIDEM;0;2.950;587;Jamna;QLD6;2.192;26;1.925;10;143;27;35;15;11;431.984;PLDP
R2;439;1305;SV. JURIJ OB ŠČAVNICI - CERKVENJAK;0;6.986;349;Kraljevci;QLD5;652;12;562;12;36;12;12;3;3;171.699;PLDP
R2;439;1525;CERKVENJAK - PRIKLJ.CERKVENJAK;0;1.880;;;P;1.500;10;1.343;10;95;15;20;4;3;215.246;PLDP
R2;439;1525;PRIKLJ. CERKVENJAK - SENARSKA;1.880;6.735;;;P;1.000;10;896;5;60;10;15;2;2;140.594;PLDP
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodišinci;QLD3;1.350;35;1.181;4;44;35;31;10;10;365.295;PLDP
R2;440;1295;GEREDOVCI - SKAKOVCI;0;3.370;444;Krajna;R 10x4;2.700;25;2.403;20;145;53;26;10;18;493.696;PLDP
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080;;;P;2.550;20;2.255;20;140;55;20;15;25;542.468;PLDP
R2;440;1296;CANKOVA - VEČESLAVCI;0;8.500;344;Cankova;QLD5;3.518;31;3.179;23;137;45;61;15;27;751.742;PLDP
R2;440;1296;VEČESLAVCI - SOTINA;8.500;15.200;681;Sveti jurij;QLD6;2.355;24;2.092;18;125;21;38;16;21;537.243;PLDP
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLD5;982;11;871;4;45;8;14;10;19;282.930;PLDP
R2;441;1298;MURSKA SOBOTA ;0;1.000;;;P;11.300;45;10.840;65;265;40;25;10;10;603.434;PLDP
R2;441;1298;MURSKA SOBOTA - VEŠČICA;1.000;4.000;345;Černelavci;QLD6;9.235;41;8.754;49;316;27;28;10;10;524.801;PLDP
R2;441;1298;VEŠČICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLD5;5.071;37;4.425;32;443;47;52;16;19;705.458;PLDP
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLD6;3.543;28;3.294;6;148;11;17;11;28;374.502;PLDP
R2;442;1318;MARTJANCI - MORAVSKE TOPLICE;0;3.970;44;Martjanci;QLD5;5.440;48;5.052;36;188;56;50;5;5;574.818;PLDP
R2;442;1318;MORAVSKE TOPLICE - DOBROVNIK;3.970;13.712;494;Filovci;QLD3;1.673;15;1.514;10;77;34;15;3;5;234.406;PLDP
R2;442;1319;DOBROVNIK - RONDO DOLGA VAS;0;10.402;358;Mostje;QLD;2.409;30;2.182;15;103;22;33;15;9;419.465;PLDP
R2;443;1397;LIPOVCI - BRATONCI;0;1.348;146;Lipovci;QLD6;11.777;45;10.727;80;539;90;123;45;128;2.205.956;PLDP
R2;443;0320;BRATONCI - BELTINCI;0;2.261;;;P;7.350;30;6.660;55;370;95;85;20;35;1.186.961;PLDP
R2;443;0321;BELTINCI - ČRENŠOVCI;0;5.820;87;Odranci;QLD6;3.682;25;3.356;34;163;30;40;12;22;614.134;PLDP
R2;443;0369;ČRENŠOVCI ;0;409;;;P;3.750;30;3.515;35;35;55;45;10;25;699.237;PLDP
R2;443;0322;ČRENŠOVCI - DOL. LAKOŠ;0;14.052;88;Hotiza;QLD3;2.887;26;2.479;16;158;40;53;42;73;1.126.493;PLDP
R2;443;1488;DOL. LAKOŠ - LENDAVA;0;1.365;907;Lendava;QLTC10;2.748;17;2.526;8;146;17;20;4;10;254.313;PLDP
R2;443;1320;LENDAVA - DOLINA;0;6.240;;;P;2.000;15;1.848;5;95;15;15;2;5;169.210;PLDP
R2;443;1320;DOLINA - MP PINCE;6.240;6.495;675;MT Pince;QLD5;450;10;406;2;19;5;6;0;2;60.717;PLDP
R2;444;0344;RAZDRTO - MANČE;0;13.470;644;Podgrič;QLD6;791;35;506;21;47;39;79;26;38;1.425.348;WIM
R2;444;0345;MANČE - VIPAVA;0;1.429;735;Lože;R 09x4;4.800;80;3.983;47;270;130;75;50;165;2.168.381;PLDP
R2;444;1473;VIPAVA;0;1.400;;;P;5.500;100;4.890;45;250;100;60;25;30;1.030.192;PLDP
R2;444;1473;VIPAVA - AJDOVŠČINA;1.400;7.040;624;Log pri Vipavi;QLD5;6.084;112;5.528;37;253;82;55;7;10;699.237;PLDP
R2;444;0387;AJDOVŠČINA (OBVOZNICA);0;1.960;917;Ajdovščina;QLTC10;4.288;10;3.551;4;336;77;64;47;199;2.019.078;PLDP
R2;444;0346;AJDOVŠČINA - SELO;0;8.550;688;Ajdovščina 2;QLD6;7.157;96;6.550;46;350;54;43;7;11;628.069;PLDP
R2;444;0347;SELO - TRI HIŠE;0;8.600;81;Ozeljan;QLD6;5.290;61;4.878;34;235;39;29;5;9;452.887;PLDP
R2;444;0347;TRI HIŠE - AJŠEVICA;8.600;10.600;699;Tri hiše;QLTC8;10.592;141;9.347;48;661;152;85;42;116;1.911.579;PLDP
R2;444;0347;AJŠEVICA - NOVA GORICA;10.600;15.350;558;Rožna dolina;QLD6;3.382;41;2.990;25;189;50;42;15;30;694.260;PLDP
R2;444;0365;NOVA GORICA ;0;690;;;P;9.500;195;8.915;70;190;55;15;20;40;853.517;PLDP
R2;444;0348;NOVA GORICA - MP ROŽNA DOLINA;0;130;654;MT Rožna Dolina;QLD5;9.281;194;8.945;3;92;16;29;2;0;201.311;PLDP
R2;445;0349;SENOŽEČE - ŠTORJE;0;8.700;25;Senadolice;R 11x4;1.768;17;1.443;10;101;52;59;31;55;974.453;PLDP
R2;445;0349;ŠTORJE - SEŽANA;8.700;14.185;613;Štorje;QLD6;2.803;29;2.374;17;155;36;47;40;105;1.279.529;PLDP
R2;445;0350;SEŽANA - FERNETIČI;0;1.800;782;Fernetiči;R 10x4;8.750;158;7.717;40;445;190;35;55;110;1.748.092;PLDP
R2;445;0350;FERNETIČI - MP FERNETIČI;1.800;2.928;;;P;8.250;120;7.210;20;600;120;30;45;105;1.405.939;PLDP
R2;446;1016;SEŽANA - DIVAČA;0;9.770;206;Sežana;QLD6;3.602;69;3.222;17;167;48;36;9;34;614.134;PLDP
R2;447;0286;MEDLOG - PETROVČE;0;3.306;69;Drešinja vas;QLD6;16.013;126;14.776;116;689;108;119;32;47;1.789.399;PLDP
R2;447;0287;PETROVČE - ŽALEC;0;1.519;;;P;14.500;130;13.265;85;700;180;60;35;45;1.514.184;PLDP
R2;447;0367;ŽALEC - VRBENSKO POLJE;0;2.220;904;Žalec TUŠ;QLTC10;12.631;166;11.430;54;704;123;86;26;42;1.324.320;PLDP
R2;447;0367;VRBENSKO POLJE - ŠEMPETER;2.220;5.980;609;Šempeter;QLD6;13.953;137;12.808;92;664;98;87;28;39;1.434.058;PLDP
R2;447;0288;ŠEMPETER - LATKOVA VAS;0;591;;;P;8.500;130;7.405;100;580;130;85;20;50;1.540.312;PLDP
R2;447;0289;LATKOVA VAS - ŠENTRUPERT;0;1.420;;;P;7.500;135;6.260;80;660;175;90;40;60;1.756.802;PLDP
R2;447;0290;ŠENTRUPERT - VRANSKO;0;9.000;64;Tabor;QLD6;4.703;106;3.832;45;272;165;171;43;69;1.654.280;DIST
R2;447;0290;VRANSKO - LOČICA;9.000;11.905;915;Vransko;QLD6;3.154;2;2.635;30;245;83;91;18;50;1.168.049;PLDP
R2;447;0291;LOČICA - TROJANE;0;6.066;71;Trojane 2;QLD6;2.020;91;1.596;22;125;63;83;14;26;730.591;DIST
R2;447;0292;TROJANE - LUKOVICA;0;15.000;72;Trojane;QLD6;2.201;82;1.625;41;137;86;135;34;61;817.684;WIM
R2;447;0292;LUKOVICA  -  ŽELODNIK;15.000;21.857;332;Šentvid;QLD6;5.439;80;4.561;60;317;152;156;40;73;2.035.750;PLDP
R2;447;0293;ŽELODNIK - DOMŽALE;0;4.285;610;Želodnik;QLD6;9.145;94;7.811;95;545;188;245;64;103;2.466.490;DIST
R2;447;0294;DOMŽALE - STOB;0;1.560;916;Domžale;QLTC10;11.362;7;10.211;26;813;154;66;29;56;1.273.806;PLDP
R2;447;0294;STOB - TRZIN;1.560;2.603;54;Depala vas;QLD;17.548;122;15.687;121;1.249;179;84;38;68;1.385.036;DIST
R2;448;1160;PLUSKA - PRIKLJ. TREBNJE Z;0;1.130;;;P;1.900;20;1.665;10;90;55;20;15;25;500.166;PLDP
R2;448;0220;PRIKLJ. TREBNJE Z-TREBNJE;0;4.000;55;Trebnje 2;QLD5;4.898;19;4.213;33;300;101;83;67;82;1.680.657;PLDP
R2;448;0221;GRM - ŠENTJURIJ;0;5.310;634;Trebnje;QLD5;1.055;13;914;6;78;21;16;3;4;326.875;WIM
R2;448;1510;ŠENTJURIJ - PRIKLJ. NM ZAHOD;0;5.750;147;Karteljevo;R 11x4;1.162;8;1.007;2;79;27;20;12;7;279.944;PLDP
R2;448;0222;PRIKLJ. NM ZAHOD-LOČNA;0;2.325;;;P;700;2;620;10;50;8;5;1;4;114.217;PLDP
R2;448;1512;NOVO MESTO LOČNA - MAČKOVEC;0;935;566;Ločna;R 07x1;6.500;45;5.963;30;230;100;42;30;60;1.094.891;PLDP
R2;448;0223;MAČKOVEC - OTOČEC;0;3.878;400;Otočec;QLD5;5.263;43;5.030;23;26;63;50;12;16;645.737;PLDP
R2;448;0224;OTOČEC - KRONOVO;0;2.115;;;P;4.500;50;4.141;22;200;20;45;12;10;493.696;PLDP
R2;448;1513;KRONOVO - DOLENJE KRONOVO;0;715;;;P;5.500;45;5.010;40;280;50;40;15;20;685.551;PLDP
R2;448;1514;DOLENJE KRONOVO - GOR. GOMILA;0;2.750;799;Draga;QLD;2.578;7;2.376;15;119;18;23;13;7;338.172;PLDP
R2;448;1514;GOR.GOMILA - DOBRAVA;2.750;5.374;;;P;800;15;683;15;55;15;10;2;5;186.629;PLDP
R2;449;0314;PESNICA - LENART;0;12.900;84;Močna;QLD6;4.340;58;3.989;54;181;25;18;7;8;461.098;PLDP
R2;449;1543;PRIKLJ. LENART - LENART;0;1.442;793;Lenart;QLTC8;10.817;84;9.364;77;705;207;109;103;168;2.966.158;PLDP
R2;449;0315;LENART - GORNJA RADGONA;0;17.556;85;Ihova;QLD6;3.889;43;3.129;53;299;68;119;74;104;1.620.338;WIM
R2;449;0316;GORNJA RADGONA ;0;1.941;794;Podgrad pri Gornji Radgoni;QLTC8;7.234;80;6.204;68;471;147;82;60;122;2.120.604;PLDP
R2;450;1404;HOČE - PRIKLJ. ROGOZA;0;1.570;905;Rogoza;QLTC10;8.124;2;7.096;31;577;104;106;41;167;2.159.672;PLDP
R2;450;1404;PRIKLJ. ROGOZA - LETAL. MARIBOR;1.570;4.460;;;P;1.300;25;1.081;25;140;25;2;1;1;177.920;PLDP
R2;451;1448;ARJA VAS - ŽALEC;0;2.090;70;Žalec;QLD5;7.392;42;6.484;38;351;183;159;58;77;2.156.188;PLDP
R2;452;0368;HRUŠICA - PLAVŽ;0;2.450;530;Jesenice zahod;QLD5;7.320;99;6.459;197;282;112;88;25;58;2.010.617;PLDP
R2;452;0368;PLAVŽ - JESENICE;2.450;4.250;;;P;11.000;100;10.065;200;360;105;90;30;50;2.000.664;PLDP
R2;452;0368;JESENICE - JAVORNIK;4.250;6.400;531;SL Javornik;QLD6;15.851;116;14.563;164;665;122;97;46;78;2.190.776;PLDP
R2;452;0206;JAVORNIK - ŽIROVNICA;0;5.013;603;Moste pri Žirovnici;QLD5;6.417;92;5.848;79;256;56;43;14;29;927.173;PLDP
R2;452;0207;ŽIROVNICA - LESCE;0;4.957;557;Vrba ;QLD5;6.675;75;6.132;62;268;53;42;13;30;844.310;PLDP
R2;452;0208;LESCE - RADOVLJICA;0;2.820;632;Radovljica;QLD6;6.211;94;5.632;14;349;58;48;6;10;611.546;WIM
R2;452;0208;RADOVLJICA - PODVIN;2.820;5.400;697;Radovljica 2;QLD3;3.158;88;2.771;91;170;17;13;3;5;533.261;PLDP
R2;452;0208;PODVIN - ČRNIVEC;5.400;7.423;773;Podvin;R 10x4;3.550;65;3.210;90;125;30;9;11;10;615.876;PLDP
R2;454;1400;MB AC - MIKLAVŽ;0;3.000;20;Miklavž sever;QLTC8;12.993;87;11.876;92;693;108;79;18;40;1.358.162;PLDP
R2;454;1400;MIKLAVŽ - HAJDINA;3.000;17.670;606;Starše;QLD6;5.953;41;5.458;56;226;58;64;16;34;981.918;PLDP
R2;454;1495;HAJDINA (Mariborska c.- Gomile);0;2.060;639;Zgornja Hajdina;QLD;10.882;72;9.763;39;656;138;83;44;87;1.667.717;PLDP
R3;601;7507;BORJANA - PODBELA;0;2.800;;;P;180;4;169;2;3;1;1;0;0;15.428;PLDP
R3;601;7507;PODBELA - ROBIDIŠČE;2.800;9.735;;;P;50;2;45;0;3;0;0;0;0;0;PLDP
R3;602;1032;STARO SELO - BREGINJ-MOST;0;16.725;93;Staro selo - Breginj;R 08x1;900;5;821;8;40;15;10;0;1;119.691;PLDP
R3;603;1041;MOST NA SOČI - UŠNIK;0;4.271;532;Kozaršče;QLD5;1.046;33;889;3;49;30;30;3;9;296.367;PLDP
R3;604;5701;ROČINJ - LIG;0;9.995;528;Ročinj;R 11x4;224;3;203;0;14;2;1;1;0;15.179;PLDP
R3;605;5702;KAMBREŠKO - SOLARJI;0;10.770;529;Kambreško;R 11x4;80;3;71;0;5;1;0;0;0;1.991;PLDP
R3;605;5702;SOLARJI - LIVEK;10.770;19.538;;;P;50;5;43;0;2;0;0;0;0;0;PLDP
R3;605;1545;SOLARJI-MEJA I;0;324;;;P;40;2;36;0;2;0;0;0;0;0;PLDP
R3;606;5703;KANAL - LIG - MIŠČEK - NEBLO;0;35.376;455;Kanal;R 11x4;332;7;303;2;16;3;1;0;0;19.409;PLDP
R3;607;5723;PREVAL - GRGAR - ČEPOVAN;0;14.133;98;Grgar;R 08x1;780;10;703;4;45;16;2;0;0;58.726;PLDP
R3;608;1067;SOLKAN - GRGAR;0;3.000;599;Solkan 2;QLD5;3.779;44;3.408;9;190;60;58;3;7;508.378;PLDP
R3;608;1067;GRGAR - LOKVE;3.000;19.400;225;Solkan - Lokve;R 11x4;1.324;45;1.113;8;84;49;20;5;0;262.027;PLDP
R3;608;1065;LOKVE - ČEPOVAN;0;5.440;224;Lokve;R 08x4;190;15;155;0;13;3;1;1;2;29.612;PLDP
R3;608;1068;ČEPOVAN - DOL.TREBUŠA;0;10.870;449;Dolenja Trebuša 2;R 08x4;310;20;261;0;22;5;1;1;0;21.151;PLDP
R3;609;2117;AJDOVŠČINA - PREDMEJA;0;11.622;456;Lokavec;R 06x1;660;20;594;2;30;10;4;0;0;48.275;PLDP
R3;609;1064;PREDMEJA - LOKVE;0;11.575;;;P;120;15;91;1;4;9;0;0;0;22.147;PLDP
R3;609;1066;ČEPOVAN - MOST NA SOČI;0;13.220;534;Lazi;R 11x4;193;7;174;0;7;2;3;0;0;18.912;PLDP
R3;610;1370;D.TREBUŠA - SP. IDRIJA;0;21.990;390;Dolenja Trebuša;R 08x4;140;3;126;0;9;1;1;0;0;6.967;PLDP
R3;610;1371;PEČNIK (MAROF) - ŽIRI;0;10.546;;;P;1.000;8;938;9;24;8;8;3;2;124.917;PLDP
R3;611;1024;DORNBERK - SELO;0;5.150;208;Batuje;QLD5;1.817;27;1.588;9;106;40;37;4;6;364.051;PLDP
R3;612;1042;PLAVE - GONJAČE;0;6.190;213;Plave;R 09x1;840;25;687;8;50;10;60;0;0;352.356;PLDP
R3;613;1437;AJŠEVICA - KROMBERK;0;3.100;209;Kromberk;QLTC10;14.170;105;12.861;33;806;164;80;35;86;1.616.954;PLDP
R3;613;1437;KROMBERK - NOVA GORICA;3.100;3.960;;;P;18.800;95;16.900;65;870;465;150;135;120;3.533.510;PLDP
R3;614;1046;ŠEMPETER - MIREN;0;5.536;470;Miren;QLD5;5.773;78;5.206;17;253;100;61;26;32;935.385;PLDP
R3;614;1047;MIREN - OPATJE SELO;0;7.771;559;Miren-3;R 11x4;1.327;50;1.074;18;102;52;23;6;2;343.895;PLDP
R3;614;1048;OPATJE SELO - KOMEN;0;14.885;215;Kostanjevica;R 09x4;450;35;336;6;50;15;5;1;2;98.789;PLDP
R3;614;1049;KOMEN - KOBJEGLAVA;0;4.540;216;Tomačevica;QLD3;810;25;696;2;50;13;15;4;5;164.980;PLDP
R3;614;1049;KOBJEGLAVA - ŠTANJEL;4.540;8.700;23;Kobjeglava;R 07x4;1.150;30;983;7;65;35;25;2;3;254.811;PLDP
R3;614;1050;ŠTANJEL - MANČE;0;11.750;217;Manče;QLD3;1.040;25;931;8;42;15;17;1;1;160.750;PLDP
R3;615;5736;TRI HIŠE - PRIKLJ. VOGRSKO;0;2.850;252;Vogrsko;QLD6;6.004;34;5.080;19;476;83;154;52;106;1.994.940;PLDP
R3;615;5736;PRIKLJ.VOGRSKO - VOLČJA DRAGA;2.850;6.257;473;Vogrsko 2;QLD6;3.094;32;2.645;7;222;50;83;21;34;884.373;PLDP
R3;615;5740;VOLČJA DRAGA - RENČE;0;3.200;472;Bukovica;QLD5;2.011;38;1.769;7;86;55;34;10;12;445.173;PLDP
R3;615;5740;RENČE - KRIŽ. CIJAN;3.200;4.975;560;Bilje;R 11x4;3.868;63;3.414;19;195;101;48;15;13;694.509;PLDP
R3;616;1056;GORJANSKO - KLARIČI;0;10.090;422;Brestovica;R 09x4;270;15;224;0;20;10;1;0;0;24.884;PLDP
R3;617;1054;KOMEN - GORJANSKO;0;3.163;218;Komen;QLD3;1.943;28;1.808;8;90;7;1;0;1;58.975;PLDP
R3;617;1055;GORJANSKO - ŽEKENC;0;2.969;783;Gorjansko;R 10x4;1.250;30;1.120;1;70;24;4;1;0;78.135;PLDP
R3;618;6807;BRANIK - KOMEN;0;7.725;457;Branik 1;R 09x4;820;21;731;2;40;20;4;1;1;80.624;PLDP
R3;618;6805;KOMEN  - KRAJNA VAS;0;8.130;458;Volčji Grad;R 09x4;850;21;741;1;58;22;5;1;1;85.352;PLDP
R3;618;6804;KRAJNA VAS - DUTOVLJE;0;2.320;791;Krajna vas;R 10x4;1.390;27;1.191;9;90;53;18;0;2;245.604;PLDP
R3;619;1025;DUTOVLJE - REPENTABOR;0;5.422;419;Dol pri Vogljah;QLD3;1.528;2;1.429;4;66;15;9;1;2;110.236;PLDP
R3;620;6831;ŠTORJE - ŠTANJEL;0;11.249;453;Ponikve;R 09x4;710;17;603;4;47;22;9;4;4;155.275;PLDP
R3;621;1412;KALCE - PODKRAJ;0;15.000;497;Hrušica;QLD5;467;19;389;3;23;15;15;2;1;135.866;PLDP
R3;621;1412;PODKRAJ - COL;15.000;19.927;;;P;750;15;567;5;100;45;10;3;5;210.269;PLDP
R3;622;6848;GORIČE - KOŠANA ;0;9.432;80;Vremski Britof 2;R 11x4;598;9;490;1;45;18;13;3;19;241.622;PLDP
R3;622;6848;KOŠANA - KAL;9.432;16.252;21;Neverke;R 11x4;1.315;12;1.127;1;94;38;21;6;16;321.251;PLDP
R3;623;3718;KASTELEC - PODGORJE;0;10.928;505;Podgorje;R 08x1;420;5;388;4;14;5;3;0;1;48.026;PLDP
R3;624;3721;LOKA - PODPEČ - RAKITOVEC;0;15.513;501;Rakitovec;R 10x4;115;9;89;4;5;8;0;0;0;32.847;PLDP
R3;625;1061;BERTOKI - SV. ANTON;0;7.500;221;Vrtine;QLD5;5.344;70;4.875;12;240;94;49;2;2;506.636;PLDP
R3;625;1061;SV. ANTON - GRAČIŠČE;7.500;14.206;772;Sv. Anton;R 10x4;1.670;20;1.556;8;70;11;3;2;0;83.112;PLDP
R3;626;3726;GRAČIŠČE - BREZOVICA;0;8.517;732;Brezovica;R 08x1;90;1;86;0;2;1;0;0;0;1.991;PLDP
R3;627;3716;ČRNI KAL - OSP;0;4.220;770;Gabrovica;QLD3;792;18;728;4;31;7;0;1;3;55.740;PLDP
R3;628;1427;SEČOVLJE - DRAGONJA;0;3.050;702;Dragonja;QLD5;2.951;48;2.658;19;149;50;25;1;1;316.772;PLDP
R3;629;1381;VALETA;0;793;;;P;11.000;45;10.346;25;300;175;60;20;29;1.057.565;PLDP
R3;629;1479;VALETA - BELI KRIŽ - PIRAN;0;1.625;192;Beli križ;QLD5;5.688;125;5.113;29;286;87;43;1;4;540.975;PLDP
R3;630;1069;PREM - ČELJE;0;5.930;226;Prem;R 11x4;270;9;228;1;29;3;0;0;0;10.202;PLDP
R3;630;1069;ČELJE - PREGARJE;5.930;11.840;592;Pregarje-3;R 08x1;170;2;147;0;21;0;0;0;0;0;PLDP
R3;630;1069;PREGARJE - OBROV;11.840;18.596;590;Pregarje-1;R 08x1;380;13;345;0;19;0;3;0;0;14.930;PLDP
R3;630;1070;OBROV - GOLAC;0;8.650;527;Golac;R 07x1;170;2;137;1;13;1;6;4;6;98.291;PLDP
R3;631;3223;STAROD - MEJA RH;0;3.130;790;Starod;R 10x4;25;0;22;0;0;2;1;0;0;8.958;PLDP
R3;632;1378;IL.BISTRICA - ZABIČE;0;9.570;396;Vrbovo;QLD3;2.142;5;2.047;15;50;16;5;3;1;145.073;PLDP
R3;632;1378;ZABIČE - NOVOKRAČINE;9.570;17.660;789;Novokračine 1;R 10x4;280;6;258;3;10;3;0;0;0;18.663;PLDP
R3;632;3224;JELŠANE - NOVOKRAČINE;0;3.441;523;Novokračine;R 07x1;400;5;368;5;12;9;0;0;1;45.289;PLDP
R3;633;1099;BITNJE - JEREKA;0;1.934;239;Jereka;R 11x4;1.653;30;1.469;15;82;36;18;3;0;243.364;PLDP
R3;633;1098;JEREKA - JEZERO;0;6.800;9;Srednja vas v Bohinju;QLD3;933;19;852;9;37;12;1;2;1;85.601;PLDP
R3;634;1104;JAVORNIK - GORJE;0;8.264;241;Kočna;QLD5;2.214;43;2.023;15;88;22;17;2;4;229.180;PLDP
R3;634;1094;GORJE - BLED;0;3.430;235;Spodnje Gorje;QLD5;4.390;64;3.950;62;199;57;46;6;6;679.330;PLDP
R3;635;1121;LESCE - K.GORICA-LIPNICA;0;11.355;250;Kamna Gorica;QLD5;2.004;46;1.757;20;89;49;39;2;2;401.128;PLDP
R3;635;1122;LIPNICA - KROPA;0;2.000;251;Kamna Gorica 2;R 10x4;1.130;10;1.021;28;46;16;5;2;2;200.066;PLDP
R3;635;1122;KROPA - RUDNO;2.000;15.217;544;Rudno 2;R 07x1;780;25;686;5;40;5;17;1;1;128.152;PLDP
R3;635;1127;RUDNO - ČEŠNJICA;0;2.270;543;Rudno 1;R 07x1;1.070;20;955;5;55;8;20;2;5;180.159;PLDP
R3;636;1126;LIPNICA - OVSIŠE;0;4.500;254;Kamna Gorica 3;R 10x4;1.770;14;1.546;15;67;32;51;21;24;660.916;PLDP
R3;636;1126;OVSIŠE - GOBOVCE;4.500;5.944;547;Gobovce;R 07x1;3.000;8;2.273;18;301;110;150;60;80;1.912.575;PLDP
R3;636;1529;PODTABOR - ZVIRČE;0;2.571;549;Podtabor-2;QLD6;2.547;66;2.009;9;185;66;155;32;25;1.295.455;PLDP
R3;638;1131;ŽIROVNICA - BEGUNJE;0;6.290;256;Zabreznica;QLD3;3.176;58;2.868;46;104;44;21;23;12;604.429;PLDP
R3;638;1132;BEGUNJE - BISTRICA (TRŽIČ);0;10.420;257;Begunje 2;R 10x4;1.000;30;889;11;50;15;5;0;0;101.277;PLDP
R3;639;1141;LJ (ŠENTVID - ŠMARTNO);0;3.000;325;LJ Tacen;QLD6;10.382;102;9.550;130;496;42;35;9;18;975.697;PLDP
R3;639;1141;LJ (ŠMARTNO) - VODICE;3.000;10.800;260;Povodje;QLD;2.778;68;2.501;19;143;24;14;2;7;253.816;PLDP
R3;639;1142;VODICE - SP.BRNIK;0;4.000;464;Vodice;QLD6;3.207;35;2.782;17;224;55;52;14;28;701.476;PLDP
R3;639;1142;SP.BRNIK;4.000;5.100;261;Spodnji Brnik;PRAZNO;2.100;30;1.725;25;220;30;45;10;15;544.957;PLDP
R3;639;1143;SP.BRNIK - CERKLJE;0;4.558;669;Zgornji Brnik;QLD6;2.796;28;2.405;35;227;33;43;12;13;583.278;PLDP
R3;640;1373;RAKEK - LOGATEC;0;14.035;392;Laze pri Logatcu;QLD5;578;18;472;15;29;19;20;1;4;231.918;PLDP
R3;641;1369;LJUBLJANICA - POL.GRADEC;0;9.100;;;P;300;25;198;8;30;20;14;2;3;174.436;PLDP
R3;641;1369;POL.GRADEC - DOBROVA;9.100;19.500;389;Log pri Polhovem Gradcu;QLD;2.708;30;2.441;18;158;22;30;3;6;325.232;PLDP
R3;641;1369;DOBROVA - LJ DOLGI MOST;19.500;23.456;598;Dobrova;QLD6;7.968;83;7.222;45;457;66;65;12;18;831.868;PLDP
R3;642;1146;VRHNIKA - PODPEČ;0;16.678;265;Borovnica;QLD5;2.940;42;2.651;12;138;44;29;8;16;431.984;PLDP
R3;642;1147;PODPEČ - IG;0;8.960;266;Jezero;R 08x4;1.100;40;936;5;70;20;15;6;8;222.711;PLDP
R3;642;1150;IG ;0;820;;;P;3.600;50;3.065;20;345;45;40;15;20;590.992;PLDP
R3;642;1360;IG - LJ (PERUZZIJEVA);0;7.413;383;Ig 2;QLD6;6.915;31;6.391;31;368;34;34;13;13;529.778;PLDP
R3;643;1436;PODPEČ - RAKITNA;0;11.200;700;Preserje;QLD3;1.343;1;1.259;10;49;9;7;1;7;144.824;PLDP
R3;643;1362;RAKITNA - CERKNICA;0;18.195;563;Rakitna-2;R 07x1;220;3;190;2;15;10;0;0;0;28.368;PLDP
R3;644;1356;LJ (ŠMARTIN.) - PRIKLJ. SNEBERJE;0;2.745;380;Sneberje;QLTC8;10.061;100;9.195;66;570;53;51;9;17;800.265;PLDP
R3;644;1356;PRIKLJ. SNEBERJE - ŠENTJAKOB;2.745;3.931;747;LJ Šmartno;QLTC8;11.911;112;10.969;117;594;52;35;8;24;971.715;PLDP
R3;644;1357;ŠENTJAKOB - DOMŽALE;0;6.180;381;Podgorica;QLD6;9.009;57;8.275;41;487;65;58;12;14;753.235;PLDP
R3;644;1358;DOMŽALE - DUPLICA;0;6.090;382;Nožice;QLD6;9.061;55;8.066;73;553;88;114;30;82;1.748.092;PLDP
R3;645;1188;LJ LITIJSKA - ZADVOR;0;2.672;692;Zadvor;QLD6;6.066;48;5.224;58;440;106;111;21;58;1.500.249;PLDP
R3;645;1189;ZADVOR - ŠMARTNO/LITIJI;0;26.433;437;Besnica;QLD3;1.398;20;1.298;3;51;12;12;1;1;108.743;PLDP
R3;646;1194;ŠKOFLJICA  -  ŠMARJE-SAP;0;3.726;;;P;700;30;553;20;60;20;10;5;2;217.734;PLDP
R3;646;1443;ŠMARJE - SAP - CIKAVA;0;2.761;288;Šmarje - Sap;QLD6;4.543;44;3.992;25;312;40;64;38;28;914.482;PLDP
